k,features,Accuracy,Precision,Recall,F1,ROC_AUC,Brier,error,TimeSec
4,"['Max_Rainfall_3day', 'R1d', 'R7d', 'R30d']",0.7417218543046358,0.7198795180722891,0.7913907284768212,0.7539432176656151,0.8415036621200824,0.16410659602649008,,2.6546
4,"['Max_Rainfall_3day', 'R1d', 'R7d', 'API_14']",0.7450331125827815,0.7341772151898734,0.7682119205298014,0.7508090614886731,0.8343548528573308,0.16464045695364238,,2.603
4,"['Max_Rainfall_3day', 'R1d', 'R30d', 'API_14']",0.7367549668874173,0.7147147147147147,0.7880794701986755,0.7496062992125985,0.8409718871979299,0.16503617218543046,,2.7377
4,"['Max_Rainfall_3day', 'R3d', 'R7d', 'R30d']",0.7317880794701986,0.71875,0.7615894039735099,0.7395498392282959,0.8344425683084076,0.16704731125827815,,2.627
4,"['Max_Rainfall_3day', 'R3d', 'R7d', 'API_14']",0.7698675496688742,0.7672131147540984,0.7748344370860927,0.771004942339374,0.8371946405859392,0.16258549006622516,,2.5787
4,"['Max_Rainfall_3day', 'R3d', 'R30d', 'API_14']",0.7417218543046358,0.7310126582278481,0.7649006622516556,0.7475728155339806,0.8424246743563879,0.16184939735099338,,2.5754
4,"['Max_Rainfall_3day', 'R7d', 'R30d', 'API_14']",0.7350993377483444,0.7246835443037974,0.7582781456953642,0.7411003236245954,0.8479288189114511,0.15712660927152317,,2.6993
4,"['R1d', 'R3d', 'R7d', 'R30d']",0.7350993377483444,0.7246835443037974,0.7582781456953642,0.7411003236245954,0.8261863514758125,0.170512,,2.5847
4,"['R1d', 'R3d', 'R7d', 'API_14']",0.7433774834437086,0.7363344051446945,0.7582781456953642,0.7471451876019576,0.8228750931976668,0.17004804635761592,,2.5846
4,"['R1d', 'R3d', 'R30d', 'API_14']",0.7268211920529801,0.7133956386292835,0.7582781456953642,0.7351524879614767,0.8297826849699573,0.1685146821192053,,2.6024
4,"['R1d', 'R7d', 'R30d', 'API_14']",0.7301324503311258,0.7178683385579937,0.7582781456953642,0.7375201288244766,0.8339656155431778,0.16714959602649007,,2.5817
4,"['R3d', 'R7d', 'R30d', 'API_14']",0.7367549668874173,0.7313915857605178,0.7483443708609272,0.7397708674304418,0.8344316038770228,0.16313909271523178,,2.5872
5,"['Avg_Rainfall_30day', 'Max_Rainfall_30day', 'Max_Rainfall_3day', 'R1d', 'R3d']",0.7317880794701986,0.717391304347826,0.7649006622516556,0.7403846153846154,0.8386912854699355,0.16667696026490067,,2.6334
5,"['Avg_Rainfall_30day', 'Max_Rainfall_30day', 'Max_Rainfall_3day', 'R1d', 'R7d']",0.7599337748344371,0.7476340694006309,0.7847682119205298,0.7657512116316639,0.8463609052234551,0.15849950993377482,,2.5942
5,"['Avg_Rainfall_30day', 'Max_Rainfall_30day', 'Max_Rainfall_3day', 'R1d', 'R30d']",0.7433774834437086,0.7275541795665634,0.7781456953642384,0.752,0.8404072189816236,0.16650207284768212,,2.5907
5,"['Avg_Rainfall_30day', 'Max_Rainfall_30day', 'Max_Rainfall_3day', 'R1d', 'API_14']",0.7466887417218543,0.7350157728706624,0.7715231788079471,0.752827140549273,0.8466953203806851,0.16013707947019865,,2.5857
5,"['Avg_Rainfall_30day', 'Max_Rainfall_30day', 'Max_Rainfall_3day', 'R3d', 'R7d']",0.7450331125827815,0.7341772151898734,0.7682119205298014,0.7508090614886731,0.8488059734222183,0.15798835099337752,,2.5857
