feature,coef,se,z,pval,OR,CI_lower,CI_upper
const,-0.005867327787320291,0.10875989876316514,-0.053947528951796345,0.9569769691457611,0.9941498513653669,0.8032953597324956,1.2303493540643693
Slope_deg,1.3812561503832972,0.14031480765123733,9.843979929876753,7.277368713104036e-23,3.9798978390372506,3.022983268019076,5.2397203043577765
Max_Rainfall_30day,0.5870671501004935,0.2643586201232874,2.22072255418305,0.02636975885520768,1.7987053391767407,1.07136525633784,3.0198299581246593
R30d,-0.6326582446219586,0.31333611491904784,-2.0191041329066377,0.04347639739858428,0.5311779217671841,0.28742717794915434,0.9816398942719917
R7d,0.21357712931194464,0.13773684369248954,1.5506172755691692,0.12099342961923332,1.2380989883085858,0.9451778920303897,1.6217995763293387
Soil_Depth_Deep200_Flag,0.19429571250259894,0.12881599916944317,1.5083197254637948,0.13147271711600456,1.2144553594955565,0.9434810430784872,1.5632553839078946
Elevation_m,-0.10989259250673092,0.1312769208148231,-0.8371051958306021,0.40253344008586334,0.8959303597629071,0.6926775878105791,1.1588237062527822
R3d,-0.06204952306493961,0.12263052662427144,-0.5059875772616845,0.6128653705647703,0.9398363420623791,0.7390416950981946,1.195186084519673
