index,raw_Max_Rainfall_30day,raw_Max_Rainfall_3day,raw_R1d,raw_R3d,x_Max_Rainfall_30day,x_Max_Rainfall_3day,x_R1d,x_R3d,shap_Max_Rainfall_30day,shap_Max_Rainfall_3day,shap_R1d,shap_R3d,expected_value,shap_sum,shap_abs_sum,y_proba,y_pred,y_true,IsLandslide,Event_Date,Sort_Date,Random_Date,X,Y,County,GlobalID,OBJECTID,Data_Type,Source_Period,MUKEY,MUSYM
116,106.8759994506836,11.529000282287598,11.529000282287598,17.034000158309937,106.8759994506836,11.529000282287598,11.529000282287598,17.034000158309937,-0.11022929556813818,-0.050481357393824436,-0.06329409479660936,-0.05948072941983143,0.5014854771784234,-0.28348547717840344,0.28348547717840344,0.218,0,0,0,2018-10-10 00:14:14,,2018-10-10 00:14:14,306327.5361796352,215167.30813653697,,,,NonLandslide,2017_2021,1671987.0,CKC2
121,41.71900177001953,0.4410000145435333,0.4410000145435333,0.7770000100135803,41.71900177001953,0.4410000145435333,0.4410000145435333,0.7770000100135803,0.04329628210687902,0.028181803657384586,0.07580268252810037,0.003233754529215839,0.5014854771784234,0.15051452282157982,0.15051452282157982,0.652,1,1,1,1990-06-05 00:00:00,1990-06-05 00:00:00,,313235.048199996,200493.546500001,Buncombe,{53F2193A-86AB-425C-8691-9D2CD74BE308},58191.0,Landslide,1980_2021,1672007.0,EDF
123,30.14699935913086,0.0,0.0,0.0,30.14699935913086,0.0,0.0,0.0,-0.20618715311668248,-0.11325274353807514,0.0024725398419745232,-0.12851812036563262,0.5014854771784234,-0.4454854771784157,0.4504305568623648,0.056,0,0,0,2019-05-31 04:53:25,,2019-05-31 04:53:25,269570.02133800293,203766.5488906611,,,,NonLandslide,2017_2021,1672017.0,EWF
154,97.6084976196289,0.0032999999821186,0.0,0.0032999999821186,97.6084976196289,0.0032999999821186,0.0,0.0032999999821186,-0.3084895195615855,-0.0802954555939399,-0.005194196928964552,-0.10150630509392425,0.5014854771784234,-0.4954854771784142,0.4954854771784142,0.006,0,0,0,2021-11-04 17:55:31,,2021-11-04 17:55:31,269359.3849993473,196829.460223544,,,,NonLandslide,2017_2021,1672006.0,EDE
174,19.010000228881836,0.930999994277954,0.0,0.930999994277954,19.010000228881836,0.930999994277954,0.0,0.930999994277954,0.09050925889804577,0.07655078546576702,0.043890773210509,-0.006436294752739075,0.5014854771784234,0.2045145228215827,0.21738711232706084,0.706,1,1,1,2008-04-17 00:00:00,2008-04-17,,295265.719400004,203206.709199999,Buncombe,{BBA53249-2C0C-4674-B019-1F48342106B2},60915.0,Landslide,2005_2010,1671929.0,ARF
176,20.691999435424805,2.121000051498413,2.121000051498413,3.468000054359436,20.691999435424805,2.121000051498413,2.121000051498413,3.468000054359436,-0.14917955491440532,0.11041423137303122,0.038860797431204595,0.008419048931757463,0.5014854771784234,0.008514522821587956,0.30687363265039863,0.51,1,0,0,2019-10-08 06:46:39,,2019-10-08 06:46:39,311253.54540926864,205636.68506329157,,,,NonLandslide,2017_2021,1672082.0,SYE
177,42.59000015258789,4.288000106811523,0.0,4.288000106811523,42.59000015258789,4.288000106811523,0.0,4.288000106811523,0.08909805767160192,0.16349491743052083,0.06359805306433429,0.15832349465512888,0.5014854771784234,0.4745145228215859,0.4745145228215859,0.976,1,1,1,2004-09-06 17:00:00,2004-09-06 17:00:00,,304674.343955282,224619.214791408,Buncombe,{ECC25666-BB80-4186-BF06-F10D94AF7C4F},60789.0,Landslide,1980_2021,1672192.0,UKF
179,45.652000427246094,0.0,0.0,0.0,45.652000427246094,0.0,0.0,0.0,-0.13919411565935155,-0.07351494115449189,0.008131493092470757,-0.10490791345704376,0.5014854771784234,-0.30948547717841646,0.32574846336335794,0.192,0,1,1,2014-10-28 00:00:00,2014-10-28 00:00:00,,288147.520167142,217764.642080676,Buncombe,{0C6F130D-0ADA-425C-8E8F-B096F10A8DF0},61243.0,Landslide,2011_2016,1672015.0,EWD
188,57.34400177001953,42.60100173950195,42.60100173950195,81.63400268554688,57.34400177001953,42.60100173950195,42.60100173950195,81.63400268554688,0.025515756108410316,-0.07078465725751103,0.04033177031949688,-0.058548346348806596,0.5014854771784234,-0.06348547717841042,0.19518053003422484,0.438,0,0,0,2017-05-25 12:50:46,,2017-05-25 12:50:46,307420.7594237299,228549.31194607177,,,,NonLandslide,2017_2021,1672212.0,WRE
190,21.354999542236328,8.725000381469727,0.0,16.521000385284424,21.354999542236328,8.725000381469727,0.0,16.521000385284424,-0.18351300542034366,-0.0912304803105892,-0.014147953703858055,-0.04459403774362513,0.5014854771784234,-0.3334854771784161,0.3334854771784161,0.168,0,0,0,2019-03-12 22:52:32,,2019-03-12 22:52:32,283780.0800445007,217134.0081634361,,,,NonLandslide,2017_2021,1672010.0,EVE2
