|"41618792"|"17464742"
|"41618792"|"17464743"
|"41618572"|"17464580"
|"41618572"|"17464581"
|"41618973"|"17464833"
|"41618973"|"17464834"
|"41618570"|"17464578"
|"41618570"|"17464579"
|"41619062"|"17464841"
|"41619062"|"17464842"
"Summit"|"41618864"|"17464810"
"Shoulder"|"41618864"|"17464811"
"Summit"|"41618707"|"17464669"
"Shoulder"|"41618707"|"17464670"
"Backslope"|"41618707"|"17464671"
"Backslope"|"41619151"|"17464863"
"Footslope"|"41619151"|"17464864"
"Toeslope"|"41619151"|"17464865"
"Summit"|"41619341"|"17464984"
"Summit"|"41619324"|"17464959"
"Shoulder"|"41619324"|"17464960"
"Summit"|"41619328"|"17464966"
"Shoulder"|"41619328"|"17464967"
|"41619276"|"17464898"
|"41619276"|"17464899"
"Summit"|"41619332"|"17464974"
"Backslope"|"41619332"|"17464975"
"Summit"|"41618708"|"17464672"
"Shoulder"|"41618708"|"17464673"
"Backslope"|"41618708"|"17464674"
|"41618563"|"17464572"
|"41618563"|"17464573"
"Summit"|"41619323"|"17464957"
"Shoulder"|"41619323"|"17464958"
|"41618781"|"17464728"
|"41618781"|"17464729"
"Backslope"|"41619287"|"17464906"
|"41618780"|"17464726"
|"41618780"|"17464727"
"Toeslope"|"41619354"|"17464997"
"Summit"|"41618896"|"17464830"
"Summit"|"41619343"|"17464986"
"Summit"|"41618583"|"17464591"
|"41618635"|"17464621"
|"41618635"|"17464622"
"Backslope"|"41619313"|"17464940"
"Backslope"|"41619313"|"17464941"
|"41618664"|"17464651"
|"41618664"|"17464652"
|"41618854"|"17464804"
|"41618663"|"17464649"
|"41618663"|"17464650"
"Backslope"|"41619295"|"17464914"
"Toeslope"|"41619355"|"17464998"
"Summit"|"41619297"|"17464916"
"Backslope"|"41619297"|"17464917"
|"41618652"|"17464637"
|"41618652"|"17464638"
|"41619273"|"17464894"
|"41619273"|"17464895"
"Backslope"|"41618870"|"17464815"
|"41618785"|"17464736"
|"41618785"|"17464737"
|"41618822"|"17464775"
|"41618822"|"17464776"
"Footslope"|"41618737"|"17464689"
|"41618616"|"17464605"
|"41618616"|"17464606"
"Summit"|"41619306"|"17464930"
|"41618811"|"17464759"
|"41618811"|"17464760"
|"41618641"|"17464627"
|"41618641"|"17464628"
"Backslope"|"41618627"|"17464615"
"Summit"|"41618881"|"17464822"
"Backslope"|"41618885"|"17464826"
|"41618855"|"17464805"
|"41618568"|"17464576"
|"41618568"|"17464577"
|"41618752"|"17464700"
|"41618752"|"17464701"
"Backslope"|"41619293"|"17464912"
"Backslope"|"41618682"|"17464660"
|"41618642"|"17464629"
|"41618642"|"17464630"
"Summit"|"41618579"|"17464587"
"Shoulder"|"41618579"|"17464588"
"Summit"|"41618600"|"17464601"
|"41619304"|"17464927"
|"41619085"|"17464861"
|"41619085"|"17464862"
"Summit"|"41618866"|"17464812"
"Shoulder"|"41618866"|"17464813"
|"41619264"|"17464884"
|"41619264"|"17464885"
|"41619168"|"17464866"
|"41619168"|"17464867"
"Summit"|"41618589"|"17464595"
"Backslope"|"41618589"|"17464596"
"Summit"|"41619317"|"17464946"
"Shoulder"|"41619317"|"17464947"
"Summit"|"41618874"|"17464817"
"Shoulder"|"41618874"|"17464818"
|"41619064"|"17464845"
|"41619064"|"17464846"
|"41618778"|"17464722"
|"41618778"|"17464723"
"Toeslope"|"41619351"|"17464994"
"Backslope"|"41619326"|"17464963"
"Summit"|"41619325"|"17464961"
"Shoulder"|"41619325"|"17464962"
"Backslope"|"41618623"|"17464613"
|"41619169"|"17464868"
|"41619169"|"17464869"
|"41619083"|"17464857"
|"41619083"|"17464858"
|"41618826"|"17464783"
|"41618826"|"17464784"
"Footslope"|"41619359"|"17465002"
|"41618830"|"17464791"
|"41618830"|"17464792"
|"41618645"|"17464633"
|"41618645"|"17464634"
"Shoulder"|"41619333"|"17464976"
"Summit"|"41618877"|"17464819"
"Summit"|"41619327"|"17464964"
"Shoulder"|"41619327"|"17464965"
"Backslope"|"41618863"|"17464809"
"Backslope"|"41619340"|"17464983"
|"41618840"|"17464799"
|"41618840"|"17464800"
"Summit"|"41619315"|"17464943"
"Backslope"|"41619315"|"17464944"
|"41618793"|"17464744"
|"41618793"|"17464745"
"Backslope"|"41619231"|"17464870"
"Backslope"|"41618889"|"17464827"
"Backslope"|"41619305"|"17464928"
"Backslope"|"41619305"|"17464929"
|"41619063"|"17464843"
|"41619063"|"17464844"
|"41619274"|"17464896"
|"41619274"|"17464897"
"Backslope"|"41618575"|"17464585"
|"41618836"|"17464795"
|"41618836"|"17464796"
|"41619316"|"17464945"
"Backslope"|"41618815"|"17464763"
"Summit"|"41618619"|"17464609"
"Backslope"|"41618619"|"17464610"
"Backslope"|"41618862"|"17464808"
|"41618656"|"17464641"
|"41618656"|"17464642"
|"41618564"|"17464574"
|"41618564"|"17464575"
"Summit"|"41618711"|"17464677"
"Backslope"|"41618711"|"17464678"
|"41618825"|"17464781"
|"41618825"|"17464782"
"Backslope"|"41619344"|"17464987"
