910|"588568"|"1672023"|"35353817"
910|"588569"|"1672023"|"35353958"
910|"588570"|"1672023"|"35354099"
910|"588572"|"1672023"|"35354307"
910|"588573"|"1672023"|"35354448"
249|"588566"|"1672024"|"35353505"
249|"588567"|"1672024"|"35353646"
249|"588568"|"1672024"|"35353787"
249|"588569"|"1672024"|"35353928"
249|"588570"|"1672024"|"35354069"
249|"588572"|"1672024"|"35354277"
249|"588573"|"1672024"|"35354418"
152|"588566"|"1672025"|"35353506"
152|"588567"|"1672025"|"35353647"
152|"588568"|"1672025"|"35353788"
152|"588569"|"1672025"|"35353929"
152|"588570"|"1672025"|"35354070"
152|"588572"|"1672025"|"35354278"
152|"588573"|"1672025"|"35354419"
203|"588566"|"1672026"|"35353507"
203|"588567"|"1672026"|"35353648"
203|"588568"|"1672026"|"35353789"
203|"588569"|"1672026"|"35353930"
203|"588570"|"1672026"|"35354071"
203|"588572"|"1672026"|"35354279"
203|"588573"|"1672026"|"35354420"
6008|"588566"|"1672027"|"35353536"
6008|"588567"|"1672027"|"35353677"
6008|"588568"|"1672027"|"35353818"
6008|"588569"|"1672027"|"35353959"
6008|"588570"|"1672027"|"35354100"
|"588571"|"1672027"|"35354212"
6008|"588572"|"1672027"|"35354308"
6008|"588573"|"1672027"|"35354449"
10|"588566"|"1672028"|"35353508"
10|"588567"|"1672028"|"35353649"
10|"588568"|"1672028"|"35353790"
10|"588569"|"1672028"|"35353931"
10|"588570"|"1672028"|"35354072"
10|"588572"|"1672028"|"35354280"
10|"588573"|"1672028"|"35354421"
358|"588566"|"1672029"|"35353537"
358|"588567"|"1672029"|"35353678"
358|"588568"|"1672029"|"35353819"
358|"588569"|"1672029"|"35353960"
358|"588570"|"1672029"|"35354101"
358|"588572"|"1672029"|"35354309"
358|"588573"|"1672029"|"35354450"
1669|"588566"|"1672030"|"35353538"
1669|"588567"|"1672030"|"35353679"
1669|"588568"|"1672030"|"35353820"
1669|"588569"|"1672030"|"35353961"
1669|"588570"|"1672030"|"35354102"
|"588571"|"1672030"|"35354213"
1669|"588572"|"1672030"|"35354310"
1669|"588573"|"1672030"|"35354451"
326|"588566"|"1672031"|"35353539"
326|"588567"|"1672031"|"35353680"
326|"588568"|"1672031"|"35353821"
326|"588569"|"1672031"|"35353962"
326|"588570"|"1672031"|"35354103"
326|"588572"|"1672031"|"35354311"
326|"588573"|"1672031"|"35354452"
1605|"588566"|"1672032"|"35353621"
1605|"588567"|"1672032"|"35353762"
1605|"588568"|"1672032"|"35353903"
1605|"588569"|"1672032"|"35354044"
1605|"588570"|"1672032"|"35354185"
1605|"588572"|"1672032"|"35354393"
1605|"588573"|"1672032"|"35354534"
2913|"588566"|"1672033"|"35353619"
2913|"588567"|"1672033"|"35353760"
2913|"588568"|"1672033"|"35353901"
2913|"588569"|"1672033"|"35354042"
2913|"588570"|"1672033"|"35354183"
2913|"588572"|"1672033"|"35354391"
2913|"588573"|"1672033"|"35354532"
1419|"588566"|"1672034"|"35353620"
1419|"588567"|"1672034"|"35353761"
1419|"588568"|"1672034"|"35353902"
1419|"588569"|"1672034"|"35354043"
1419|"588570"|"1672034"|"35354184"
1419|"588572"|"1672034"|"35354392"
1419|"588573"|"1672034"|"35354533"
233|"588566"|"1672036"|"35353586"
233|"588567"|"1672036"|"35353727"
233|"588568"|"1672036"|"35353868"
233|"588569"|"1672036"|"35354009"
233|"588570"|"1672036"|"35354150"
233|"588572"|"1672036"|"35354358"
233|"588573"|"1672036"|"35354499"
124|"588566"|"1672037"|"35353587"
124|"588567"|"1672037"|"35353728"
124|"588568"|"1672037"|"35353869"
124|"588569"|"1672037"|"35354010"
