"p"|"77518803"|"33725284"
"w"|"77518559"|"33725162"
"p"|"77519088"|"33725451"
"w"|"77518619"|"33725188"
"t"|"77518718"|"33725227"
"t"|"77518512"|"33725132"
"r"|"77519191"|"33725507"
"w"|"77518486"|"33725113"
"w"|"77519204"|"33725517"
"t"|"77518549"|"33725159"
"t"|"77518825"|"33725304"
"w"|"77518692"|"33725212"
"r"|"77518814"|"33725291"
"g"|"77518930"|"33725364"
"g"|"77519141"|"33725479"
"p"|"77518777"|"33725264"
"w"|"77518744"|"33725240"
"t"|"77518962"|"33725384"
"r"|"77519035"|"33725419"
"w"|"77519336"|"33725583"
"t"|"77518781"|"33725267"
"t"|"77518703"|"33725220"
"t"|"77518919"|"33725359"
"w"|"77518622"|"33725189"
"w"|"77519034"|"33725418"
"w"|"77518939"|"33725370"
"t"|"77519169"|"33725491"
"r"|"77518755"|"33725246"
"r"|"77518571"|"33725169"
"w"|"77518674"|"33725205"
"w"|"77518596"|"33725182"
"t"|"77519117"|"33725469"
"r"|"77519232"|"33725538"
"p"|"77518866"|"33725331"
"t"|"77518766"|"33725255"
"p"|"77519099"|"33725458"
"r"|"77519110"|"33725464"
"t"|"77518523"|"33725139"
"r"|"77518940"|"33725371"
"p"|"77518696"|"33725215"
"g"|"77518818"|"33725295"
"p"|"77519180"|"33725499"
"t"|"77518982"|"33725396"
"w"|"77518626"|"33725190"
"t"|"77519162"|"33725487"
"g"|"77518586"|"33725178"
"e"|"77519003"|"33725405"
"r"|"77518560"|"33725163"
"g"|"77519149"|"33725483"
"p"|"77518740"|"33725238"
"w"|"77519269"|"33725558"
"r"|"77518971"|"33725390"
"p"|"77518792"|"33725276"
"t"|"77518867"|"33725332"
"g"|"77518867"|"33725333"
"e"|"77519024"|"33725415"
"p"|"77518821"|"33725299"
"t"|"77519097"|"33725457"
"g"|"77518929"|"33725363"
"t"|"77518581"|"33725175"
"p"|"77518972"|"33725391"
"p"|"77519235"|"33725540"
"p"|"77518774"|"33725261"
"w"|"77519234"|"33725539"
"g"|"77518589"|"33725180"
"e"|"77519016"|"33725411"
"t"|"77518748"|"33725242"
"p"|"77519223"|"33725531"
"w"|"77519332"|"33725581"
"p"|"77518508"|"33725127"
"w"|"77518681"|"33725207"
"w"|"77518876"|"33725340"
"t"|"77519087"|"33725450"
"w"|"77518907"|"33725353"
"g"|"77519343"|"33725588"
"w"|"77518900"|"33725350"
"w"|"77518475"|"33725108"
"g"|"77518868"|"33725334"
"p"|"77518530"|"33725144"
"t"|"77519108"|"33725462"
"t"|"77518519"|"33725136"
"r"|"77518493"|"33725116"
"p"|"77518865"|"33725330"
"r"|"77519005"|"33725406"
"w"|"77519340"|"33725585"
"r"|"77518567"|"33725167"
"r"|"77519224"|"33725532"
"w"|"77518467"|"33725104"
"t"|"77518464"|"33725103"
"g"|"77518931"|"33725365"
