0|0|0|15|30|46|"Moist"|"271189185"|"172895664"
15|30|46|203|203|203|"Wet"|"271189185"|"172895665"
0|15|30|15|30|46|"Moist"|"271188304"|"172895492"
15|31|46|203|203|203|"Wet"|"271188304"|"172895493"
0|0|0|61|69|76|"Moist"|"271188114"|"172895340"
61|69|76|203|203|203|"Wet"|"271188114"|"172895341"
0|0|0|0|15|30|"Moist"|"271189542"|"172895802"
0|15|30|203|203|203|"Wet"|"271189542"|"172895803"
0|0|0|61|84|107|"Moist"|"271189174"|"172895642"
61|84|107|203|203|203|"Wet"|"271189174"|"172895643"
0|0|0|122|160|198|"Moist"|"271187037"|"172895106"
122|160|198|203|203|203|"Wet"|"271187037"|"172895107"
0|0|0|0|15|30|"Moist"|"271189104"|"172895598"
0|15|30|203|203|203|"Wet"|"271189104"|"172895599"
0|0|0|203|203|203|"Wet"|"271186631"|"172894864"
0|0|0|76|99|122|"Moist"|"271187768"|"172895200"
76|99|122|203|203|203|"Wet"|"271187768"|"172895201"
0|0|0|15|30|40||"271189842"|"172895826"
15|30|40|200|200|200|"Wet"|"271189842"|"172895827"
0|0|0|15|30|46|"Moist"|"271187987"|"172895206"
15|30|46|203|203|203|"Wet"|"271187987"|"172895207"
0|0|0|76|91|107|"Moist"|"271188101"|"172895315"
76|91|107|203|203|203|"Wet"|"271188101"|"172895314"
0|0|0|203|203|203|"Wet"|"271188309"|"172895498"
0|0|0|46|54|61|"Moist"|"271188145"|"172895402"
46|54|61|203|203|203|"Wet"|"271188145"|"172895403"
0|0|0|15|30|46|"Moist"|"271188533"|"172895536"
15|30|46|203|203|203|"Wet"|"271188533"|"172895537"
0|0|0|15|30|46|"Moist"|"271187998"|"172895228"
15|30|46|203|203|203|"Wet"|"271187998"|"172895229"
0|0|0|0|15|30|"Moist"|"271187048"|"172895128"
0|15|30|203|203|203|"Wet"|"271187048"|"172895129"
0|0|0|76|91|107|"Moist"|"271188103"|"172895319"
76|91|107|203|203|203|"Wet"|"271188103"|"172895318"
0|0|0|76|91|107|"Moist"|"271186652"|"172894900"
76|91|107|203|203|203|"Wet"|"271186652"|"172894901"
0|0|0|15|30|46|"Moist"|"271189180"|"172895654"
15|30|46|203|203|203|"Wet"|"271189180"|"172895655"
0|0|0|0|15|30|"Moist"|"271188049"|"172895258"
0|15|30|203|203|203|"Wet"|"271188049"|"172895259"
0|0|0|203|203|203|"Wet"|"271186741"|"172894926"
0|15|30|15|30|46|"Moist"|"271186615"|"172894859"
15|31|46|203|203|203|"Wet"|"271186615"|"172894860"
0|0|0|15|30|46|"Moist"|"271189113"|"172895616"
15|30|46|203|203|203|"Wet"|"271189113"|"172895617"
0|0|0|15|30|46|"Moist"|"271187997"|"172895226"
15|30|46|203|203|203|"Wet"|"271187997"|"172895227"
0|0|0|107|145|183|"Moist"|"271189102"|"172895594"
107|145|183|203|203|203|"Wet"|"271189102"|"172895595"
0|0|0|15|30|46|"Moist"|"271186785"|"172895010"
15|30|46|203|203|203|"Wet"|"271186785"|"172895011"
0|0|0|61|76|91|"Moist"|"271189196"|"172895686"
61|76|91|203|203|203|"Wet"|"271189196"|"172895687"
0|0|0|15|30|46|"Moist"|"271188125"|"172895362"
15|30|46|203|203|203|"Wet"|"271188125"|"172895363"
0|0|0|61|76|91|"Moist"|"271189527"|"172895772"
61|76|91|203|203|203|"Wet"|"271189527"|"172895773"
0|0|0|76|107|137|"Moist"|"271187757"|"172895178"
76|107|137|203|203|203|"Wet"|"271187757"|"172895179"
0|0|0|122|160|198|"Moist"|"271187038"|"172895108"
122|160|198|203|203|203|"Wet"|"271187038"|"172895109"
0|0|0|0|15|30|"Moist"|"271188121"|"172895354"
0|15|30|203|203|203|"Wet"|"271188121"|"172895355"
0|0|0|15|30|46|"Moist"|"271189184"|"172895662"
15|30|46|203|203|203|"Wet"|"271189184"|"172895663"
0|0|0|15|30|46|"Moist"|"271188537"|"172895544"
15|30|46|203|203|203|"Wet"|"271188537"|"172895545"
0|0|0|203|203|203|"Wet"|"271186616"|"172894861"
0|0|0|0|15|30|"Moist"|"271188123"|"172895358"
0|15|30|203|203|203|"Wet"|"271188123"|"172895359"
0|0|0|61|84|107|"Moist"|"271189170"|"172895634"
61|84|107|203|203|203|"Wet"|"271189170"|"172895635"
0|0|0|0|15|30|"Moist"|"271186822"|"172895084"
0|15|30|203|203|203|"Wet"|"271186822"|"172895085"
0|15|30|15|30|46|"Moist"|"271186637"|"172894870"
15|31|46|203|203|203|"Wet"|"271186637"|"172894871"
0|0|0|61|76|91|"Moist"|"271188134"|"172895380"
61|76|91|203|203|203|"Wet"|"271188134"|"172895381"
0|0|0|61|84|107|"Moist"|"271188008"|"172895249"
61|84|107|203|203|203|"Wet"|"271188008"|"172895248"
0|0|0|61|69|76|"Moist"|"271188112"|"172895336"
61|69|76|203|203|203|"Wet"|"271188112"|"172895337"
0|0|0|15|30|46|"Moist"|"271187742"|"172895148"
15|30|46|203|203|203|"Wet"|"271187742"|"172895149"
0|0|0|107|130|152|"Moist"|"271188548"|"172895566"
107|130|152|203|203|203|"Wet"|"271188548"|"172895567"
0|0|0|61|76|91|"Moist"|"271189498"|"172895738"
61|76|91|203|203|203|"Wet"|"271189498"|"172895739"
0|0|0|46|54|61|"Moist"|"271188060"|"172895280"
46|54|61|203|203|203|"Wet"|"271188060"|"172895281"
0|0|0|0|15|30|"Moist"|"271186811"|"172895063"
0|15|30|203|203|203|"Wet"|"271186811"|"172895062"
0|0|0|0|15|30|"Moist"|"271189206"|"172895706"
0|15|30|203|203|203|"Wet"|"271189206"|"172895707"
0|0|0|15|30|46|"Moist"|"271189509"|"172895760"
15|30|46|203|203|203|"Wet"|"271189509"|"172895761"
0|0|0|107|145|183|"Moist"|"271187028"|"172895088"
107|145|183|203|203|203|"Wet"|"271187028"|"172895089"
0|0|0|0|15|30|"Moist"|"271187746"|"172895156"
0|15|30|203|203|203|"Wet"|"271187746"|"172895157"
0|0|0|0|15|30|"Moist"|"271189535"|"172895788"
0|15|30|203|203|203|"Wet"|"271189535"|"172895789"
0|0|0|15|30|40||"271188478"|"172895522"
15|30|40|200|200|200|"Wet"|"271188478"|"172895523"
0|0|0|0|15|30|"Moist"|"271187039"|"172895110"
0|15|30|203|203|203|"Wet"|"271187039"|"172895111"
0|0|0|0|15|30|"Moist"|"271186763"|"172894966"
0|15|30|203|203|203|"Wet"|"271186763"|"172894967"
0|0|0|0|15|30|"Moist"|"271186778"|"172894996"
0|15|30|203|203|203|"Wet"|"271186778"|"172894997"
0|0|0|61|84|107|"Moist"|"271189173"|"172895640"
61|84|107|203|203|203|"Wet"|"271189173"|"172895641"
0|0|0|15|30|40||"271189843"|"172895828"
15|30|40|200|200|200|"Wet"|"271189843"|"172895829"
0|0|0|61|84|107|"Moist"|"271188007"|"172895247"
61|84|107|203|203|203|"Wet"|"271188007"|"172895246"
0|0|0|0|15|30|"Moist"|"271186752"|"172894944"
0|15|30|203|203|203|"Wet"|"271186752"|"172894945"
0|0|0|107|130|152|"Moist"|"271188545"|"172895560"
107|130|152|203|203|203|"Wet"|"271188545"|"172895561"
0|0|0|203|203|203|"Wet"|"271188308"|"172895497"
0|0|0|0|15|30|"Moist"|"271186799"|"172895038"
0|15|30|203|203|203|"Wet"|"271186799"|"172895039"
0|0|0|46|54|61|"Moist"|"271188144"|"172895400"
46|54|61|203|203|203|"Wet"|"271188144"|"172895401"
0|0|0|203|203|203|"Wet"|"271188305"|"172895494"
0|0|0|203|203|203|"Wet"|"271188281"|"172895476"
0|0|0|15|30|46|"Moist"|"271189546"|"172895810"
15|30|46|203|203|203|"Wet"|"271189546"|"172895811"
0|0|0|61|92|122|"Moist"|"271187749"|"172895162"
61|92|122|203|203|203|"Wet"|"271187749"|"172895163"
0|0|0|15|30|46|"Moist"|"271187743"|"172895150"
15|30|46|203|203|203|"Wet"|"271187743"|"172895151"
0|0|0|76|91|107|"Moist"|"271188102"|"172895317"
76|91|107|203|203|203|"Wet"|"271188102"|"172895316"
0|0|0|107|130|152|"Moist"|"271188540"|"172895550"
107|130|152|203|203|203|"Wet"|"271188540"|"172895551"
0|0|0|61|84|107|"Moist"|"271189490"|"172895722"
61|84|107|203|203|203|"Wet"|"271189490"|"172895723"
0|0|0|15|30|46|"Moist"|"271188534"|"172895538"
15|30|46|203|203|203|"Wet"|"271188534"|"172895539"
0|0|0|123|152|183|"Moist"|"271186788"|"172895016"
123|152|183|203|203|203|"Wet"|"271186788"|"172895017"
0|0|0|0|15|30|"Moist"|"271188529"|"172895528"
0|15|30|203|203|203|"Wet"|"271188529"|"172895529"
0|0|0|15|30|40||"271188467"|"172895500"
15|30|40|200|200|200|"Wet"|"271188467"|"172895501"
0|0|0|123|152|183|"Moist"|"271186789"|"172895018"
123|152|183|203|203|203|"Wet"|"271186789"|"172895019"
0|15|30|15|30|46|"Moist"|"271188165"|"172895436"
15|31|46|203|203|203|"Wet"|"271188165"|"172895437"
0|0|0|46|54|61|"Moist"|"271188062"|"172895284"
46|54|61|203|203|203|"Wet"|"271188062"|"172895285"
0|15|30|15|30|46|"Moist"|"271188164"|"172895434"
15|31|46|203|203|203|"Wet"|"271188164"|"172895435"
0|0|0|15|30|46|"Moist"|"271186814"|"172895068"
15|30|46|203|203|203|"Wet"|"271186814"|"172895069"
0|0|0|15|30|46|"Moist"|"271189210"|"172895714"
15|30|46|203|203|203|"Wet"|"271189210"|"172895715"
0|0|0|61|84|107|"Moist"|"271188009"|"172895251"
61|84|107|203|203|203|"Wet"|"271188009"|"172895250"
0|0|0|0|15|30|"Moist"|"271188530"|"172895530"
0|15|30|203|203|203|"Wet"|"271188530"|"172895531"
0|0|0|0|15|30|"Moist"|"271187738"|"172895141"
0|15|30|203|203|203|"Wet"|"271187738"|"172895140"
0|15|30|15|30|46|"Moist"|"271188280"|"172895474"
15|31|46|203|203|203|"Wet"|"271188280"|"172895475"
0|0|0|123|152|183|"Moist"|"271186793"|"172895026"
123|152|183|203|203|203|"Wet"|"271186793"|"172895027"
0|0|0|61|84|107|"Moist"|"271189188"|"172895670"
61|84|107|203|203|203|"Wet"|"271189188"|"172895671"
0|15|30|15|30|46|"Moist"|"271186608"|"172894848"
15|31|46|203|203|203|"Wet"|"271186608"|"172894849"
0|15|30|15|30|46|"Moist"|"271186748"|"172894936"
15|31|46|203|203|203|"Wet"|"271186748"|"172894937"
0|0|0|76|99|122|"Moist"|"271188175"|"172895456"
76|99|122|203|203|203|"Wet"|"271188175"|"172895457"
0|0|0|15|30|46|"Moist"|"271187988"|"172895208"
15|30|46|203|203|203|"Wet"|"271187988"|"172895209"
0|0|0|203|203|203|"Wet"|"271186730"|"172894909"
0|0|0|61|76|91|"Moist"|"271189494"|"172895730"
61|76|91|203|203|203|"Wet"|"271189494"|"172895731"
0|0|0|107|145|183|"Moist"|"271189093"|"172895576"
107|145|183|203|203|203|"Wet"|"271189093"|"172895577"
0|15|30|15|30|46|"Moist"|"271188301"|"172895486"
15|31|46|203|203|203|"Wet"|"271188301"|"172895487"
0|0|0|61|76|91|"Moist"|"271186645"|"172894886"
61|76|91|203|203|203|"Wet"|"271186645"|"172894887"
0|0|0|0|15|30|"Moist"|"271188051"|"172895262"
0|15|30|203|203|203|"Wet"|"271188051"|"172895263"
0|0|0|0|15|30|"Moist"|"271187046"|"172895124"
0|15|30|203|203|203|"Wet"|"271187046"|"172895125"
0|0|0|15|30|40||"271189844"|"172895830"
15|30|40|200|200|200|"Wet"|"271189844"|"172895831"
0|0|0|15|30|46|"Moist"|"271186804"|"172895048"
15|30|46|203|203|203|"Wet"|"271186804"|"172895049"
0|0|0|122|160|198|"Moist"|"271187035"|"172895102"
122|160|198|203|203|203|"Wet"|"271187035"|"172895103"
0|0|0|0|15|30|"Moist"|"271187996"|"172895224"
0|15|30|203|203|203|"Wet"|"271187996"|"172895225"
0|0|0|46|54|61|"Moist"|"271188154"|"172895420"
46|54|61|203|203|203|"Wet"|"271188154"|"172895421"
0|0|0|0|15|30|"Moist"|"271189199"|"172895692"
0|15|30|203|203|203|"Wet"|"271189199"|"172895693"
0|0|0|0|15|30|"Moist"|"271189114"|"172895618"
0|15|30|203|203|203|"Wet"|"271189114"|"172895619"
0|0|0|76|99|122|"Moist"|"271187764"|"172895192"
76|99|122|203|203|203|"Wet"|"271187764"|"172895193"
0|0|0|15|30|46|"Moist"|"271186815"|"172895070"
15|30|46|203|203|203|"Wet"|"271186815"|"172895071"
0|0|0|107|130|152|"Moist"|"271188544"|"172895558"
107|130|152|203|203|203|"Wet"|"271188544"|"172895559"
0|15|30|15|30|46|"Moist"|"271186737"|"172894920"
15|31|46|203|203|203|"Wet"|"271186737"|"172894921"
0|0|0|15|30|46|"Moist"|"271189505"|"172895752"
15|30|46|203|203|203|"Wet"|"271189505"|"172895753"
0|0|0|203|203|203|"Wet"|"271188155"|"172895422"
0|0|0|76|107|137|"Moist"|"271187753"|"172895170"
76|107|137|203|203|203|"Wet"|"271187753"|"172895171"
0|0|0|0|15|30|"Moist"|"271186803"|"172895046"
0|15|30|203|203|203|"Wet"|"271186803"|"172895047"
0|0|0|76|99|122|"Moist"|"271188176"|"172895458"
76|99|122|203|203|203|"Wet"|"271188176"|"172895459"
0|0|0|0|15|30|"Moist"|"271189543"|"172895804"
0|15|30|203|203|203|"Wet"|"271189543"|"172895805"
0|0|0|15|30|46|"Moist"|"271189208"|"172895710"
15|30|46|203|203|203|"Wet"|"271189208"|"172895711"
0|0|0|61|76|91|"Moist"|"271189198"|"172895690"
61|76|91|203|203|203|"Wet"|"271189198"|"172895691"
0|0|0|15|30|46|"Moist"|"271188124"|"172895360"
15|30|46|203|203|203|"Wet"|"271188124"|"172895361"
0|0|0|15|30|46|"Moist"|"271187741"|"172895146"
15|30|46|203|203|203|"Wet"|"271187741"|"172895147"
0|0|0|61|76|91|"Moist"|"271188098"|"172895308"
61|76|91|203|203|203|"Wet"|"271188098"|"172895309"
0|0|0|61|69|76|"Moist"|"271188069"|"172895298"
61|69|76|203|203|203|"Wet"|"271188069"|"172895299"
0|0|0|203|203|203|"Wet"|"271186634"|"172894867"
0|0|0|15|30|46|"Moist"|"271186769"|"172894978"
15|30|46|203|203|203|"Wet"|"271186769"|"172894979"
0|0|0|30|53|76|"Moist"|"271187999"|"172895230"
30|53|76|203|203|203|"Wet"|"271187999"|"172895231"
0|0|0|15|30|46|"Moist"|"271186782"|"172895004"
15|30|46|203|203|203|"Wet"|"271186782"|"172895005"
0|0|0|0|15|30|"Moist"|"271189177"|"172895648"
0|15|30|203|203|203|"Wet"|"271189177"|"172895649"
0|0|0|0|15|30|"Moist"|"271186779"|"172894998"
0|15|30|203|203|203|"Wet"|"271186779"|"172894999"
0|0|0|15|30|40||"271189839"|"172895821"
15|30|40|200|200|200|"Wet"|"271189839"|"172895820"
0|0|0|61|69|76|"Moist"|"271188150"|"172895412"
61|69|76|203|203|203|"Wet"|"271188150"|"172895413"
0|0|0|15|30|46|"Moist"|"271188057"|"172895274"
15|30|46|203|203|203|"Wet"|"271188057"|"172895275"
0|0|0|61|76|91|"Moist"|"271189166"|"172895626"
61|76|91|203|203|203|"Wet"|"271189166"|"172895627"
0|0|0|30|53|76|"Moist"|"271188010"|"172895252"
30|53|76|203|203|203|"Wet"|"271188010"|"172895253"
0|0|0|123|152|183|"Moist"|"271186790"|"172895020"
123|152|183|203|203|203|"Wet"|"271186790"|"172895021"
0|0|0|61|76|91|"Moist"|"271189167"|"172895628"
61|76|91|203|203|203|"Wet"|"271189167"|"172895629"
0|0|0|0|15|30|"Moist"|"271189103"|"172895596"
0|15|30|203|203|203|"Wet"|"271189103"|"172895597"
0|15|30|15|30|46|"Moist"|"271188161"|"172895428"
15|31|46|203|203|203|"Wet"|"271188161"|"172895429"
0|0|0|0|15|30|"Moist"|"271188058"|"172895276"
0|15|30|203|203|203|"Wet"|"271188058"|"172895277"
0|0|0|46|54|61|"Moist"|"271188153"|"172895418"
46|54|61|203|203|203|"Wet"|"271188153"|"172895419"
0|15|30|15|30|46|"Moist"|"271186613"|"172894855"
15|31|46|203|203|203|"Wet"|"271186613"|"172894856"
0|0|0|107|145|183|"Moist"|"271189092"|"172895574"
107|145|183|203|203|203|"Wet"|"271189092"|"172895575"
0|0|0|61|76|91|"Moist"|"271188135"|"172895382"
61|76|91|203|203|203|"Wet"|"271188135"|"172895383"
0|0|0|15|30|46|"Moist"|"271186759"|"172894958"
15|30|46|203|203|203|"Wet"|"271186759"|"172894959"
0|0|0|46|54|61|"Moist"|"271188109"|"172895330"
46|54|61|203|203|203|"Wet"|"271188109"|"172895331"
0|0|0|15|30|46|"Moist"|"271186760"|"172894960"
15|30|46|203|203|203|"Wet"|"271186760"|"172894961"
0|0|0|0|15|30|"Moist"|"271189107"|"172895604"
0|15|30|203|203|203|"Wet"|"271189107"|"172895605"
0|0|0|15|30|46|"Moist"|"271189545"|"172895808"
15|30|46|203|203|203|"Wet"|"271189545"|"172895809"
0|0|0|107|145|183|"Moist"|"271187030"|"172895092"
107|145|183|203|203|203|"Wet"|"271187030"|"172895093"
0|0|0|61|69|76|"Moist"|"271188113"|"172895338"
61|69|76|203|203|203|"Wet"|"271188113"|"172895339"
0|0|0|61|84|107|"Moist"|"271188005"|"172895242"
61|84|107|203|203|203|"Wet"|"271188005"|"172895243"
0|0|0|0|15|30|"Moist"|"271186810"|"172895060"
0|15|30|203|203|203|"Wet"|"271186810"|"172895061"
0|0|0|61|76|91|"Moist"|"271189493"|"172895728"
61|76|91|203|203|203|"Wet"|"271189493"|"172895729"
0|0|0|76|107|137|"Moist"|"271187752"|"172895168"
76|107|137|203|203|203|"Wet"|"271187752"|"172895169"
0|0|0|61|69|76|"Moist"|"271188146"|"172895404"
61|69|76|203|203|203|"Wet"|"271188146"|"172895405"
0|0|0|61|84|107|"Moist"|"271188172"|"172895450"
61|84|107|203|203|203|"Wet"|"271188172"|"172895451"
0|0|0|0|15|30|"Moist"|"271188047"|"172895254"
0|15|30|203|203|203|"Wet"|"271188047"|"172895255"
0|0|0|203|203|203|"Wet"|"271186612"|"172894854"
0|0|0|15|30|40||"271188469"|"172895504"
15|30|40|200|200|200|"Wet"|"271188469"|"172895505"
0|0|0|61|69|76|"Moist"|"271188068"|"172895296"
61|69|76|203|203|203|"Wet"|"271188068"|"172895297"
0|15|30|15|30|46|"Moist"|"271186749"|"172894938"
15|31|46|203|203|203|"Wet"|"271186749"|"172894939"
0|0|0|61|84|107|"Moist"|"271187760"|"172895184"
61|84|107|203|203|203|"Wet"|"271187760"|"172895185"
0|0|0|203|203|203|"Wet"|"271186728"|"172894907"
0|0|0|0|15|30|"Moist"|"271186821"|"172895082"
0|15|30|203|203|203|"Wet"|"271186821"|"172895083"
0|0|0|61|84|107|"Moist"|"271189532"|"172895782"
61|84|107|203|203|203|"Wet"|"271189532"|"172895783"
0|15|30|15|30|46|"Moist"|"271188279"|"172895472"
15|31|46|203|203|203|"Wet"|"271188279"|"172895473"
0|0|0|0|15|30|"Moist"|"271187041"|"172895114"
0|15|30|203|203|203|"Wet"|"271187041"|"172895115"
0|0|0|61|84|107|"Moist"|"271188168"|"172895442"
61|84|107|203|203|203|"Wet"|"271188168"|"172895443"
0|0|0|15|30|46|"Moist"|"271186770"|"172894980"
15|30|46|203|203|203|"Wet"|"271186770"|"172894981"
0|0|0|0|15|30|"Moist"|"271187991"|"172895214"
0|15|30|203|203|203|"Wet"|"271187991"|"172895215"
0|0|0|46|54|61|"Moist"|"271188110"|"172895332"
46|54|61|203|203|203|"Wet"|"271188110"|"172895333"
0|0|0|15|30|46|"Moist"|"271189111"|"172895612"
15|30|46|203|203|203|"Wet"|"271189111"|"172895613"
0|0|0|61|92|122|"Moist"|"271187750"|"172895164"
61|92|122|203|203|203|"Wet"|"271187750"|"172895165"
0|0|0|76|91|107|"Moist"|"271186653"|"172894902"
76|91|107|203|203|203|"Wet"|"271186653"|"172894903"
0|0|0|61|84|107|"Moist"|"271189189"|"172895672"
61|84|107|203|203|203|"Wet"|"271189189"|"172895673"
0|0|0|0|15|30|"Moist"|"271186762"|"172894964"
0|15|30|203|203|203|"Wet"|"271186762"|"172894965"
0|0|0|123|152|183|"Moist"|"271186791"|"172895023"
123|152|183|203|203|203|"Wet"|"271186791"|"172895022"
0|0|0|203|203|203|"Wet"|"271188283"|"172895478"
0|0|0|61|76|91|"Moist"|"271188131"|"172895374"
61|76|91|203|203|203|"Wet"|"271188131"|"172895375"
0|0|0|203|203|203|"Wet"|"271188282"|"172895477"
0|0|0|61|76|91|"Moist"|"271189165"|"172895624"
61|76|91|203|203|203|"Wet"|"271189165"|"172895625"
0|0|0|15|30|40||"271189835"|"172895813"
15|30|40|200|200|200|"Wet"|"271189835"|"172895812"
0|0|0|0|15|30|"Moist"|"271186812"|"172895064"
0|15|30|203|203|203|"Wet"|"271186812"|"172895065"
0|0|0|15|30|46|"Moist"|"271188532"|"172895534"
15|30|46|203|203|203|"Wet"|"271188532"|"172895535"
0|0|0|203|203|203|"Wet"|"271186727"|"172894906"
0|0|0|0|15|30|"Moist"|"271187049"|"172895130"
0|15|30|203|203|203|"Wet"|"271187049"|"172895131"
0|0|0|61|84|107|"Moist"|"271189491"|"172895724"
61|84|107|203|203|203|"Wet"|"271189491"|"172895725"
0|0|0|0|15|30|"Moist"|"271187995"|"172895223"
0|15|30|203|203|203|"Wet"|"271187995"|"172895222"
0|0|0|0|15|30|"Moist"|"271186801"|"172895042"
0|15|30|203|203|203|"Wet"|"271186801"|"172895043"
0|0|0|15|30|46|"Moist"|"271187740"|"172895144"
15|30|46|203|203|203|"Wet"|"271187740"|"172895145"
0|0|0|0|15|30|"Moist"|"271188120"|"172895352"
0|15|30|203|203|203|"Wet"|"271188120"|"172895353"
0|0|0|0|15|30|"Moist"|"271189178"|"172895650"
0|15|30|203|203|203|"Wet"|"271189178"|"172895651"
0|0|0|0|15|30|"Moist"|"271188050"|"172895260"
0|15|30|203|203|203|"Wet"|"271188050"|"172895261"
0|15|30|15|30|46|"Moist"|"271186738"|"172894922"
15|31|46|203|203|203|"Wet"|"271186738"|"172894923"
0|0|0|61|92|122|"Moist"|"271187751"|"172895166"
61|92|122|203|203|203|"Wet"|"271187751"|"172895167"
0|0|0|203|203|203|"Wet"|"271186635"|"172894868"
0|0|0|61|84|107|"Moist"|"271187762"|"172895188"
61|84|107|203|203|203|"Wet"|"271187762"|"172895189"
0|0|0|0|15|30|"Moist"|"271189501"|"172895744"
0|15|30|203|203|203|"Wet"|"271189501"|"172895745"
0|0|0|203|203|203|"Wet"|"271188157"|"172895424"
0|0|0|0|15|30|"Moist"|"271186751"|"172894942"
0|15|30|203|203|203|"Wet"|"271186751"|"172894943"
0|0|0|61|76|91|"Moist"|"271189524"|"172895766"
61|76|91|203|203|203|"Wet"|"271189524"|"172895767"
0|0|0|122|160|198|"Moist"|"271189100"|"172895590"
122|160|198|203|203|203|"Wet"|"271189100"|"172895591"
0|0|0|203|203|203|"Wet"|"271186611"|"172894853"
0|0|0|0|15|30|"Moist"|"271189207"|"172895708"
0|15|30|203|203|203|"Wet"|"271189207"|"172895709"
0|0|0|15|30|46|"Moist"|"271188054"|"172895268"
15|30|46|203|203|203|"Wet"|"271188054"|"172895269"
0|0|0|0|15|30|"Moist"|"271187045"|"172895122"
0|15|30|203|203|203|"Wet"|"271187045"|"172895123"
0|0|0|61|84|107|"Moist"|"271188006"|"172895245"
61|84|107|203|203|203|"Wet"|"271188006"|"172895244"
0|0|0|61|76|91|"Moist"|"271186644"|"172894884"
61|76|91|203|203|203|"Wet"|"271186644"|"172894885"
0|0|0|0|15|30|"Moist"|"271186802"|"172895045"
0|15|30|203|203|203|"Wet"|"271186802"|"172895044"
0|0|0|15|30|40||"271188468"|"172895502"
15|30|40|200|200|200|"Wet"|"271188468"|"172895503"
0|0|0|0|15|30|"Moist"|"271187739"|"172895142"
0|15|30|203|203|203|"Wet"|"271187739"|"172895143"
0|0|0|15|30|40||"271188470"|"172895506"
15|30|40|200|200|200|"Wet"|"271188470"|"172895507"
0|0|0|15|30|40||"271189846"|"172895835"
15|30|40|200|200|200|"Wet"|"271189846"|"172895834"
0|0|0|0|15|30|"Moist"|"271189502"|"172895746"
0|15|30|203|203|203|"Wet"|"271189502"|"172895747"
0|0|0|203|203|203|"Wet"|"271186729"|"172894908"
0|0|0|61|84|107|"Moist"|"271189533"|"172895784"
61|84|107|203|203|203|"Wet"|"271189533"|"172895785"
0|0|0|61|76|91|"Moist"|"271188095"|"172895302"
61|76|91|203|203|203|"Wet"|"271188095"|"172895303"
0|0|0|15|30|46|"Moist"|"271186781"|"172895002"
15|30|46|203|203|203|"Wet"|"271186781"|"172895003"
0|0|0|61|84|107|"Moist"|"271189534"|"172895786"
61|84|107|203|203|203|"Wet"|"271189534"|"172895787"
0|0|0|46|54|61|"Moist"|"271188061"|"172895282"
46|54|61|203|203|203|"Wet"|"271188061"|"172895283"
0|15|30|15|30|46|"Moist"|"271188302"|"172895488"
15|31|46|203|203|203|"Wet"|"271188302"|"172895489"
0|0|0|61|76|91|"Moist"|"271189523"|"172895764"
61|76|91|203|203|203|"Wet"|"271189523"|"172895765"
0|0|0|61|84|107|"Moist"|"271187761"|"172895186"
61|84|107|203|203|203|"Wet"|"271187761"|"172895187"
0|0|0|15|30|46|"Moist"|"271186771"|"172894982"
15|30|46|203|203|203|"Wet"|"271186771"|"172894983"
0|0|0|203|203|203|"Wet"|"271186633"|"172894866"
