"SM"|Yes|"77518857"|"143504526"
"CL"|Yes|"77518766"|"143504353"
"SC-SM"|No |"77519099"|"143504889"
"ML"|Yes|"77519099"|"143504890"
"SC"|Yes|"77518523"|"143503954"
"CL"|Yes|"77518696"|"143504234"
"CL"|Yes|"77518818"|"143504442"
"SC-SM"|No |"77519180"|"143505050"
"CL-ML"|No |"77519180"|"143505048"
"ML"|No |"77519180"|"143505049"
"SM"|Yes|"77519180"|"143505051"
"CL"|Yes|"77518982"|"143504721"
"SC-SM"|No |"77518626"|"143504148"
"SC"|Yes|"77518626"|"143504149"
"CH"|Yes|"77519162"|"143505016"
"CL"|No |"77519162"|"143505017"
"CL"|Yes|"77518586"|"143504087"
"PT"|Yes|"77519003"|"143504756"
"CL"|No |"77519075"|"143504845"
"SC"|Yes|"77519075"|"143504844"
"SC-SM"|No |"77519149"|"143504986"
"SM"|Yes|"77519149"|"143504985"
"SM"|Yes|"77518740"|"143504315"
"SC-SM"|No |"77518856"|"143504524"
"GC-GM"|No |"77518856"|"143504522"
"GM"|No |"77518856"|"143504523"
"SM"|Yes|"77518856"|"143504525"
"SC-SM"|No |"77519269"|"143505259"
"ML"|Yes|"77519269"|"143505258"
"SM"|No |"77519269"|"143505260"
"GC-GM"|Yes|"77518663"|"143504193"
"GC"|No |"77518663"|"143504192"
"GM"|No |"77518663"|"143504194"
"SC-SM"|No |"77518792"|"143504392"
"CL"|Yes|"77518792"|"143504390"
"SC"|No |"77518792"|"143504391"
"CH"|No |"77518867"|"143504551"
"CL"|Yes|"77518867"|"143504552"
"SM"|Yes|"77518729"|"143504304"
"PT"|Yes|"77519024"|"143504786"
"ML"|Yes|"77518821"|"143504448"
"SM"|No |"77518821"|"143504449"
"CL"|Yes|"77519097"|"143504885"
"MH"|Yes|"77518929"|"143504655"
"ML"|No |"77518929"|"143504654"
"SC-SM"|No |"77519243"|"143505192"
"SM"|Yes|"77519243"|"143505193"
"CH"|No |"77518581"|"143504078"
"CL"|Yes|"77518581"|"143504079"
"SC-SM"|No |"77519256"|"143505225"
"CL-ML"|No |"77519256"|"143505227"
"ML"|No |"77519256"|"143505224"
"SM"|Yes|"77519256"|"143505226"
"SC-SM"|No |"77518648"|"143504180"
"SM"|Yes|"77518648"|"143504181"
"CL"|Yes|"77518972"|"143504706"
"SC"|Yes|"77519086"|"143504864"
"SM"|Yes|"77518534"|"143503975"
"SC-SM"|Yes|"77519235"|"143505174"
"ML"|No |"77519235"|"143505173"
"SM"|No |"77519235"|"143505175"
"ML"|No |"77519258"|"143505232"
"SM"|Yes|"77519258"|"143505233"
"GP-GM"|No |"77518623"|"143504141"
"SP-SM"|No |"77518623"|"143504143"
"GM"|No |"77518623"|"143504140"
"SM"|Yes|"77518623"|"143504142"
"CL"|No |"77518774"|"143504365"
"SC"|Yes|"77518774"|"143504364"
"SC-SM"|Yes|"77519234"|"143505171"
"ML"|No |"77519234"|"143505170"
"SM"|No |"77519234"|"143505172"
"SC"|Yes|"77518589"|"143504091"
"PT"|Yes|"77519016"|"143504776"
"SC"|Yes|"77518748"|"143504329"
"SC-SM"|No |"77518918"|"143504631"
"OL"|Yes|"77518918"|"143504632"
"SC-SM"|No |"77519223"|"143505149"
"CL-ML"|No |"77519223"|"143505147"
"ML"|No |"77519223"|"143505148"
"SM"|Yes|"77519223"|"143505150"
"CL-ML"|Yes|"77518578"|"143504068"
"ML"|No |"77518578"|"143504069"
"SM"|No |"77518578"|"143504070"
"CL"|Yes|"77519161"|"143505015"
"SC"|Yes|"77519066"|"143504831"
"CL-ML"|No |"77519332"|"143505377"
"ML"|Yes|"77519332"|"143505378"
"SM"|No |"77519332"|"143505379"
"MH"|Yes|"77518508"|"143503936"
"CL-ML"|Yes|"77519119"|"143504927"
"ML"|No |"77519119"|"143504925"
"SM"|No |"77519119"|"143504926"
"CL-ML"|No |"77518681"|"143504212"
"ML"|Yes|"77518681"|"143504213"
"ML"|Yes|"77519306"|"143505340"
"SM"|No |"77519306"|"143505341"
"SC-SM"|Yes|"77518876"|"143504573"
"SC-SM"|Yes|"77518992"|"143504735"
"SC"|No |"77518992"|"143504736"
"SC"|Yes|"77519087"|"143504865"
"CL"|Yes|"77518907"|"143504619"
"ML"|No |"77518907"|"143504618"
"SC"|Yes|"77518541"|"143503992"
"ML"|No |"77518785"|"143504378"
"SM"|Yes|"77518785"|"143504379"
"SC-SM"|No |"77518900"|"143504602"
"SP-SC"|No |"77518900"|"143504601"
"SC"|Yes|"77518900"|"143504603"
"CL"|Yes|"77518475"|"143503869"
"SC-SM"|No |"77518868"|"143504554"
"CL-ML"|No |"77518868"|"143504555"
"SC"|Yes|"77518868"|"143504553"
"ML"|Yes|"77518530"|"143503967"
"SM"|No |"77518530"|"143503966"
"SC-SM"|No |"77519233"|"143505168"
"SM"|Yes|"77519233"|"143505169"
"SC-SM"|No |"77519077"|"143504850"
"SM"|Yes|"77519077"|"143504849"
"SM"|Yes|"77518600"|"143504105"
"CL"|Yes|"77518633"|"143504166"
"SC-SM"|No |"77518707"|"143504262"
"SC"|Yes|"77518707"|"143504261"
"CL"|Yes|"77519108"|"143504907"
"ML"|No |"77518889"|"143504587"
"SM"|Yes|"77518889"|"143504588"
"ML"|Yes|"77518807"|"143504428"
"ML"|No |"77519151"|"143504988"
"SM"|Yes|"77519151"|"143504989"
"SC"|Yes|"77518519"|"143503952"
"GC-GM"|Yes|"77518670"|"143504201"
"GC"|No |"77518670"|"143504200"
"GM"|No |"77518670"|"143504202"
"SC-SM"|No |"77519014"|"143504773"
"CL"|No |"77519014"|"143504772"
"SC"|Yes|"77519014"|"143504771"
"CL-ML"|No |"77518865"|"143504547"
"CL"|No |"77518865"|"143504546"
"ML"|Yes|"77518865"|"143504548"
"CL"|Yes|"77519340"|"143505394"
"GM"|No |"77519340"|"143505391"
"ML"|No |"77519340"|"143505392"
"SM"|No |"77519340"|"143505393"
"GP"|Yes|"77519129"|"143504941"
"GW"|No |"77519129"|"143504942"
"CL"|No |"77518467"|"143503857"
"GM"|No |"77518467"|"143503854"
"ML"|Yes|"77518467"|"143503855"
"SC"|No |"77518467"|"143503858"
"SM"|No |"77518467"|"143503856"
"ML"|Yes|"77519303"|"143505335"
"CH"|Yes|"77518464"|"143503847"
"CL"|No |"77518464"|"143503845"
"GC"|No |"77518464"|"143503846"
"SC"|No |"77518464"|"143503844"
"CL"|Yes|"77518931"|"143504657"
"CL"|No |"77518811"|"143504431"
"SC"|Yes|"77518811"|"143504432"
"SC-SM"|Yes|"77519245"|"143505198"
"ML"|No |"77519245"|"143505197"
"SM"|No |"77519245"|"143505199"
"SC-SM"|Yes|"77518806"|"143504427"
"SC"|No |"77518806"|"143504426"
"SC-SM"|Yes|"77519140"|"143504966"
"SC"|No |"77519140"|"143504965"
"SP-SM"|No |"77519255"|"143505222"
"SM"|Yes|"77519255"|"143505223"
"SC-SM"|Yes|"77519262"|"143505240"
"SC-SM"|No |"77519012"|"143504768"
"SM"|Yes|"77519012"|"143504767"
"GM"|No |"77518898"|"143504598"
"SM"|Yes|"77518898"|"143504599"
"CL"|Yes|"77518981"|"143504720"
"SC"|No |"77518981"|"143504719"
"SC-SM"|Yes|"77519192"|"143505075"
"SM"|No |"77519192"|"143505076"
"PT"|Yes|"77519036"|"143504802"
"SC"|Yes|"77519128"|"143504940"
"SM"|No |"77519128"|"143504939"
"SP-SM"|No |"77519266"|"143505250"
"SM"|Yes|"77519266"|"143505251"
"GC-GM"|No |"77518666"|"143504195"
"GM"|Yes|"77518666"|"143504196"
"SC-SM"|Yes|"77519139"|"143504963"
"SM"|No |"77519139"|"143504964"
"SM"|Yes|"77518733"|"143504307"
"SC-SM"|Yes|"77519244"|"143505195"
"ML"|No |"77519244"|"143505194"
"SM"|No |"77519244"|"143505196"
"SC-SM"|Yes|"77519150"|"143504987"
"CL"|Yes|"77518471"|"143503865"
"ML"|No |"77518471"|"143503864"
"SC-SM"|No |"77519025"|"143504788"
"SM"|Yes|"77519025"|"143504787"
"SC"|Yes|"77519056"|"143504824"
"SC-SM"|No |"77519055"|"143504823"
"SC"|Yes|"77519055"|"143504822"
"SC-SM"|No |"77518593"|"143504095"
"SM"|Yes|"77518593"|"143504096"
"CH"|Yes|"77518629"|"143504155"
"CL"|No |"77518629"|"143504156"
"GC"|No |"77518629"|"143504157"
"SC"|No |"77518629"|"143504154"
"CL-ML"|No |"77519160"|"143505013"
"CL"|No |"77519160"|"143505012"
"ML"|Yes|"77519160"|"143505014"
"SM"|Yes|"77519046"|"143504813"
"CL-ML"|No |"77519325"|"143505368"
"SC-SM"|No |"77519325"|"143505366"
"ML"|Yes|"77519325"|"143505369"
"SM"|No |"77519325"|"143505367"
"CL"|No |"77518545"|"143504001"
"ML"|No |"77518545"|"143503998"
"SC"|Yes|"77518545"|"143504000"
"SM"|No |"77518545"|"143503999"
"GC-GM"|Yes|"77518796"|"143504404"
"GM"|No |"77518796"|"143504403"
"CL"|Yes|"77518983"|"143504722"
"SC"|No |"77518983"|"143504723"
"SM"|Yes|"77519044"|"143504811"
"MH"|No |"77518618"|"143504128"
"ML"|No |"77518618"|"143504129"
"SM"|Yes|"77518618"|"143504130"
"SC-SM"|Yes|"77518556"|"143504023"
"SM"|No |"77518556"|"143504024"
"SP-SM"|Yes|"77518585"|"143504086"
"GC-GM"|No |"77518920"|"143504636"
"GM"|No |"77518920"|"143504637"
"SC"|Yes|"77518920"|"143504639"
"SM"|No |"77518920"|"143504638"
"CL-ML"|No |"77518582"|"143504081"
"CL"|No |"77518582"|"143504080"
"ML"|Yes|"77518582"|"143504082"
"CH"|No |"77518822"|"143504450"
"CL"|Yes|"77518822"|"143504451"
"SC-SM"|No |"77518994"|"143504740"
"CL"|No |"77518994"|"143504739"
"SC"|Yes|"77518994"|"143504738"
"CL"|No |"77518759"|"143504344"
"SC"|Yes|"77518759"|"143504343"
"SC-SM"|No |"77518942"|"143504673"
"SM"|Yes|"77518942"|"143504674"
"SC"|Yes|"77518970"|"143504705"
"SC-SM"|Yes|"77518608"|"143504113"
"SM"|No |"77518608"|"143504112"
"CL"|No |"77518780"|"143504373"
"SC"|Yes|"77518780"|"143504372"
"SC-SM"|Yes|"77518482"|"143503888"
"SM"|No |"77518482"|"143503887"
"ML"|No |"77518896"|"143504595"
"SM"|Yes|"77518896"|"143504596"
"SC"|Yes|"77518504"|"143503927"
"SC-SM"|Yes|"77519118"|"143504923"
"SM"|No |"77519118"|"143504924"
"CL"|No |"77518826"|"143504460"
"SC"|Yes|"77518826"|"143504461"
"GM"|No |"77519299"|"143505324"
"ML"|Yes|"77519299"|"143505325"
"SM"|No |"77519299"|"143505326"
"CL"|No |"77518817"|"143504440"
"SC"|Yes|"77518817"|"143504441"
"PT"|Yes|"77519045"|"143504812"
"SC"|Yes|"77519033"|"143504800"
"SC-SM"|No |"77519229"|"143505161"
"CL-ML"|No |"77519229"|"143505159"
"ML"|No |"77519229"|"143505160"
"SM"|Yes|"77519229"|"143505162"
"SC-SM"|No |"77519107"|"143504906"
"SM"|Yes|"77519107"|"143504905"
"ML"|Yes|"77518474"|"143503868"
"CL-ML"|No |"77519307"|"143505342"
"ML"|Yes|"77519307"|"143505343"
"SM"|No |"77519307"|"143505344"
"CL"|No |"77518632"|"143504164"
"SC"|Yes|"77518632"|"143504165"
"GM"|Yes|"77519286"|"143505293"
"MH"|No |"77519286"|"143505294"
"ML"|No |"77519286"|"143505295"
"SM"|No |"77519286"|"143505296"
"PT"|Yes|"77519070"|"143504836"
"CL"|Yes|"77518778"|"143504369"
"CL"|Yes|"77518693"|"143504227"
"CL"|No |"77518765"|"143504352"
"SC"|Yes|"77518765"|"143504351"
"SC-SM"|No |"77519096"|"143504883"
"ML"|Yes|"77519096"|"143504884"
"SC-SM"|No |"77519240"|"143505187"
"CL-ML"|No |"77519240"|"143505185"
"ML"|No |"77519240"|"143505186"
"SM"|Yes|"77519240"|"143505188"
"CL"|Yes|"77518975"|"143504710"
"CL"|Yes|"77518911"|"143504623"
"CL"|Yes|"77518769"|"143504358"
"ML"|No |"77519339"|"143505388"
"SC"|Yes|"77519339"|"143505390"
"SM"|No |"77519339"|"143505389"
"SC-SM"|No |"77519041"|"143504808"
"SC"|Yes|"77519041"|"143504807"
"SC"|Yes|"77518949"|"143504681"
"GP-GM"|No |"77518537"|"143503982"
"SP-SM"|Yes|"77518537"|"143503984"
"GM"|No |"77518537"|"143503981"
"SM"|No |"77518537"|"143503983"
"CL"|No |"77518756"|"143504339"
"SC"|Yes|"77518756"|"143504338"
"SC-SM"|No |"77518864"|"143504544"
"CL"|Yes|"77518864"|"143504545"
"SC"|Yes|"77518963"|"143504698"
"SC-SM"|No |"77518937"|"143504667"
"SC"|Yes|"77518937"|"143504666"
"CL"|Yes|"77519078"|"143504851"
"CL"|Yes|"77518974"|"143504708"
"SC"|No |"77518974"|"143504709"
"SC-SM"|Yes|"77518558"|"143504029"
"CL-ML"|No |"77518558"|"143504027"
"ML"|No |"77518558"|"143504028"
"SM"|No |"77518558"|"143504030"
"ML"|No |"77518767"|"143504354"
"SM"|Yes|"77518767"|"143504355"
"CL"|No |"77518986"|"143504727"
"SC"|Yes|"77518986"|"143504726"
"CL"|Yes|"77519170"|"143505029"
"CL"|Yes|"77519104"|"143504898"
"SC"|No |"77519104"|"143504899"
"CL"|No |"77518525"|"143503956"
"SC"|Yes|"77518525"|"143503957"
"CL"|Yes|"77518463"|"143503843"
"SC"|No |"77518463"|"143503842"
"SC-SM"|No |"77518640"|"143504172"
"SM"|Yes|"77518640"|"143504173"
"SC-SM"|Yes|"77519181"|"143505052"
"SM"|No |"77519181"|"143505053"
"SC-SM"|No |"77518938"|"143504668"
"SM"|Yes|"77518938"|"143504669"
"SC-SM"|No |"77519067"|"143504833"
"SC"|Yes|"77519067"|"143504832"
"ML"|No |"77518922"|"143504644"
"SM"|Yes|"77518922"|"143504645"
"ML"|No |"77518548"|"143504008"
"SM"|Yes|"77518548"|"143504009"
"PT"|Yes|"77518996"|"143504741"
"SM"|Yes|"77518536"|"143503980"
"ML"|No |"77518789"|"143504383"
"SM"|Yes|"77518789"|"143504384"
"CL"|Yes|"77518695"|"143504230"
"ML"|No |"77518695"|"143504231"
"SC"|No |"77518695"|"143504232"
"SM"|No |"77518695"|"143504233"
"CL-ML"|Yes|"77519133"|"143504951"
"ML"|No |"77519133"|"143504949"
"SM"|No |"77519133"|"143504950"
"CL"|No |"77519297"|"143505320"
"ML"|Yes|"77519297"|"143505321"
"SC"|No |"77519297"|"143505322"
"SM"|No |"77519297"|"143505323"
"CL-ML"|No |"77519328"|"143505372"
"ML"|Yes|"77519328"|"143505373"
"SM"|No |"77519328"|"143505374"
"SC-SM"|No |"77519022"|"143504783"
"CL"|No |"77519022"|"143504785"
"SC"|Yes|"77519022"|"143504784"
"GP-GM"|Yes|"77518745"|"143504326"
"SP-SM"|No |"77518745"|"143504327"
"GP"|No |"77518745"|"143504325"
"PT"|Yes|"77519111"|"143504909"
"SC-SM"|Yes|"77518890"|"143504589"
"CL"|Yes|"77518505"|"143503929"
"SC"|No |"77518505"|"143503928"
"CL"|Yes|"77519085"|"143504862"
"SC"|No |"77519085"|"143504863"
"SC-SM"|No |"77519000"|"143504750"
"SM"|Yes|"77519000"|"143504749"
"CL"|Yes|"77518787"|"143504382"
"SC-SM"|Yes|"77518800"|"143504410"
"OH"|No |"77518800"|"143504412"
"OL"|No |"77518800"|"143504411"
"ML"|Yes|"77519318"|"143505355"
"SC-SM"|No |"77519225"|"143505151"
"SM"|Yes|"77519225"|"143505152"
"SC-SM"|No |"77518948"|"143504679"
"SM"|Yes|"77518948"|"143504680"
"ML"|Yes|"77518673"|"143504203"
"CL"|No |"77518547"|"143504007"
"ML"|No |"77518547"|"143504004"
"SC"|Yes|"77518547"|"143504006"
"SM"|No |"77518547"|"143504005"
"SC-SM"|No |"77518526"|"143503958"
"SC"|Yes|"77518526"|"143503959"
"SC-SM"|Yes|"77519214"|"143505123"
"SM"|No |"77519214"|"143505124"
"SC-SM"|No |"77518853"|"143504513"
"OL"|Yes|"77518853"|"143504514"
"SC-SM"|No |"77518926"|"143504651"
"SP-SC"|No |"77518926"|"143504650"
"SC"|Yes|"77518926"|"143504652"
"SM"|Yes|"77518879"|"143504576"
"SC-SM"|No |"77518651"|"143504182"
"SM"|Yes|"77518651"|"143504183"
"CL-ML"|No |"77518684"|"143504215"
"ML"|Yes|"77518684"|"143504216"
"SC-SM"|No |"77519089"|"143504870"
"CL"|No |"77519089"|"143504869"
"SC"|Yes|"77519089"|"143504868"
"SC-SM"|No |"77518612"|"143504117"
"SM"|Yes|"77518612"|"143504118"
"SC-SM"|No |"77518599"|"143504103"
"SM"|Yes|"77518599"|"143504104"
"CL"|No |"77519001"|"143504751"
"SC"|Yes|"77519001"|"143504752"
"SC-SM"|Yes|"77519188"|"143505067"
"ML"|No |"77519188"|"143505066"
"SM"|No |"77519188"|"143505068"
"SC-SM"|Yes|"77518557"|"143504025"
"SM"|No |"77518557"|"143504026"
"CL"|No |"77519296"|"143505318"
"ML"|Yes|"77519296"|"143505319"
"SC-SM"|No |"77519196"|"143505085"
"CL-ML"|No |"77519196"|"143505087"
"ML"|No |"77519196"|"143505084"
"SM"|Yes|"77519196"|"143505086"
"CL"|Yes|"77518515"|"143503945"
"ML"|No |"77518758"|"143504341"
"SM"|Yes|"77518758"|"143504342"
"SC-SM"|No |"77518990"|"143504732"
"SM"|Yes|"77518990"|"143504731"
"SC-SM"|Yes|"77519222"|"143505145"
"ML"|No |"77519222"|"143505144"
"SM"|No |"77519222"|"143505146"
"CL"|Yes|"77518706"|"143504257"
"ML"|No |"77518706"|"143504258"
"SC"|No |"77518706"|"143504259"
"SM"|No |"77518706"|"143504260"
"SC-SM"|Yes|"77519251"|"143505215"
"SC"|Yes|"77518953"|"143504687"
"PT"|Yes|"77519037"|"143504803"
"SC-SM"|No |"77519052"|"143504819"
"SC"|Yes|"77519052"|"143504818"
"CL"|Yes|"77518516"|"143503946"
"SC"|No |"77518516"|"143503947"
"GC-GM"|No |"77518660"|"143504188"
"GM"|Yes|"77518660"|"143504189"
"PT"|Yes|"77519011"|"143504766"
"SC-SM"|Yes|"77519148"|"143504983"
"SC"|No |"77519148"|"143504984"
"SM"|Yes|"77519063"|"143504829"
"SC-SM"|Yes|"77519185"|"143505062"
"ML"|No |"77519185"|"143505061"
"SM"|No |"77519185"|"143505063"
"SC-SM"|No |"77518568"|"143504045"
"SM"|Yes|"77518568"|"143504046"
"MH"|No |"77518916"|"143504626"
"OL"|Yes|"77518916"|"143504627"
"SC"|Yes|"77518959"|"143504693"
"SC-SM"|No |"77519144"|"143504973"
"ML"|No |"77519144"|"143504972"
"SM"|Yes|"77519144"|"143504974"
"CL"|Yes|"77518747"|"143504328"
"SC-SM"|No |"77519173"|"143505033"
"SM"|Yes|"77519173"|"143505034"
"CH"|No |"77518860"|"143504536"
"CL"|Yes|"77518860"|"143504535"
"GC-GM"|No |"77519337"|"143505383"
"GM"|Yes|"77519337"|"143505385"
"SM"|No |"77519337"|"143505384"
"SC-SM"|No |"77518590"|"143504092"
"SM"|Yes|"77518590"|"143504093"
"SC-SM"|Yes|"77518834"|"143504477"
"CL"|No |"77519015"|"143504774"
"SC"|Yes|"77519015"|"143504775"
"GC-GM"|No |"77518662"|"143504191"
"GC"|Yes|"77518662"|"143504190"
"SC-SM"|No |"77518555"|"143504021"
"SM"|Yes|"77518555"|"143504022"
"CH"|Yes|"77518820"|"143504445"
"CL"|No |"77518820"|"143504446"
"SC"|No |"77518820"|"143504447"
"SC-SM"|Yes|"77519210"|"143505119"
"ML"|No |"77519210"|"143505118"
"SM"|No |"77519210"|"143505120"
"PT"|Yes|"77518735"|"143504308"
"SC-SM"|No |"77519137"|"143504960"
"CL"|Yes|"77519137"|"143504959"
"SC-SM"|No |"77519004"|"143504758"
"SM"|Yes|"77519004"|"143504757"
"SC-SM"|Yes|"77518912"|"143504625"
"SM"|No |"77518912"|"143504624"
"SC"|Yes|"77518967"|"143504701"
"CL"|Yes|"77518485"|"143503889"
"SC-SM"|No |"77519211"|"143505121"
"SM"|Yes|"77519211"|"143505122"
"PT"|Yes|"77518736"|"143504309"
"SC-SM"|Yes|"77518566"|"143504043"
"SM"|No |"77518566"|"143504044"
"ML"|Yes|"77518934"|"143504662"
"CH"|Yes|"77518694"|"143504228"
"CL"|No |"77518694"|"143504229"
"CL"|Yes|"77519074"|"143504842"
"SC"|No |"77519074"|"143504843"
"CL"|Yes|"77518808"|"143504429"
"SC-SM"|No |"77519174"|"143505037"
"CL-ML"|No |"77519174"|"143505035"
"ML"|No |"77519174"|"143505036"
"SM"|Yes|"77519174"|"143505038"
"SC-SM"|Yes|"77519147"|"143504981"
"SM"|No |"77519147"|"143504982"
"SM"|Yes|"77518652"|"143504184"
"SC-SM"|Yes|"77519199"|"143505094"
"ML"|No |"77519199"|"143505093"
"SM"|No |"77519199"|"143505095"
"MH"|Yes|"77518588"|"143504090"
"ML"|No |"77518588"|"143504089"
"CL"|No |"77518819"|"143504444"
"ML"|Yes|"77518819"|"143504443"
"SC-SM"|No |"77519236"|"143505178"
"CL-ML"|No |"77519236"|"143505176"
"ML"|No |"77519236"|"143505177"
"SM"|Yes|"77519236"|"143505179"
"CL"|Yes|"77518810"|"143504430"
"CL"|Yes|"77518798"|"143504407"
"CL"|Yes|"77518704"|"143504251"
"ML"|No |"77518704"|"143504252"
"SC"|No |"77518704"|"143504253"
"SM"|No |"77518704"|"143504254"
"CL"|Yes|"77518579"|"143504071"
"GM"|No |"77518579"|"143504072"
"ML"|No |"77518579"|"143504073"
"SM"|No |"77518579"|"143504074"
"SC-SM"|No |"77518945"|"143504676"
"SM"|Yes|"77518945"|"143504677"
"PT"|Yes|"77518726"|"143504302"
"SC-SM"|No |"77519026"|"143504789"
"SC"|Yes|"77519026"|"143504790"
"SM"|Yes|"77518641"|"143504174"
"SC-SM"|No |"77519152"|"143504991"
"ML"|No |"77519152"|"143504990"
"SM"|Yes|"77519152"|"143504992"
"ML"|Yes|"77518683"|"143504214"
"SC-SM"|Yes|"77518923"|"143504646"
"SM"|Yes|"77518610"|"143504116"
"SC-SM"|Yes|"77519200"|"143505097"
"SM"|No |"77519200"|"143505096"
"CL"|Yes|"77519100"|"143504891"
"CH"|Yes|"77518871"|"143504561"
"CL"|No |"77518871"|"143504562"
"CL"|Yes|"77518993"|"143504737"
"SC"|Yes|"77519048"|"143504815"
"SC-SM"|No |"77518956"|"143504690"
"SC"|Yes|"77518956"|"143504689"
"SM"|Yes|"77519030"|"143504797"
"SC-SM"|No |"77519267"|"143505254"
