"mixed"|"26786186"|"21193911"
"mixed"|"26786187"|"21193912"
"mixed"|"26786259"|"21193974"
"mixed"|"26786261"|"21193975"
"mixed"|"26786262"|"21193976"
"mixed"|"26786263"|"21193977"
"isotic"|"26786189"|"21193913"
"isotic"|"26786190"|"21193914"
"isotic"|"26786265"|"21193978"
"isotic"|"26786266"|"21193979"
"mixed"|"26786267"|"21193980"
"mixed"|"26786268"|"21193981"
"mixed"|"26786269"|"21193982"
"mixed"|"26786270"|"21193983"
"mixed"|"26786192"|"21193915"
"not used"|"26786193"|"21193916"
"mixed"|"26786194"|"21193917"
"mixed"|"26786195"|"21193918"
"mixed"|"26786196"|"21193919"
"mixed"|"26786198"|"21193920"
"mixed"|"26786199"|"21193921"
"not used"|"26786200"|"21193922"
"mixed"|"26786201"|"21193923"
"mixed"|"26786402"|"21194094"
"mixed"|"26786403"|"21194095"
"not used"|"26786404"|"21194096"
"mixed"|"26786405"|"21194097"
"mixed"|"26786271"|"21193984"
"isotic"|"26786407"|"21194098"
"isotic"|"26786408"|"21194099"
"isotic"|"26786409"|"21194100"
"isotic"|"26786410"|"21194101"
"isotic"|"26786411"|"21194102"
"isotic"|"26786412"|"21194103"
"isotic"|"26786413"|"21194104"
"isotic"|"26786415"|"21194105"
"isotic"|"26786416"|"21194106"
"isotic"|"26786418"|"21194107"
"isotic"|"26786419"|"21194108"
"isotic"|"26786273"|"21193985"
"isotic"|"26786274"|"21193986"
"mixed"|"26786202"|"21193924"
"mixed"|"26786203"|"21193925"
"mixed"|"26786205"|"21193926"
"mixed"|"26786206"|"21193927"
"isotic"|"26786208"|"21193928"
"isotic"|"26786209"|"21193929"
"isotic"|"26786210"|"21193930"
"isotic"|"26786211"|"21193931"
"isotic"|"26786212"|"21193932"
"isotic"|"26786213"|"21193933"
"mixed"|"26786277"|"21193988"
"mixed"|"26786214"|"21193934"
"mixed"|"26786278"|"21193989"
"mixed"|"26786276"|"21193987"
"mixed"|"26786279"|"21193990"
"mixed"|"26786421"|"21194109"
"mixed"|"26786422"|"21194110"
"mixed"|"26786282"|"21193992"
"mixed"|"26786423"|"21194111"
"mixed"|"26786280"|"21193991"
"isotic"|"26786426"|"21194112"
"not used"|"26786427"|"21194113"
"isotic"|"26786216"|"21193935"
"not used"|"26786217"|"21193936"
"mixed"|"26786284"|"21193993"
"mixed"|"26786285"|"21193994"
"mixed"|"26786286"|"21193995"
"mixed"|"26786288"|"21193996"
"mixed"|"26786289"|"21193997"
"mixed"|"26786290"|"21193998"
"mixed"|"26786291"|"21193999"
"mixed"|"26786292"|"21194000"
"mixed"|"26786293"|"21194001"
"mixed"|"26786294"|"21194002"
"mixed"|"26786218"|"21193937"
"mixed"|"26786219"|"21193938"
"mixed"|"26786516"|"21194180"
"mixed"|"26786517"|"21194181"
"mixed"|"26786518"|"21194182"
"parasesquic"|"26786519"|"21194183"
"mixed"|"26786520"|"21194184"
"mixed"|"26786509"|"21194174"
"mixed"|"26786510"|"21194175"
"isotic"|"26786511"|"21194176"
"mixed"|"26786512"|"21194177"
"isotic"|"26786513"|"21194178"
