X,Y,IsLandslide,geometry
306380.304399997,232722.309300002,1,POINT (306380.304399997 232722.309300002)
278109.8376,198712.059900001,1,POINT (278109.8376 198712.059900001)
278187.966499999,195316.352400001,1,POINT (278187.966499999 195316.352400001)
279386.710500002,202695.507399999,1,POINT (279386.710500002 202695.507399999)
278221.975699998,195361.836199999,1,POINT (278221.975699998 195361.836199999)
278320.686499998,195353.874600001,1,POINT (278320.686499998 195353.874600001)
270015.888099998,213422.704599999,1,POINT (270015.888099998 213422.704599999)
273278.821099997,198647.377599999,1,POINT (273278.821099997 198647.377599999)
310987.518399999,222342.267200001,1,POINT (310987.518399999 222342.267200001)
311743.630800001,222401.400899999,1,POINT (311743.630800001 222401.400899999)
311107.591700003,223015.5121,1,POINT (311107.591700003 223015.5121)
311021.272600003,223068.556899998,1,POINT (311021.272600003 223068.556899998)
289431.754600003,217625.019200001,1,POINT (289431.754600003 217625.019200001)
305128.222199999,222234.1417,1,POINT (305128.222199999 222234.1417)
305247.961499996,222107.308200002,1,POINT (305247.961499996 222107.308200002)
305738.023699999,223483.730300002,1,POINT (305738.023699999 223483.730300002)
309751.676099966,224938.629746313,1,POINT (309751.676099966 224938.629746313)
292418.915100001,218864.933400001,1,POINT (292418.915100001 218864.933400001)
289221.290700004,212651.340399999,1,POINT (289221.290700004 212651.340399999)
292565.325000003,224533.0211,1,POINT (292565.325000003 224533.0211)
301288.633400001,230783.271600001,1,POINT (301288.633400001 230783.271600001)
301321.916000001,230854.173799999,1,POINT (301321.916000001 230854.173799999)
301363.111500002,231097.4265,1,POINT (301363.111500002 231097.4265)
294492.468599997,221387.920200001,1,POINT (294492.468599997 221387.920200001)
294492.894299999,221449.072299998,1,POINT (294492.894299999 221449.072299998)
294543.634923846,221202.254578511,1,POINT (294543.634923846 221202.254578511)
315217.255199999,198839.6877,1,POINT (315217.255199999 198839.6877)
273959.977399997,199294.471700001,1,POINT (273959.977399997 199294.471700001)
274029.764899999,199395.889199998,1,POINT (274029.764899999 199395.889199998)
274684.3477,198228.850099999,1,POINT (274684.3477 198228.850099999)
