X,Y,IsLandslide,geometry
272954.2919576763,213301.09803936194,0,POINT (272954.2919576763 213301.09803936194)
299223.95668818895,224369.57847059122,0,POINT (299223.95668818895 224369.57847059122)
271968.7424152709,198050.50533546615,0,POINT (271968.7424152709 198050.50533546615)
296087.62234204187,226931.91650835652,0,POINT (296087.62234204187 226931.91650835652)
305428.41128614347,199883.17725932164,0,POINT (305428.41128614347 199883.17725932164)
282662.06142890564,223785.35867637035,0,POINT (282662.06142890564 223785.35867637035)
278450.30875926145,219419.1963403799,0,POINT (278450.30875926145 219419.1963403799)
310828.8216926559,207011.8709581003,0,POINT (310828.8216926559 207011.8709581003)
294608.99703586096,222168.9084894709,0,POINT (294608.99703586096 222168.9084894709)
266303.65269392845,199817.84220467432,0,POINT (266303.65269392845 199817.84220467432)
284022.486534465,225509.99760643975,0,POINT (284022.486534465 225509.99760643975)
292152.903283838,212375.0079174309,0,POINT (292152.903283838 212375.0079174309)
287521.5455380533,218467.75101104533,0,POINT (287521.5455380533 218467.75101104533)
295178.9800959411,203409.56138266178,0,POINT (295178.9800959411 203409.56138266178)
286733.21606423025,202243.75482840385,0,POINT (286733.21606423025 202243.75482840385)
304147.71557148016,213389.79435020944,0,POINT (304147.71557148016 213389.79435020944)
301564.3867318512,217184.41389741193,0,POINT (301564.3867318512 217184.41389741193)
288328.0092038385,204662.93355168786,0,POINT (288328.0092038385 204662.93355168786)
310205.59601715714,208661.7012339771,0,POINT (310205.59601715714 208661.7012339771)
289238.1335722378,222246.07234567543,0,POINT (289238.1335722378 222246.07234567543)
313393.6760061917,201763.3769798094,0,POINT (313393.6760061917 201763.3769798094)
271294.2038095679,194504.9197038163,0,POINT (271294.2038095679 194504.9197038163)
310272.09780355217,217361.2653003463,0,POINT (310272.09780355217 217361.2653003463)
271655.4102049451,207953.1663930645,0,POINT (271655.4102049451 207953.1663930645)
268100.6842875406,221863.61172490474,0,POINT (268100.6842875406 221863.61172490474)
316381.0294647247,201153.49724972495,0,POINT (316381.0294647247 201153.49724972495)
284447.3499316222,196302.60863209318,0,POINT (284447.3499316222 196302.60863209318)
284850.9894897413,210059.3503601815,0,POINT (284850.9894897413 210059.3503601815)
270424.01063846616,201495.59451585388,0,POINT (270424.01063846616 201495.59451585388)
298754.84754249535,222812.40390110272,0,POINT (298754.84754249535 222812.40390110272)
305116.51122890244,228930.6412490685,0,POINT (305116.51122890244 228930.6412490685)
289168.5225247141,194121.6316901957,0,POINT (289168.5225247141 194121.6316901957)
315488.6523235051,204608.71754704788,0,POINT (315488.6523235051 204608.71754704788)
294797.56052452966,220573.30481813883,0,POINT (294797.56052452966 220573.30481813883)
310574.67172608804,210463.8702298141,0,POINT (310574.67172608804 210463.8702298141)
288045.08568128274,210144.18143965933,0,POINT (288045.08568128274 210144.18143965933)
290512.2691532091,194618.053873326,0,POINT (290512.2691532091 194618.053873326)
302050.56388249237,231922.6609033046,0,POINT (302050.56388249237 231922.6609033046)
290558.7341272295,206561.65688417037,0,POINT (290558.7341272295 206561.65688417037)
268199.47533240344,211480.711869276,0,POINT (268199.47533240344 211480.711869276)
291267.46120169695,210114.3332961237,0,POINT (291267.46120169695 210114.3332961237)
298950.1042431191,209620.1616740368,0,POINT (298950.1042431191 209620.1616740368)
293984.6750557865,203860.94524235063,0,POINT (293984.6750557865 203860.94524235063)
285209.87534515414,197067.2869962799,0,POINT (285209.87534515414 197067.2869962799)
307886.61966828833,198948.76230681266,0,POINT (307886.61966828833 198948.76230681266)
306640.196262633,210511.0628572557,0,POINT (306640.196262633 210511.0628572557)
295632.4867627551,232377.09171685338,0,POINT (295632.4867627551 232377.09171685338)
290033.17844419624,221246.570815206,0,POINT (290033.17844419624 221246.570815206)
301084.7334557874,217511.63608657022,0,POINT (301084.7334557874 217511.63608657022)
282944.4223707145,204427.32622066906,0,POINT (282944.4223707145 204427.32622066906)
288655.0118522823,215097.21436092362,0,POINT (288655.0118522823 215097.21436092362)
269139.126812394,206732.5522874467,0,POINT (269139.126812394 206732.5522874467)
276515.22277240717,215584.47745929065,0,POINT (276515.22277240717 215584.47745929065)
267996.9520928777,220034.40567147845,0,POINT (267996.9520928777 220034.40567147845)
274516.32504268107,224435.02434574702,0,POINT (274516.32504268107 224435.02434574702)
280258.58442808315,206067.319716338,0,POINT (280258.58442808315 206067.319716338)
282933.98317124456,197044.7690711927,0,POINT (282933.98317124456 197044.7690711927)
302425.5409409697,225764.77303238877,0,POINT (302425.5409409697 225764.77303238877)
273085.83883085614,217262.82294152013,0,POINT (273085.83883085614 217262.82294152013)
271496.12716286944,200758.1600872267,0,POINT (271496.12716286944 200758.1600872267)
284724.3584795076,193643.53159796615,0,POINT (284724.3584795076 193643.53159796615)
261736.98416493786,214891.13597256684,0,POINT (261736.98416493786 214891.13597256684)
265845.428641247,217343.84253210857,0,POINT (265845.428641247 217343.84253210857)
272869.4661841403,208440.59236309872,0,POINT (272869.4661841403 208440.59236309872)
287007.3552632946,194397.87540845879,0,POINT (287007.3552632946 194397.87540845879)
279506.0458741315,197594.19133253323,0,POINT (279506.0458741315 197594.19133253323)
300666.2574708605,233921.65695089154,0,POINT (300666.2574708605 233921.65695089154)
306306.8818970787,224235.80599280327,0,POINT (306306.8818970787 224235.80599280327)
311695.7580021389,223967.23370536815,0,POINT (311695.7580021389 223967.23370536815)
277080.7435471464,198146.12878330814,0,POINT (277080.7435471464 198146.12878330814)
310473.4539852953,204735.6703327761,0,POINT (310473.4539852953 204735.6703327761)
270608.8552990314,213424.53024392767,0,POINT (270608.8552990314 213424.53024392767)
310939.10718793015,207522.0903676789,0,POINT (310939.10718793015 207522.0903676789)
278785.1480246913,226761.93841102472,0,POINT (278785.1480246913 226761.93841102472)
284489.2161451596,215894.54712350434,0,POINT (284489.2161451596 215894.54712350434)
295168.6228887342,221375.74886911438,0,POINT (295168.6228887342 221375.74886911438)
291149.7135350187,204679.77453824744,0,POINT (291149.7135350187 204679.77453824744)
275334.8193086139,197502.53560339013,0,POINT (275334.8193086139 197502.53560339013)
260679.91386034252,221839.56880055513,0,POINT (260679.91386034252 221839.56880055513)
288280.9150007184,204955.55852232358,0,POINT (288280.9150007184 204955.55852232358)
293604.5545619001,196911.2979971646,0,POINT (293604.5545619001 196911.2979971646)
305374.2689733889,211251.35419961004,0,POINT (305374.2689733889 211251.35419961004)
273254.8590029272,206347.85590846534,0,POINT (273254.8590029272 206347.85590846534)
281374.26908573543,208695.66457996485,0,POINT (281374.26908573543 208695.66457996485)
277955.8278627051,205055.40122686056,0,POINT (277955.8278627051 205055.40122686056)
303776.16919366096,212053.0584649781,0,POINT (303776.16919366096 212053.0584649781)
264943.9553338461,219074.28268403688,0,POINT (264943.9553338461 219074.28268403688)
296721.0129421104,232067.2859963073,0,POINT (296721.0129421104 232067.2859963073)
303578.84510234697,227894.84203952475,0,POINT (303578.84510234697 227894.84203952475)
292655.508751726,219123.97874906543,0,POINT (292655.508751726 219123.97874906543)
294909.57831173285,220433.0916815357,0,POINT (294909.57831173285 220433.0916815357)
280056.89168826636,194816.87053103783,0,POINT (280056.89168826636 194816.87053103783)
271373.5582530954,216422.70206714643,0,POINT (271373.5582530954 216422.70206714643)
283462.96754891647,212341.95126424392,0,POINT (283462.96754891647 212341.95126424392)
302707.50493580673,207115.43252845338,0,POINT (302707.50493580673 207115.43252845338)
279531.44104378787,217080.0926857312,0,POINT (279531.44104378787 217080.0926857312)
303318.87780477287,212526.7843563277,0,POINT (303318.87780477287 212526.7843563277)
296019.70619280165,194133.0187005825,0,POINT (296019.70619280165 194133.0187005825)
276862.1296111013,220083.99412214308,0,POINT (276862.1296111013 220083.99412214308)
294332.8183833058,231726.54542198277,0,POINT (294332.8183833058 231726.54542198277)
281959.6936630896,196374.76194157466,0,POINT (281959.6936630896 196374.76194157466)
296006.0936709252,202892.40858907218,0,POINT (296006.0936709252 202892.40858907218)
265515.6931566528,216347.87819708895,0,POINT (265515.6931566528 216347.87819708895)
313851.7384739269,206409.23827696277,0,POINT (313851.7384739269 206409.23827696277)
310630.74086530705,204888.17792242457,0,POINT (310630.74086530705 204888.17792242457)
263636.4055528572,221616.4007784537,0,POINT (263636.4055528572 221616.4007784537)
293571.37427343824,220098.5912230394,0,POINT (293571.37427343824 220098.5912230394)
287235.85361479543,210597.2686910144,0,POINT (287235.85361479543 210597.2686910144)
282976.58163274947,206654.14904694102,0,POINT (282976.58163274947 206654.14904694102)
273671.81924169214,198468.32370770173,0,POINT (273671.81924169214 198468.32370770173)
296417.26962161454,194966.34874435375,0,POINT (296417.26962161454 194966.34874435375)
288076.2598798179,207804.5944173408,0,POINT (288076.2598798179 207804.5944173408)
314977.2312042201,199105.80989035213,0,POINT (314977.2312042201 199105.80989035213)
290968.93569490296,202304.8676062223,0,POINT (290968.93569490296 202304.8676062223)
292990.48909595626,203415.48129958715,0,POINT (292990.48909595626 203415.48129958715)
266298.65379746765,199781.33457928582,0,POINT (266298.65379746765 199781.33457928582)
270078.5230234893,205932.78580922814,0,POINT (270078.5230234893 205932.78580922814)
300316.9738189606,220917.05204585663,0,POINT (300316.9738189606 220917.05204585663)
296079.3996829868,194780.72401624545,0,POINT (296079.3996829868 194780.72401624545)
273355.9868752604,222758.01319770163,0,POINT (273355.9868752604 222758.01319770163)
294451.0545721173,225823.5488301964,0,POINT (294451.0545721173 225823.5488301964)
271345.6619252823,206414.72521845673,0,POINT (271345.6619252823 206414.72521845673)
278758.77319653437,205063.64439425958,0,POINT (278758.77319653437 205063.64439425958)
283801.82533088705,211155.30492703238,0,POINT (283801.82533088705 211155.30492703238)
300634.0378871664,197795.44527332822,0,POINT (300634.0378871664 197795.44527332822)
305589.9770562017,203691.93540073262,0,POINT (305589.9770562017 203691.93540073262)
279595.2442662352,196068.91800760938,0,POINT (279595.2442662352 196068.91800760938)
292986.80918786203,216792.7248595604,0,POINT (292986.80918786203 216792.7248595604)
262733.20025653276,218356.11202047954,0,POINT (262733.20025653276 218356.11202047954)
280020.475192965,227525.2810685807,0,POINT (280020.475192965 227525.2810685807)
302269.5420997002,229341.6719932335,0,POINT (302269.5420997002 229341.6719932335)
277091.4412212255,209012.28287753655,0,POINT (277091.4412212255 209012.28287753655)
276231.3442619088,209605.5157705862,0,POINT (276231.3442619088 209605.5157705862)
308078.27000688686,212972.4861480608,0,POINT (308078.27000688686 212972.4861480608)
294712.2147197582,198413.35162305154,0,POINT (294712.2147197582 198413.35162305154)
264897.4540013063,215542.49498753523,0,POINT (264897.4540013063 215542.49498753523)
284076.21720642963,229444.5501712972,0,POINT (284076.21720642963 229444.5501712972)
287871.79896419373,216746.38569880862,0,POINT (287871.79896419373 216746.38569880862)
289260.97705091763,205373.37268249845,0,POINT (289260.97705091763 205373.37268249845)
304442.3304174537,227758.76880660228,0,POINT (304442.3304174537 227758.76880660228)
289000.4702996438,200979.26863313778,0,POINT (289000.4702996438 200979.26863313778)
294411.99174413143,219132.35178447785,0,POINT (294411.99174413143 219132.35178447785)
308620.248562795,201482.94176141097,0,POINT (308620.248562795 201482.94176141097)
267533.5875813905,222554.7416940668,0,POINT (267533.5875813905 222554.7416940668)
289410.8480195523,199377.47860428845,0,POINT (289410.8480195523 199377.47860428845)
304223.8943074459,197828.79190862091,0,POINT (304223.8943074459 197828.79190862091)
302797.9589432764,231528.8179578942,0,POINT (302797.9589432764 231528.8179578942)
301422.88245163334,198491.82422406305,0,POINT (301422.88245163334 198491.82422406305)
296168.6745537046,218611.78141372954,0,POINT (296168.6745537046 218611.78141372954)
290516.58741412556,217573.46054172236,0,POINT (290516.58741412556 217573.46054172236)
291534.11501692055,217086.79632653238,0,POINT (291534.11501692055 217086.79632653238)
301717.3051984171,204908.3353067069,0,POINT (301717.3051984171 204908.3353067069)
273849.5736390308,199513.17060872217,0,POINT (273849.5736390308 199513.17060872217)
273324.9183307902,211222.9973343126,0,POINT (273324.9183307902 211222.9973343126)
271114.9741454909,211571.49065745855,0,POINT (271114.9741454909 211571.49065745855)
284150.0126970346,227474.63597980497,0,POINT (284150.0126970346 227474.63597980497)
312075.1156409759,212790.86969569552,0,POINT (312075.1156409759 212790.86969569552)
305303.4876628321,209122.53003633243,0,POINT (305303.4876628321 209122.53003633243)
311795.1562823302,217648.4047574207,0,POINT (311795.1562823302 217648.4047574207)
310264.6778022893,199911.62366721983,0,POINT (310264.6778022893 199911.62366721983)
284719.46151011076,224654.15527826754,0,POINT (284719.46151011076 224654.15527826754)
291908.9855988875,209398.86352888047,0,POINT (291908.9855988875 209398.86352888047)
277149.28557105915,222428.23009219507,0,POINT (277149.28557105915 222428.23009219507)
304334.00093678123,206455.43149100774,0,POINT (304334.00093678123 206455.43149100774)
308429.3940131908,222144.75311241252,0,POINT (308429.3940131908 222144.75311241252)
290387.35065748985,209697.0491136055,0,POINT (290387.35065748985 209697.0491136055)
268477.0353512024,205261.20718561753,0,POINT (268477.0353512024 205261.20718561753)
319336.1738014335,202412.9346631054,0,POINT (319336.1738014335 202412.9346631054)
271881.59662871243,216021.4019142479,0,POINT (271881.59662871243 216021.4019142479)
297827.6252931216,233017.0930913309,0,POINT (297827.6252931216 233017.0930913309)
287935.5664833336,227290.71481099987,0,POINT (287935.5664833336 227290.71481099987)
294864.6357012323,206425.5021343409,0,POINT (294864.6357012323 206425.5021343409)
304015.6803769958,230485.10977076073,0,POINT (304015.6803769958 230485.10977076073)
286439.18540352106,203851.20531311972,0,POINT (286439.18540352106 203851.20531311972)
290732.7128519378,226536.45489360887,0,POINT (290732.7128519378 226536.45489360887)
288667.9912149621,194096.00122353455,0,POINT (288667.9912149621 194096.00122353455)
278427.54159704584,197858.50330811314,0,POINT (278427.54159704584 197858.50330811314)
302164.8926969539,223107.68305394985,0,POINT (302164.8926969539 223107.68305394985)
278566.3306625481,215437.0775081921,0,POINT (278566.3306625481 215437.0775081921)
291633.08132379944,201483.4158292824,0,POINT (291633.08132379944 201483.4158292824)
287969.0942507342,207464.99208997472,0,POINT (287969.0942507342 207464.99208997472)
287468.5017796258,216127.08755471895,0,POINT (287468.5017796258 216127.08755471895)
289565.07724781317,216266.58500353963,0,POINT (289565.07724781317 216266.58500353963)
301348.12023854535,232389.70755194465,0,POINT (301348.12023854535 232389.70755194465)
293401.56474209344,216312.3333948696,0,POINT (293401.56474209344 216312.3333948696)
274508.17083764705,203599.71101560755,0,POINT (274508.17083764705 203599.71101560755)
303251.23745696445,203540.6946028472,0,POINT (303251.23745696445 203540.6946028472)
289688.49127984664,205935.81160915675,0,POINT (289688.49127984664 205935.81160915675)
279405.4576333926,199465.9525825339,0,POINT (279405.4576333926 199465.9525825339)
302588.4784667724,210670.79900792512,0,POINT (302588.4784667724 210670.79900792512)
286390.011086408,225212.21441145297,0,POINT (286390.011086408 225212.21441145297)
291902.62350488256,218824.92150483566,0,POINT (291902.62350488256 218824.92150483566)
290659.64493051195,222394.17383242285,0,POINT (290659.64493051195 222394.17383242285)
259439.0273091355,221693.75700283019,0,POINT (259439.0273091355 221693.75700283019)
307360.032304808,228569.39188298443,0,POINT (307360.032304808 228569.39188298443)
316687.3545085515,201518.13340125149,0,POINT (316687.3545085515 201518.13340125149)
278948.02185983205,201656.40801070127,0,POINT (278948.02185983205 201656.40801070127)
310038.41549651796,200224.06711316694,0,POINT (310038.41549651796 200224.06711316694)
314076.572463482,200581.32899002085,0,POINT (314076.572463482 200581.32899002085)
312236.04110052175,214154.27007460519,0,POINT (312236.04110052175 214154.27007460519)
297791.76597263664,209870.0494943882,0,POINT (297791.76597263664 209870.0494943882)
279801.1594841764,222638.7990993027,0,POINT (279801.1594841764 222638.7990993027)
298160.7766443216,208300.64079507883,0,POINT (298160.7766443216 208300.64079507883)
274793.9109029993,220875.0417673883,0,POINT (274793.9109029993 220875.0417673883)
277658.57743161847,208757.7408562549,0,POINT (277658.57743161847 208757.7408562549)
277894.3634695241,209789.80145365925,0,POINT (277894.3634695241 209789.80145365925)
305898.167655209,221077.57591610902,0,POINT (305898.167655209 221077.57591610902)
272030.4457387268,195638.26938161528,0,POINT (272030.4457387268 195638.26938161528)
286793.9745617432,204509.09170860116,0,POINT (286793.9745617432 204509.09170860116)
297832.0012134014,195519.72180181966,0,POINT (297832.0012134014 195519.72180181966)
268182.4038110015,217616.65692674255,0,POINT (268182.4038110015 217616.65692674255)
298847.6698782771,214849.914397866,0,POINT (298847.6698782771 214849.914397866)
291591.2064837595,222107.95870936546,0,POINT (291591.2064837595 222107.95870936546)
296161.2251338295,225207.92337633454,0,POINT (296161.2251338295 225207.92337633454)
304726.4288421802,226804.02178847633,0,POINT (304726.4288421802 226804.02178847633)
278802.8141111763,211006.74742891281,0,POINT (278802.8141111763 211006.74742891281)
289252.91760885867,204912.81541707748,0,POINT (289252.91760885867 204912.81541707748)
307332.84002276417,222394.96478926108,0,POINT (307332.84002276417 222394.96478926108)
302000.4662261778,198540.25871305476,0,POINT (302000.4662261778 198540.25871305476)
290903.3970187165,206610.54309763951,0,POINT (290903.3970187165 206610.54309763951)
303668.823810045,204520.80744574845,0,POINT (303668.823810045 204520.80744574845)
314705.1294898496,199922.43791792585,0,POINT (314705.1294898496 199922.43791792585)
300335.1820554922,212142.92586243188,0,POINT (300335.1820554922 212142.92586243188)
275079.39600547584,209219.6137093871,0,POINT (275079.39600547584 209219.6137093871)
274756.02634043497,200501.33207622252,0,POINT (274756.02634043497 200501.33207622252)
289682.19786138326,196028.57334438615,0,POINT (289682.19786138326 196028.57334438615)
275374.9983935372,215069.24883424738,0,POINT (275374.9983935372 215069.24883424738)
296154.97912401496,204650.71014350365,0,POINT (296154.97912401496 204650.71014350365)
283447.8285270733,211608.77527135186,0,POINT (283447.8285270733 211608.77527135186)
294008.71304929996,198017.2445683147,0,POINT (294008.71304929996 198017.2445683147)
296076.5757362471,222349.27764721206,0,POINT (296076.5757362471 222349.27764721206)
292378.00386487204,209746.4649064465,0,POINT (292378.00386487204 209746.4649064465)
308378.6822481511,207246.13757767933,0,POINT (308378.6822481511 207246.13757767933)
267784.3068253908,196173.39670192963,0,POINT (267784.3068253908 196173.39670192963)
261937.8055940792,218208.312095207,0,POINT (261937.8055940792 218208.312095207)
261822.35950188033,221413.82789974054,0,POINT (261822.35950188033 221413.82789974054)
300958.45716619183,224527.95756061174,0,POINT (300958.45716619183 224527.95756061174)
302462.28130413685,210456.98310462176,0,POINT (302462.28130413685 210456.98310462176)
299613.47533727146,226042.5925227934,0,POINT (299613.47533727146 226042.5925227934)
273765.21707521734,203901.06020558963,0,POINT (273765.21707521734 203901.06020558963)
267459.5775050423,195364.3662582934,0,POINT (267459.5775050423 195364.3662582934)
284817.6183929818,226252.78060086322,0,POINT (284817.6183929818 226252.78060086322)
273562.9973105967,196264.02943035815,0,POINT (273562.9973105967 196264.02943035815)
289771.23989260494,211635.96349100128,0,POINT (289771.23989260494 211635.96349100128)
296962.47916040017,206732.05813217006,0,POINT (296962.47916040017 206732.05813217006)
311326.94382792606,204866.54260792697,0,POINT (311326.94382792606 204866.54260792697)
277939.74946664245,219346.7639695145,0,POINT (277939.74946664245 219346.7639695145)
299708.866993327,218207.06435459125,0,POINT (299708.866993327 218207.06435459125)
312927.36394003825,222231.02595483453,0,POINT (312927.36394003825 222231.02595483453)
281895.13685474364,203420.36588237417,0,POINT (281895.13685474364 203420.36588237417)
310018.38034310937,209746.62817256904,0,POINT (310018.38034310937 209746.62817256904)
297285.48471672565,212033.97424614945,0,POINT (297285.48471672565 212033.97424614945)
293695.02472392935,198341.69737138343,0,POINT (293695.02472392935 198341.69737138343)
295936.00387340214,207060.7049116271,0,POINT (295936.00387340214 207060.7049116271)
266077.8008952929,213884.92951508786,0,POINT (266077.8008952929 213884.92951508786)
277847.5349072669,225518.43605930035,0,POINT (277847.5349072669 225518.43605930035)
270926.4426232288,222996.6265925012,0,POINT (270926.4426232288 222996.6265925012)
312088.27859255846,216234.93344869037,0,POINT (312088.27859255846 216234.93344869037)
287866.4791339749,195839.08824608216,0,POINT (287866.4791339749 195839.08824608216)
311187.0135735722,218993.61578169826,0,POINT (311187.0135735722 218993.61578169826)
311579.39160195447,221005.19324802732,0,POINT (311579.39160195447 221005.19324802732)
279492.8837385413,205107.66842075565,0,POINT (279492.8837385413 205107.66842075565)
278136.2202497853,204759.74838541143,0,POINT (278136.2202497853 204759.74838541143)
268454.6608327823,215794.63166052705,0,POINT (268454.6608327823 215794.63166052705)
304246.6195340262,232207.07252040226,0,POINT (304246.6195340262 232207.07252040226)
276060.48191854,209873.7829711582,0,POINT (276060.48191854 209873.7829711582)
303111.01143239066,229410.85451598532,0,POINT (303111.01143239066 229410.85451598532)
272990.06499442435,198934.74695142335,0,POINT (272990.06499442435 198934.74695142335)
287334.37688971974,215913.98510893318,0,POINT (287334.37688971974 215913.98510893318)
279859.3020882014,224511.13835591247,0,POINT (279859.3020882014 224511.13835591247)
283351.9377214705,210659.90238524834,0,POINT (283351.9377214705 210659.90238524834)
285924.88701845624,215482.89923568763,0,POINT (285924.88701845624 215482.89923568763)
295245.63059381803,223717.85652127757,0,POINT (295245.63059381803 223717.85652127757)
259735.28270102243,220183.7043792965,0,POINT (259735.28270102243 220183.7043792965)
269858.17513962527,210386.3665145785,0,POINT (269858.17513962527 210386.3665145785)
287991.55681809556,209980.6040066419,0,POINT (287991.55681809556 209980.6040066419)
299762.0192668474,212151.54428293978,0,POINT (299762.0192668474 212151.54428293978)
306012.73769941204,214003.2569002951,0,POINT (306012.73769941204 214003.2569002951)
269236.5301736106,214066.19664470595,0,POINT (269236.5301736106 214066.19664470595)
282712.36879850284,221102.65995052594,0,POINT (282712.36879850284 221102.65995052594)
288891.8815046304,223731.35163893158,0,POINT (288891.8815046304 223731.35163893158)
282902.6099340185,200247.20460411857,0,POINT (282902.6099340185 200247.20460411857)
300046.2950963402,214603.9739953966,0,POINT (300046.2950963402 214603.9739953966)
291826.0365502607,232547.9795421234,0,POINT (291826.0365502607 232547.9795421234)
296801.6572313011,201496.85135517092,0,POINT (296801.6572313011 201496.85135517092)
310061.8077358173,198864.36252522448,0,POINT (310061.8077358173 198864.36252522448)
303155.9329202438,205619.38757607318,0,POINT (303155.9329202438 205619.38757607318)
277051.8979445314,219147.55716241707,0,POINT (277051.8979445314 219147.55716241707)
294706.82632882847,232840.9354108702,0,POINT (294706.82632882847 232840.9354108702)
270962.5769575893,204500.08657151213,0,POINT (270962.5769575893 204500.08657151213)
288453.40379125223,205314.5859850032,0,POINT (288453.40379125223 205314.5859850032)
297940.06061771803,195742.34370793655,0,POINT (297940.06061771803 195742.34370793655)
259863.8349029264,217719.35409429215,0,POINT (259863.8349029264 217719.35409429215)
300049.11705344735,203260.13159442836,0,POINT (300049.11705344735 203260.13159442836)
303980.89856269263,226597.99180864694,0,POINT (303980.89856269263 226597.99180864694)
270616.52941762767,196421.55604599847,0,POINT (270616.52941762767 196421.55604599847)
296783.5507889046,229072.2037247656,0,POINT (296783.5507889046 229072.2037247656)
311833.5324042398,211011.53349468048,0,POINT (311833.5324042398 211011.53349468048)
269463.05420112127,208098.51866337025,0,POINT (269463.05420112127 208098.51866337025)
298507.50738610514,203002.22799275807,0,POINT (298507.50738610514 203002.22799275807)
290883.2292880142,208857.90991313203,0,POINT (290883.2292880142 208857.90991313203)
287845.0559044067,229327.28305956375,0,POINT (287845.0559044067 229327.28305956375)
299774.91028000036,204541.6599352016,0,POINT (299774.91028000036 204541.6599352016)
299941.39786226087,211305.09117409706,0,POINT (299941.39786226087 211305.09117409706)
297441.64164108824,200419.172499043,0,POINT (297441.64164108824 200419.172499043)
304783.3177395643,228561.7763393812,0,POINT (304783.3177395643 228561.7763393812)
280820.3788117895,219436.61102778267,0,POINT (280820.3788117895 219436.61102778267)
300711.8960740222,231889.38788652848,0,POINT (300711.8960740222 231889.38788652848)
269482.3272031927,214211.37200571876,0,POINT (269482.3272031927 214211.37200571876)
310912.1676590337,204403.4718204843,0,POINT (310912.1676590337 204403.4718204843)
277446.9361855209,195644.47045679344,0,POINT (277446.9361855209 195644.47045679344)
312284.54570705525,217375.16839246295,0,POINT (312284.54570705525 217375.16839246295)
277001.47918275994,219753.08915368494,0,POINT (277001.47918275994 219753.08915368494)
313157.28214701114,201921.66394694665,0,POINT (313157.28214701114 201921.66394694665)
309333.80297930574,206063.12636142274,0,POINT (309333.80297930574 206063.12636142274)
268714.3939907071,197133.0424020438,0,POINT (268714.3939907071 197133.0424020438)
270502.3760748902,216035.0628086308,0,POINT (270502.3760748902 216035.0628086308)
310323.215276051,223226.64610820808,0,POINT (310323.215276051 223226.64610820808)
279223.3753528848,201074.8121897645,0,POINT (279223.3753528848 201074.8121897645)
293962.27697319153,231198.18586011304,0,POINT (293962.27697319153 231198.18586011304)
270821.90211504773,205535.52536697098,0,POINT (270821.90211504773 205535.52536697098)
272110.84539400996,198873.68395630893,0,POINT (272110.84539400996 198873.68395630893)
294308.22132217913,232735.0251420577,0,POINT (294308.22132217913 232735.0251420577)
281984.6842958453,217182.007250262,0,POINT (281984.6842958453 217182.007250262)
287445.9270657377,226646.13487032728,0,POINT (287445.9270657377 226646.13487032728)
284327.5754462715,217526.155176089,0,POINT (284327.5754462715 217526.155176089)
277828.384924034,224445.48720122216,0,POINT (277828.384924034 224445.48720122216)
298324.00935503194,204400.717944,0,POINT (298324.00935503194 204400.717944)
265807.29992953426,198607.90376340362,0,POINT (265807.29992953426 198607.90376340362)
275516.593122319,221705.98743702454,0,POINT (275516.593122319 221705.98743702454)
309921.43808620446,221941.61619252744,0,POINT (309921.43808620446 221941.61619252744)
304667.610037802,230629.573905126,0,POINT (304667.610037802 230629.573905126)
273261.7392697979,214895.4947108414,0,POINT (273261.7392697979 214895.4947108414)
308712.6158667449,224152.19926943356,0,POINT (308712.6158667449 224152.19926943356)
289794.14439241105,211307.34659236282,0,POINT (289794.14439241105 211307.34659236282)
283968.9102374414,203204.50732402154,0,POINT (283968.9102374414 203204.50732402154)
308348.24287606124,224679.46024651887,0,POINT (308348.24287606124 224679.46024651887)
276460.9185127981,211742.2157662692,0,POINT (276460.9185127981 211742.2157662692)
293981.35370500205,209876.10472652025,0,POINT (293981.35370500205 209876.10472652025)
275074.15160415863,198275.81546742885,0,POINT (275074.15160415863 198275.81546742885)
304249.80596739193,212293.70881924246,0,POINT (304249.80596739193 212293.70881924246)
304174.2371375476,197849.9119123115,0,POINT (304174.2371375476 197849.9119123115)
291709.46486799984,205245.7235600792,0,POINT (291709.46486799984 205245.7235600792)
304847.34395568434,209393.37789909684,0,POINT (304847.34395568434 209393.37789909684)
284911.36641649855,216586.04351617413,0,POINT (284911.36641649855 216586.04351617413)
288258.3366882357,202857.59555935682,0,POINT (288258.3366882357 202857.59555935682)
294577.52237079135,207049.26941471233,0,POINT (294577.52237079135 207049.26941471233)
261513.28752488428,219456.31660025305,0,POINT (261513.28752488428 219456.31660025305)
301931.9647789204,203438.21463964428,0,POINT (301931.9647789204 203438.21463964428)
305670.9825069651,198304.46679309558,0,POINT (305670.9825069651 198304.46679309558)
279577.4367102253,200637.07482649767,0,POINT (279577.4367102253 200637.07482649767)
303169.9161500099,212641.09141546738,0,POINT (303169.9161500099 212641.09141546738)
278821.424779876,216982.17179126345,0,POINT (278821.424779876 216982.17179126345)
275891.17205098545,210959.91573267357,0,POINT (275891.17205098545 210959.91573267357)
286012.16919360525,206586.62973017746,0,POINT (286012.16919360525 206586.62973017746)
307901.0120932332,202664.78480432843,0,POINT (307901.0120932332 202664.78480432843)
302422.4510481072,205832.0595794475,0,POINT (302422.4510481072 205832.0595794475)
269424.07195446343,209540.9195346395,0,POINT (269424.07195446343 209540.9195346395)
284983.29329194286,226140.61150919547,0,POINT (284983.29329194286 226140.61150919547)
276150.63955859514,221891.52183634153,0,POINT (276150.63955859514 221891.52183634153)
