X,Y,OBJECTID,Process_ID,Project,County,Quad,Col_Date,Mvmnt_Date,SM_State,SM_Rate_1,SM_Mat_1,SM_Type_1,SM_Rate_2,SM_Mat_2,SM_Type_2,Slp_Config,Fatalities,Confidence,MapMethod,GlobalID,Sort_Date,IsLandslide,Avg_Rainfall_30day,Max_Rainfall_30day,Max_Rainfall_3day,R1d,R3d,R7d,R30d,API_14
275190.448100001,197917.515700001,60883.0,5003.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-05,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{A1B00D4E-EAF3-4AFF-A097-05AF9C3DBB6F},2008-02-05,1,3.7120333284139635,42.72800064086914,5.201000213623047,5.201000213623047,7.836000204086304,58.8630006313324,111.3609998524189,59.26564267537688
273278.821099997,198647.377599999,60040.0,4982.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-05,,,,Debris,Slide,,,,Road cut,,,,{A6C9C915-1F10-428E-A725-C7BFA5D9525E},2008-02-05,1,2.917400026321411,33.86600112915039,4.980999946594238,4.980999946594238,5.4269999563694,45.27600088715553,87.52200078964233,46.566758838563715
266772.209600002,197438.532400001,60881.0,4997.0,Landslide Hazard Mapping,Buncombe,Cruso,2008-02-07,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{B7C43B22-2793-4D71-9809-98D46EFBE127},2008-02-07,1,3.718800042942166,41.483001708984375,4.333000183105469,0.0,7.919000148773193,50.51500189304352,111.56400128826499,52.46536189774111
274977.972999997,197375.4549,58813.0,5043.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-14,,,,Debris,Slide,,,,Road embankment,,,,{2621EDC9-6B72-472E-B801-64607A3DBA47},2008-02-14,1,3.1645333554285267,42.1150016784668,4.318999767303467,4.318999767303467,4.318999767303467,15.492000102996826,94.9360006628558,40.92634393621547
270152.894000001,208164.583700001,60884.0,5024.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-15,,,,Debris,Slide,,,,Road cut,,,,{EDF68225-F00A-4DC5-8825-DB108FD46A56},2008-02-15,1,2.576633357008298,30.658000946044922,3.2209999561309814,0.16899999976158142,3.389999955892563,3.389999955892563,77.29900071024895,30.74125405206892
271874.306900002,207671.903999999,60889.0,5033.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-15,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D493CBD7-C130-49E5-8471-1D891992A3C8},2008-02-15,1,2.5626333232658607,31.01099967956543,2.63700008392334,0.19699999690055847,2.8340000808238983,2.8340000808238983,76.87899969797581,30.06979548709883
272702.465899996,210829.794399999,60885.0,5027.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-19,,,,Rock,Slide - translational,,,,Road cut,,,,{D3E41D13-CF92-43BD-B29E-FF52B0594FFC},2008-02-19,1,2.9615666305956743,31.01099967956543,28.038999557495117,28.038999557495117,28.038999557495117,30.872999638319016,88.84699891787022,48.987175874723235
267434.192400001,209646.487599999,58816.0,5054.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide - translational,,,,Road cut,,,,{2CFA0B25-574D-461F-A8F9-897ACBCF8991},2008-02-25,1,3.0850666771332422,31.381999969482422,0.5619999766349792,0.0,0.5619999766349792,30.186000525951385,92.55200031399727,34.17420665711584
267427.415899999,209628.094300002,58815.0,5053.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide - translational,,,,Road cut,,,,{22A412A4-F2D8-4835-B095-E64E4365E8EC},2008-02-25,1,3.0850666771332422,31.381999969482422,0.5619999766349792,0.0,0.5619999766349792,30.186000525951385,92.55200031399727,34.17420665711584
267429.103500001,209605.7152,58814.0,5052.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide - translational,,,,Road cut,,,,{59E8634F-8678-447E-9ECE-48E7AF4EFF1D},2008-02-25,1,3.0850666771332422,31.381999969482422,0.5619999766349792,0.0,0.5619999766349792,30.186000525951385,92.55200031399727,34.17420665711584
267439.245499998,209621.982099999,58817.0,5055.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide,,,,Road embankment,,,,{9A454C8E-E590-483C-AC56-155BC0A54C7C},2008-02-25,1,3.0850666771332422,31.381999969482422,0.5619999766349792,0.0,0.5619999766349792,30.186000525951385,92.55200031399727,34.17420665711584
267436.547499999,209686.920000002,59142.0,5056.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide - translational,,,,Road cut,,,,{735AFDC8-F08A-4B6E-AAF2-E0EB55D26070},2008-02-25,1,3.0850666771332422,31.381999969482422,0.5619999766349792,0.0,0.5619999766349792,30.186000525951385,92.55200031399727,34.17420665711584
270050.686300002,213667.075199999,59276.0,5067.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{B6531ABA-68AF-4DEB-983B-BC2F5DB7BC3E},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
269981.387000002,213315.764699999,60886.0,5030.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{504D3329-0BD2-4DAF-B0E8-4307903FF30F},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
