IsLandslide,Sort_Date,X,Y,geometry,Max_Rainfall_30day,Avg_Rainfall_30day,MapMethod,County,GlobalID,SM_Rate_2,Col_Date,Project,Confidence,OBJECTID,Fatalities,Quad,SM_Rate_1,Slp_Config,SM_Type_2,SM_Mat_1,SM_Mat_2,SM_Type_1,SM_State,Mvmnt_Date,Process_ID
1,2005-01-11,307863.539800003,226780.522999998,POINT (-82.33692700032269 35.748605000107794),39.408,2.0733333,,Buncombe,{C168B7E6-AE05-4E51-A429-B3FB6C80825C},,2005-01-11,Blue Ridge Parkway,,58047.0,,Montreat,,Road cut,,Rock,,Slide - translational,,,532.0
1,2005-02-25,297772.001599997,209321.451299999,POINT (-82.44174999984845 35.58822000019903),20.769,2.2071335,,Buncombe,{D2EDBD68-A995-49E0-B9B1-5CE28D8578F4},,2005-02-25,State Map,,57948.0,,Oteen,,Embankment - Not road related,,Debris,,Slide,,,573.0
1,2005-02-25,298048.144599997,209361.830200002,POINT (-82.43871999965621 35.58866999956212),20.769,2.2071335,,Buncombe,{AB483B6E-606A-48A2-882A-CCF3DBC6BB8F},,2005-02-25,State Map,,57949.0,,Oteen,,Embankment - Not road related,,Debris,,Slide,,,574.0
1,2005-04-15,293288.683200002,215520.274099998,POINT (-82.49360000010077 35.64265000022067),28.516,4.1316004,,Buncombe,{84DE872E-BDE3-4716-9779-FCB3C9B5B100},,2005-04-15,Blue Ridge Parkway,,58237.0,,Craggy Pinnacle,,Road cut,,Rock,,Slide - translational,,,783.0
1,2005-05-11,301676.953400001,221776.3895,POINT (-82.40339500027554 35.70163299993604),18.163,2.2379,,Buncombe,{B45EC937-033E-44FC-848D-B68CD783798D},Extremely rapid (>5 m/sec),2005-05-11,Geohazards,,58159.0,,Craggy Pinnacle,,Unmodified,Flow,Debris,Debris,Slide,,,641.0
1,2005-07-07,314129.586978264,200111.68468841,POINT (-82.25800495741257 35.51022470712507),61.51,8.7962675,,Buncombe,{430B4290-D951-4EAF-B303-7C61D2E7C4FD},,2005-07-07,Landslide Hazard Mapping,,58216.0,,Black Mountain,,Cut slope - Not road related,Fall,Rock,Rock,Slide,,,725.0
1,2006-05-01,291228.618600003,198370.146899998,POINT (-82.50963999975288 35.487499999876846),27.411,3.4146996,,Buncombe,{F448458D-07FE-4DF2-B5B4-33104D94A360},,2006-05-01,Landslide Hazard Mapping,,59184.0,,Skyland,,Road embankment,,Weathered rock,,Slide,,,2818.0
1,2006-06-18,291240.65898107,198094.557280201,POINT (-82.50940002574568 35.48502117331873),19.733,2.2428002,,Buncombe,{8A608E92-6EF5-4495-8C42-5D566C809CCB},,2006-06-18,Geohazards,,61413.0,,Skyland,Very slow (>16 mm/yr),Embankment - Not road related,,Debris,,Subsidence,Active,,201610280001.0
1,2006-10-26,304052.827500001,222168.773600001,POINT (-82.37730299948873 35.7058990004636),26.24,2.8312998,,Buncombe,{2183E343-3971-4B05-8F44-FD675D5A64F9},Extremely rapid (>5 m/sec),2006-10-26,Blue Ridge Parkway,,59088.0,,Craggy Pinnacle,,Unmodified,Flow,Rock,Debris,Fall,,,2375.0
1,2006-11-01,309651.745499998,225031.611699998,POINT (-82.31652000033993 35.73339000031374),30.199,3.7048998,,Buncombe,{EC608A0A-310F-46BF-9CC8-D9A2F00DA4DE},,2006-11-01,Blue Ridge Parkway,,58046.0,,Montreat,,Road cut,,Rock,,Fall,,,528.0
1,2007-01-03,280813.774099998,196628.2487,POINT (-82.62364899987456 35.468436000133394),44.588,4.0688667,,Buncombe,{4CDC4033-65F3-43DA-ADDA-2E2FEDE93C6D},,2007-01-03,Blue Ridge Parkway,,59164.0,,Skyland,Extremely rapid (>5 m/sec),Road cut,,Debris,,Flow,,,2721.0
1,2007-03-13,308996.998099998,215471.607000001,POINT (-82.32021999943079 35.647069999571265),46.43,2.5725667,,Buncombe,{2AF75A35-C894-4506-AF7E-041719D63AE7},Extremely rapid (>5 m/sec),2007-03-13,Landslide Hazard Mapping,,58824.0,,Montreat,,Road embankment,Flow,Debris,Debris,Slide,,,2946.0
1,2007-03-22,310010.969400004,211451.654800002,POINT (-82.30754999985948 35.611159999862934),43.789,4.4169006,,Buncombe,{BBACE54F-361F-47E8-A43F-1CE7E71FAF98},,2007-03-22,Landslide Hazard Mapping,,59135.0,,Black Mountain,Extremely rapid (>5 m/sec),Road embankment,,Debris,,Flow,,,4445.0
1,2007-03-27,313309.555299997,200441.144400001,POINT (-82.26715999977489 35.51294999992414),57.442,4.2960334,,Buncombe,{A30FDFCB-5390-44E6-92FC-4785A355DD51},,2007-03-27,Landslide Hazard Mapping,,60785.0,,Black Mountain,,Road cut,,Debris,,Slide,,,4460.0
1,2007-03-27,313868.586199999,200308.318599999,POINT (-82.26095199944558 35.51191899958823),57.442,4.2960334,,Buncombe,{84C3DE73-A8A1-4846-9CBB-654913EE67B4},,2007-03-27,Landslide Hazard Mapping,,58849.0,,Black Mountain,,Road cut,,Weathered rock,,Slide - translational,,,5646.0
1,2007-03-27,314082.299000002,200487.550999999,POINT (-82.2586620002347 35.51359700014587),57.442,4.2960334,,Buncombe,{BB6715B4-0153-4B49-B57D-99540F5DE6C4},,2007-03-27,Landslide Hazard Mapping,,60784.0,,Black Mountain,,Road cut,,Weathered rock,,Slide,,,4459.0
1,2007-03-30,307808.162,204288.059300002,POINT (-82.32920000007974 35.54596000039461),51.964,3.7935667,,Buncombe,{2AB9FBCD-051F-446D-B0F2-389975834B66},,2007-03-30,Landslide Hazard Mapping,,59137.0,,Black Mountain,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Flow,,,4452.0
1,2007-04-02,312614.8926,202985.910599999,POINT (-82.27573999958636 35.53567000007527),27.601,2.0327332,,Buncombe,{012E6626-4D7B-4C1D-92E5-66D2BEF294CD},,2007-04-02,Landslide Hazard Mapping,,60776.0,,Black Mountain,,Unmodified,,Weathered rock,,Slide - rotational,,,4437.0
1,2007-04-02,312631.341700003,203071.9461,POINT (-82.27559000015225 35.536449999887026),27.601,2.0327332,,Buncombe,{2DFE0617-82D2-44B7-A03E-B71C2B8B4106},Extremely rapid (>5 m/sec),2007-04-02,Landslide Hazard Mapping,,60777.0,,Black Mountain,,Unmodified,Flow,Earth,Earth,Slide,,,4438.0
1,2007-04-02,312646.016599998,203049.2621,POINT (-82.2754200003194 35.5362499999042),27.601,2.0327332,,Buncombe,{38AFC74E-6180-4879-8150-849617685A66},Extremely rapid (>5 m/sec),2007-04-02,Landslide Hazard Mapping,,60775.0,,Black Mountain,,Unmodified,Flow,Earth,Earth,Slide,,,4436.0
1,2007-04-03,314970.854400001,199930.4067,POINT (-82.2486700001037 35.50884000044253),24.248,1.9295334,,Buncombe,{5DC6D38E-C36E-4E4E-AB5A-C12ACC197C75},Extremely rapid (>5 m/sec),2007-04-03,Landslide Hazard Mapping,,59134.0,,Moffitt Hill,,Road embankment,Flow,Debris,Debris,Slide,,,4441.0
1,2007-04-03,314992.579800002,200039.581799999,POINT (-82.2484699995372 35.50982999982074),24.248,1.9295334,,Buncombe,{D06E3DF3-FB58-4414-BC60-26FDD6DDB478},,2007-04-03,Landslide Hazard Mapping,,59133.0,,Moffitt Hill,,Road cut,,Earth,,Slide - translational,,,4440.0
1,2007-04-03,314558.276699997,200877.293299999,POINT (-82.25355799961743 35.517248999756156),24.248,1.9295334,,Buncombe,{5F7E40A3-0E99-4372-9B56-C58E7A4600C7},Extremely rapid (>5 m/sec),2007-04-03,Landslide Hazard Mapping,,59132.0,,Black Mountain,,Unmodified,Flow,Earth,Earth,Slide,,,4439.0
1,2007-04-03,304750.848899998,202893.7412,POINT (-82.36238000029056 35.532470000405546),36.98,2.1457667,,Buncombe,{421D3273-E72F-4A9E-974C-0B6D0449ED33},,2007-04-03,Landslide Hazard Mapping,,60778.0,,Black Mountain,Extremely rapid (>5 m/sec),Road embankment,,Debris,,Flow,,,4453.0
1,2007-04-05,313756.401000001,202217.938099999,POINT (-82.26288000014272 35.52909000027797),25.512,2.1101665,,Buncombe,{C9558477-43A4-43A1-93A2-DA438B67BDE2},,2007-04-05,Landslide Hazard Mapping,,60779.0,,Black Mountain,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Flow,,,4454.0
1,2007-04-09,321672.850699998,201736.919,POINT (-82.17546000003904 35.527070000331044),27.128,2.3230667,,Buncombe,{E17FEB6E-D117-4A9A-BB0D-61024287A860},,2007-04-09,Landslide Hazard Mapping,,60783.0,,Moffitt Hill,,Road cut,,Debris,,Slide,,,4458.0
1,2007-04-09,320125.182400003,202365.9692,POINT (-82.19273999981164 35.5322899997971),24.848,2.4037004,,Buncombe,{B7ABF0D9-C74F-4F0D-8CEC-763CDE5799F2},,2007-04-09,Landslide Hazard Mapping,,60782.0,,Moffitt Hill,,Road embankment,,Debris,,Slide,,,4457.0
1,2007-04-09,319973.415399998,202527.3563,POINT (-82.1944699998945 35.533699999769674),24.848,2.4037004,,Buncombe,{6E54B4EA-47C0-4F0B-A7D2-EA2D9E2AB7AD},,2007-04-09,Landslide Hazard Mapping,,60781.0,,Moffitt Hill,,Road cut,,Debris,,Slide,,,4456.0
1,2007-04-09,319941.108400002,202538.385899998,POINT (-82.19483000000128 35.53378999979055),24.848,2.4037004,,Buncombe,{F002FB32-332D-419D-A2D7-C8183E92E0C2},,2007-04-09,Landslide Hazard Mapping,,60780.0,,Moffitt Hill,,Road cut,,Debris,,Slide,,,4455.0
1,2007-04-09,318012.439125623,202369.548917982,POINT (-82.21602727584829 35.53170761398763),24.848,2.4037004,,Buncombe,{74D6958B-21CA-4390-944A-3F10D05E1715},,2007-04-09,Landslide Hazard Mapping,,60627.0,,Moffitt Hill,,Road embankment,,Debris,,Slide,,,5643.0
1,2008-01-30,279592.729900002,202972.804900002,POINT (-82.63965700023306 35.52518599993782),17.197,1.4422758,,Buncombe,{0F45D2C8-AF65-4591-AC3A-998D84D65FDE},,2008-01-30,Landslide Hazard Mapping,,59223.0,,Enka,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Flow,,,4968.0
1,2008-01-30,277239.877700001,205733.063299999,POINT (-82.66670699982802 35.54927000031891),14.657,1.374862,,Buncombe,{D8AC76A9-CCA4-4C37-B3E5-B12362D9E1E9},,2008-01-30,Landslide Hazard Mapping,,59258.0,,Enka,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Flow,,,4974.0
1,2008-02-02,266751.9749,199541.735100001,POINT (-82.7797030003921 35.48995499968423),37.498,3.1557667,,Buncombe,{17EA1E45-1635-4F17-9F5B-06841EBE17DC},,2008-02-02,Landslide Hazard Mapping,,60879.0,,Cruso,,Unmodified,,Debris,,Slide,,,4992.0
1,2008-02-05,273336.802000001,198733.800299998,POINT (-82.70684499989422 35.48491500036093),33.866,2.9174001,,Buncombe,{1DC61862-5554-4928-BDF5-9D0B7066DC43},,2008-02-05,Landslide Hazard Mapping,,60656.0,,Dunsmore Mountain,,Road embankment,,Debris,,Slide,,,4983.0
1,2008-02-05,275190.448100001,197917.515700001,POINT (-82.68609600010898 35.478183999601285),42.728,3.7120333,,Buncombe,{A1B00D4E-EAF3-4AFF-A097-05AF9C3DBB6F},,2008-02-05,Landslide Hazard Mapping,,60883.0,,Dunsmore Mountain,Extremely rapid (>5 m/sec),Road embankment,,Debris,,Flow,,,5003.0
1,2008-02-05,273278.821099997,198647.377599999,POINT (-82.7074480005124 35.484116999870686),33.866,2.9174001,,Buncombe,{A6C9C915-1F10-428E-A725-C7BFA5D9525E},,2008-02-05,Landslide Hazard Mapping,,60040.0,,Dunsmore Mountain,,Road cut,,Debris,,Slide,,,4982.0
1,2008-02-07,266772.209600002,197438.532400001,POINT (-82.77859800008667 35.47101699995772),41.483,3.7187998,,Buncombe,{B7C43B22-2793-4D71-9809-98D46EFBE127},,2008-02-07,Landslide Hazard Mapping,,60881.0,,Cruso,Extremely rapid (>5 m/sec),Road embankment,,Debris,,Flow,,,4997.0
1,2008-02-14,274977.972999997,197375.4549,POINT (-82.68821399958975 35.473229999942035),42.115,3.1645334,,Buncombe,{2621EDC9-6B72-472E-B801-64607A3DBA47},,2008-02-14,Landslide Hazard Mapping,,58813.0,,Dunsmore Mountain,,Road embankment,,Debris,,Slide,,,5043.0
1,2008-02-15,270152.894000001,208164.583700001,POINT (-82.74583099972536 35.56878800010957),30.658,2.5766335,,Buncombe,{EDF68225-F00A-4DC5-8825-DB108FD46A56},,2008-02-15,Landslide Hazard Mapping,,60884.0,,Enka,,Road cut,,Debris,,Slide,,,5024.0
1,2008-02-15,271874.306900002,207671.903999999,POINT (-82.72664899964887 35.56493399992945),31.011,2.5626333,,Buncombe,{D493CBD7-C130-49E5-8471-1D891992A3C8},,2008-02-15,Landslide Hazard Mapping,,60889.0,,Enka,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Flow,,,5033.0
1,2008-02-19,272702.465899996,210829.794399999,POINT (-82.71882399978008 35.59365899992246),31.011,2.9615664,,Buncombe,{D3E41D13-CF92-43BD-B29E-FF52B0594FFC},,2008-02-19,Landslide Hazard Mapping,,60885.0,,Enka,,Road cut,,Rock,,Slide - translational,,,5027.0
1,2008-02-25,267434.192400001,209646.487599999,POINT (-82.77642500005464 35.58120799971032),31.382,3.0850668,,Buncombe,{2CFA0B25-574D-461F-A8F9-897ACBCF8991},,2008-02-25,Landslide Hazard Mapping,,58816.0,,Canton,,Road cut,,Debris,,Slide - translational,,,5054.0
1,2008-02-25,267427.415899999,209628.094300002,POINT (-82.77649199968124 35.58103999988893),31.382,3.0850668,,Buncombe,{22A412A4-F2D8-4835-B095-E64E4365E8EC},,2008-02-25,Landslide Hazard Mapping,,58815.0,,Canton,,Road cut,,Debris,,Slide - translational,,,5053.0
1,2008-02-25,267429.103500001,209605.7152,POINT (-82.77646400035819 35.58083899992372),31.382,3.0850668,,Buncombe,{59E8634F-8678-447E-9ECE-48E7AF4EFF1D},,2008-02-25,Landslide Hazard Mapping,,58814.0,,Canton,,Road cut,,Debris,,Slide - translational,,,5052.0
1,2008-02-25,267439.245499998,209621.982099999,POINT (-82.77635900010361 35.58098900007149),31.382,3.0850668,,Buncombe,{9A454C8E-E590-483C-AC56-155BC0A54C7C},,2008-02-25,Landslide Hazard Mapping,,58817.0,,Canton,,Road embankment,,Debris,,Slide,,,5055.0
1,2008-02-25,267436.547499999,209686.920000002,POINT (-82.77641600011937 35.58157299970623),31.382,3.0850668,,Buncombe,{735AFDC8-F08A-4B6E-AAF2-E0EB55D26070},,2008-02-25,Landslide Hazard Mapping,,59142.0,,Canton,,Road cut,,Debris,,Slide - translational,,,5056.0
1,2008-02-29,270050.686300002,213667.075199999,POINT (-82.74924999964212 35.61831700014253),31.463,3.5975,,Buncombe,{B6531ABA-68AF-4DEB-983B-BC2F5DB7BC3E},,2008-02-29,Landslide Hazard Mapping,,59276.0,,Enka,,Road cut,,Debris,,Slide - translational,,,5067.0
1,2008-02-29,269981.387000002,213315.764699999,POINT (-82.74986800025205 35.61512899973324),31.463,3.5975,,Buncombe,{504D3329-0BD2-4DAF-B0E8-4307903FF30F},,2008-02-29,Landslide Hazard Mapping,,60886.0,,Canton,,Unmodified,,Debris,,Slide - translational,,,5030.0
1,2008-02-29,269978.608599998,213369.381000001,POINT (-82.74992100043009 35.615611000219),31.463,3.5975,,Buncombe,{D88DD162-1311-4DFC-9527-EA4CBF3F6B2E},,2008-02-29,Landslide Hazard Mapping,,60887.0,,Canton,,Unmodified,,Debris,,Slide - translational,,,5031.0
1,2008-02-29,269976.4023,213392.556400001,POINT (-82.7499549996801 35.615819000452134),31.463,3.5975,,Buncombe,{DFE0220D-B784-488A-8B60-FCD6BDDB5B61},,2008-02-29,Landslide Hazard Mapping,,60888.0,,Canton,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Flow,,,5032.0
1,2008-02-29,269967.997299999,213194.149700001,POINT (-82.74996499979876 35.614029000035934),31.463,3.5975,,Buncombe,{FF46422A-956C-4778-8B59-78706535037F},,2008-02-29,Landslide Hazard Mapping,,58203.0,,Canton,,Unmodified,,Debris,,Slide - translational,,,556.0
1,2008-02-29,270011.613200001,213319.174199998,POINT (-82.74953600019263 35.61516999957973),31.463,3.5975,,Buncombe,{FC52280E-5030-4A1F-9098-5D6F7E5EBD6B},,2008-02-29,Landslide Hazard Mapping,,58844.0,,Enka,,Road cut,,Debris,,Slide - translational,,,2279.0
1,2008-02-29,270057.140600003,213245.291499998,POINT (-82.74900299967051 35.61452000002749),31.463,3.5975,,Buncombe,{637BF43D-2D2C-4853-9153-D4720CD703A8},,2008-02-29,Landslide Hazard Mapping,,57963.0,,Enka,,Road cut,,Debris,,Slide - translational,,,544.0
1,2008-02-29,269944.726599999,213338.798999999,POINT (-82.75028199991387 35.61532399973916),31.463,3.5975,,Buncombe,{8AB4CE10-F85B-4775-AFFB-6BAF22F6EC7A},,2008-02-29,Landslide Hazard Mapping,,59144.0,,Canton,,Unmodified,,Debris,,Slide - translational,,,5062.0
1,2008-02-29,270060.966300003,213200.1842,POINT (-82.74894199951645 35.614114999894554),31.463,3.5975,,Buncombe,{C191E3E4-8652-41C8-9200-C543F406E398},,2008-02-29,Landslide Hazard Mapping,,58113.0,,Enka,,Road cut,,Debris,,Slide - translational,,,546.0
1,2008-02-29,269947.172200002,213377.119199999,POINT (-82.75027099953458 35.61566999967664),31.463,3.5975,,Buncombe,{309AF1A4-622F-49E8-8851-9E9733431C92},Extremely rapid (>5 m/sec),2008-02-29,Landslide Hazard Mapping,,59145.0,,Canton,,Unmodified,Flow,Debris,Debris,Slide,,,5063.0
1,2008-02-29,269985.797300003,213082.235800002,POINT (-82.74972200048799 35.61302699963483),31.463,3.5975,,Buncombe,{3BD4F417-C1A3-4AA1-A662-B80D95A1E2ED},,2008-02-29,Landslide Hazard Mapping,,58387.0,,Enka,,Road cut,,Debris,,Slide - translational,,,558.0
1,2008-02-29,270043.025200002,213428.340300001,POINT (-82.74923500005666 35.61616399986228),31.463,3.5975,,Buncombe,{96F99A6D-E4FE-45EC-9744-8C8A8DB51A1B},,2008-02-29,Landslide Hazard Mapping,,59146.0,,Enka,,Unmodified,,Debris,,Slide - translational,,,5064.0
1,2008-02-29,270001.057599999,213330.120000001,POINT (-82.74965700055962 35.615265000370904),31.463,3.5975,,Buncombe,{9B0821FC-D50E-4A3D-935E-2869C5F9CC64},,2008-02-29,Landslide Hazard Mapping,,58825.0,,Enka,,Road cut,,Debris,,Slide - translational,,,2300.0
1,2008-02-29,270032.854099996,213312.709600002,POINT (-82.74929899986708 35.615118999792884),31.463,3.5975,,Buncombe,{A9D29B75-3950-470C-9FF1-6737CA50EB61},,2008-02-29,Landslide Hazard Mapping,,58022.0,,Enka,,Road cut,,Rock,,Slide - translational,,,521.0
1,2008-02-29,270047.704300001,213453.808899999,POINT (-82.74919400048667 35.61639499962592),31.463,3.5975,,Buncombe,{4A6BD341-5ACB-4CA7-879D-70919690ED5E},,2008-02-29,Landslide Hazard Mapping,,59274.0,,Enka,,Road cut,,Weathered rock,,Slide - translational,,,5065.0
1,2008-02-29,270053.132299997,213602.258499999,POINT (-82.74919599989896 35.61773399955858),31.463,3.5975,,Buncombe,{388DA286-13B8-4428-8477-A2F888F5B5CC},,2008-02-29,Landslide Hazard Mapping,,59275.0,,Enka,,Road cut,,Debris,,Slide - translational,,,5066.0
1,2008-02-29,270002.640500002,213309.632599998,POINT (-82.74963099945316 35.61508099986058),31.463,3.5975,,Buncombe,{5D2B10C7-291C-46A6-8BCA-4AA41BF077D8},,2008-02-29,Landslide Hazard Mapping,,58843.0,,Enka,,Unmodified,,Debris,,Slide,,,2286.0
1,2008-02-29,270048.679300003,213182.1083,POINT (-82.74907000032047 35.613948000268785),31.463,3.5975,,Buncombe,{95751F43-B469-4A1F-B2CD-394D1C14E4E8},,2008-02-29,Landslide Hazard Mapping,,58202.0,,Enka,,Road cut,,Debris,,Slide - translational,,,555.0
1,2008-03-03,271755.331500001,213528.664900001,POINT (-82.73038799952192 35.61764900037657),26.974,2.4211335,,Buncombe,{25FF2B4E-6977-4C82-96AC-5E2F230E1221},,2008-03-03,Landslide Hazard Mapping,,59353.0,,Enka,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Blowout,,,5077.0
1,2008-03-03,271979.346500002,212448.032200001,POINT (-82.7274690004771 35.607990999939744),25.135,2.3058667,,Buncombe,{8DA6C50C-9C32-4F82-8158-19E5D98B544C},,2008-03-03,Landslide Hazard Mapping,,59282.0,,Enka,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Blowout,,,5073.0
1,2008-03-03,273191.268399999,213253.425099999,POINT (-82.71443400007732 35.6156549996034),25.135,2.3058667,,Buncombe,{DE4EF2CC-A044-4076-90EB-A8C2F7826464},,2008-03-03,Landslide Hazard Mapping,,59354.0,,Enka,Extremely rapid (>5 m/sec),Road cut,,Debris,,Flow,,,5080.0
1,2008-03-12,267444.672200002,218201.662799999,POINT (-82.77990299994235 35.65827099974946),39.291,3.5965002,,Buncombe,{B87520FB-EEB8-44D9-8373-8BE28C9E7D8B},,2008-03-12,Landslide Hazard Mapping,,60890.0,,Sandymush,,Unmodified,,Debris,,Slide,,,5122.0
1,2008-03-12,267495.0185,218179.427999999,POINT (-82.77933799994271 35.65808799977518),39.291,3.5965002,,Buncombe,{D0D75D57-70F4-4EF7-A700-387AD6590E7D},,2008-03-12,Landslide Hazard Mapping,,60891.0,,Sandymush,,Unmodified,,Debris,,Slide,,,5123.0
1,2008-03-18,266109.028099999,218981.285100002,POINT (-82.79497299949963 35.66483400041498),39.291,4.2620335,,Buncombe,{293C000E-EE77-4EAA-A324-BFC1641A14B8},,2008-03-18,Landslide Hazard Mapping,,60898.0,,Sandymush,,Road cut,,Weathered rock,,Slide - translational,,,5148.0
1,2008-03-18,264882.129500002,217402.473999999,POINT (-82.80784599970066 35.650189999676165),39.291,4.2620335,,Buncombe,{B29B3A7E-3660-4230-9805-E90C00CEA9A8},,2008-03-18,Landslide Hazard Mapping,,60895.0,,Sandymush,,Stream bank,,Weathered rock,,Slide - translational,,,5145.0
1,2008-03-18,265964.988499999,218699.912700001,POINT (-82.79644399964664 35.662249999592454),39.291,4.2620335,,Buncombe,{7D182403-2360-4EF8-943B-22CD1B630ED5},,2008-03-18,Landslide Hazard Mapping,,60896.0,,Sandymush,,Road cut,,Weathered rock,,Slide - translational,,,5146.0
1,2008-03-18,266104.169799998,218937.172800001,POINT (-82.79500800039786 35.664434999685746),39.291,4.2620335,,Buncombe,{1ACD8835-830C-46E0-A46F-91132D6D33BD},,2008-03-18,Landslide Hazard Mapping,,60897.0,,Sandymush,,Road cut,,Weathered rock,,Slide - translational,,,5147.0
1,2008-03-18,266010.9344,219597.661200002,POINT (-82.79631600017716 35.67035199991782),39.291,4.2620335,,Buncombe,{3FA5E303-1125-4890-9368-D5F70D679938},,2008-03-18,Landslide Hazard Mapping,,60892.0,,Sandymush,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Flow,,,5136.0
1,2008-03-18,264848.489299998,217807.999200001,POINT (-82.80838900025938 35.65383100017196),39.291,4.2620335,,Buncombe,{AE37B540-5014-4DBC-ADF0-88F078DC6928},,2008-03-18,Landslide Hazard Mapping,,60894.0,,Sandymush,,Stream bank,,Weathered rock,,Slide - translational,,,5144.0
1,2008-03-18,265263.659599997,218755.196400002,POINT (-82.80420799956475 35.66250599958235),39.291,4.2620335,,Buncombe,{070BC1B0-858F-43DD-BBE0-7B6C8C43F19F},,2008-03-18,Landslide Hazard Mapping,,60900.0,,Sandymush,Extremely rapid (>5 m/sec),Unmodified,,Earth,,Blowout,,,5153.0
1,2008-03-18,266460.595399998,219501.530900002,POINT (-82.79131200052622 35.66964099980326),39.291,4.2620335,,Buncombe,{F58078CD-0245-497D-B34D-990B70FC7991},,2008-03-18,Landslide Hazard Mapping,,60899.0,,Sandymush,,Road cut,,Weathered rock,,Slide - translational,,,5149.0
1,2008-03-18,266020.921999998,219593.504299998,POINT (-82.7962039995822 35.67031799998435),39.291,4.2620335,,Buncombe,{411BDA88-5831-4356-B597-E5D2DD258EE6},,2008-03-18,Landslide Hazard Mapping,,60893.0,,Sandymush,Extremely rapid (>5 m/sec),Unmodified,,Debris,,Flow,,,5137.0
1,2008-03-20,268455.310000002,220493.6754,POINT (-82.76970999966723 35.679262000190356),39.737,3.4235666,,Buncombe,{A273A803-4410-4608-BE6E-369E366F5CEB},,2008-03-20,Landslide Hazard Mapping,,58176.0,,Sandymush,,Road embankment,,Debris,,Slide - rotational,,,665.0
1,2008-03-20,262189.538099997,220666.302900001,POINT (-82.83895300011058 35.67865299955513),38.611,3.2720335,,Buncombe,{88E1A3E5-F660-4BA3-845F-8C9A17E65826},,2008-03-20,Landslide Hazard Mapping,,60904.0,,Sandymush,,Unmodified,,Debris,,Slide - translational,,,5192.0
1,2008-03-20,262529.643399999,216118.591699999,POINT (-82.8332590000269 35.63780999962055),38.086,3.2076333,,Buncombe,{E1BE4FB9-022B-4218-ABEC-2F408A4D5834},,2008-03-20,Landslide Hazard Mapping,,60902.0,,Sandymush,,Unmodified,,Weathered rock,,Slide - translational,,,5186.0
1,2008-03-20,261898.313500002,220790.599100001,POINT (-82.8422209996461 35.67967100020259),38.611,3.2720335,,Buncombe,{1A678EC5-548B-405B-9687-06130F2BEFCA},,2008-03-20,Landslide Hazard Mapping,,60908.0,,Sandymush,,Unmodified,,Debris,,Slide,,,5196.0
1,2008-03-20,262041.816399999,220833.1171,POINT (-82.84065500037626 35.6801040001036),38.611,3.2720335,,Buncombe,{77746553-7DC5-47D1-942E-2EE13581225C},,2008-03-20,Landslide Hazard Mapping,,60906.0,,Sandymush,,Unmodified,,Debris,,Slide,,,5194.0
1,2008-03-20,268439.044200003,220470.867699999,POINT (-82.76987999985735 35.67905099982833),39.737,3.4235666,,Buncombe,{FCCC123A-F0A3-490D-90B4-113FACCA0217},,2008-03-20,Landslide Hazard Mapping,,60901.0,,Sandymush,,Road embankment,,Debris,,Slide,,,5170.0
1,2008-03-20,262010.469265547,220827.733355767,POINT (-82.84099875100044 35.68004457940266),38.611,3.2720335,,Buncombe,{6055D97C-94E2-4D04-9DD3-DEBF8A504AB2},,2008-03-20,Landslide Hazard Mapping,,60905.0,,Sandymush,,Unmodified,,Debris,,Slide,,,5193.0
1,2008-03-20,261893.869400002,220682.854699999,POINT (-82.84222400010694 35.67869899983955),38.611,3.2720335,,Buncombe,{37CA38FF-4F30-4C04-AE18-54029107D5D1},,2008-03-20,Landslide Hazard Mapping,,60909.0,,Sandymush,,Unmodified,,Earth,,Slide,,,5197.0
1,2008-03-20,261967.2764,220842.775199998,POINT (-82.84148199982927 35.68016499959671),38.611,3.2720335,,Buncombe,{8B82985F-F8FB-42E6-9801-5569F90F1D36},Extremely rapid (>5 m/sec),2008-03-20,Landslide Hazard Mapping,,60907.0,,Sandymush,,Unmodified,Flow,Debris,Debris,Slide,,,5195.0
1,2008-03-20,263835.151299998,216892.151500002,POINT (-82.81918299999697 35.645231000149025),38.086,3.2076333,,Buncombe,{2E11E81E-F9D5-472B-B481-8120CB02ECD2},,2008-03-20,Landslide Hazard Mapping,,58823.0,,Sandymush,,Unmodified,,Weathered rock,,Slide - translational,,,5178.0
1,2008-04-07,293278.329259848,200751.357855296,POINT (-82.4879852165674 35.509602348824885),20.466,3.4472337,,Buncombe,{B1152BF6-4E10-4CB2-B342-56384D38BF0D},,2008-04-07,Landslide Hazard Mapping,,60911.0,,Oteen,,Road cut,,Debris,,Slide - translational,,,5220.0
1,2008-04-07,293250.240599997,200894.171500001,POINT (-82.48834999996086 35.5108800000052),20.466,3.4472337,,Buncombe,{62A7CD23-396B-4209-82E8-1CFF54E36178},,2008-04-07,Landslide Hazard Mapping,,60910.0,,Oteen,,Road embankment,,Debris,,Slide - translational,,,5219.0
