X,Y,OBJECTID,Process_ID,Project,County,Quad,Col_Date,Mvmnt_Date,SM_State,SM_Rate_1,SM_Mat_1,SM_Type_1,SM_Rate_2,SM_Mat_2,SM_Type_2,Slp_Config,Fatalities,Confidence,MapMethod,GlobalID,Sort_Date,IsLandslide,Avg_Rainfall_30day,Max_Rainfall_30day,Max_Rainfall_3day,R1d,R3d,R7d,R30d,API_14
282443.089345855,221376.021416519,61419.0,201703310001.0,Geohazards,Buncombe,Weaverville,2017-03-31,,Inactive,Extremely rapid (>5 m/sec),Rock,Slide,,,,Road cut,,,,{86BCC534-9FF6-4ED0-9429-04825F576CDD},2017-03-31,1,2.6923333326975505,18.680999755859375,13.861000061035156,0.0,13.861000061035156,16.15500009059906,80.76999998092651,33.73668530036068
295569.701691854,208980.027407448,61420.0,20704030001.0,Geohazards,Buncombe,Oteen,2017-04-02,,Inactive,Very slow (>16 mm/yr),Debris,Slide,,,,Road embankment,,,,{74F29166-0AF7-4604-A74F-785EBA954B15},2017-04-02,1,3.239300025937458,39.20600128173828,39.20600128173828,0.3370000123977661,39.54300129413605,57.012001156806946,97.17900077812374,61.59500226183666
296036.679276733,219674.888286467,61432.0,20170901001.0,Geohazards,Buncombe,Craggy Pinnacle,2017-09-01,,Inactive,,Debris,Slide,,,,Unmodified,,,,{A9487F5D-E4E4-45F2-A677-E7B6845D9646},2017-09-01,1,3.271599989881118,23.468000411987305,7.77400016784668,7.77400016784668,7.77400016784668,7.77400016784668,98.14799969643354,30.79718450429388
296039.343023068,219554.092170911,61433.0,20170901002.0,Geohazards,Buncombe,Craggy Pinnacle,2017-09-01,,Inactive,,Debris,Slide,,,,Unmodified,,,,{8CB674FE-B65A-4DDD-B1B8-313D6B823F71},2017-09-01,1,3.271599989881118,23.468000411987305,7.77400016784668,7.77400016784668,7.77400016784668,7.77400016784668,98.14799969643354,30.79718450429388
294105.708358786,219387.756904371,61434.0,20170901003.0,Geohazards,Buncombe,Craggy Pinnacle,2017-09-01,,Inactive,,Debris,Slide,,,,Unmodified,,,,{4F04E205-D3C9-4AC7-BBD3-7CCC363A077C},2017-09-01,1,3.045366665845116,22.81399917602539,5.8470001220703125,5.8470001220703125,5.9090001210570335,5.9260001219809055,91.36099997535348,27.212391654388636
288113.294022767,194002.916225691,61441.0,20170915001.0,Geohazards,Buncombe,Skyland,2017-09-15,,Active,Slow (>1.6 m/yr),Earth,Slide,Slow (>1.6 m/yr),Debris,,Embankment - Not road related,,,,{58CC4DCA-26F1-4985-A0F9-8CC1F1C809AE},2017-09-15,1,5.083133418361346,34.82600021362305,34.512001037597656,0.0,37.458001136779785,37.458001136779785,152.49400255084038,82.64341090556944
288838.666378573,211483.357881119,61446.0,20171023001.0,Geohazards,Buncombe,Asheville,2017-10-23,,Active,Very rapid (>3 m/min),Debris,Slide,,,Flow,Road embankment,,,,{1F0D013D-3315-4F75-B038-DA19363E83C3},2017-10-23,1,2.14593332807223,39.007999420166016,0.0,0.0,0.0,6.316999912261963,64.3779998421669,24.125578949821843
287847.005825425,209499.271973898,61450.0,20180210001.0,Geohazards,Buncombe,Asheville,2018-02-10,,Active,Very rapid (>3 m/min),Weathered rock,Slide,,,,Cut slope - Not road related,,,,{22C6394A-B063-4307-A29F-5AC54E208891},2018-02-10,1,3.5708666414022447,43.23899841308594,12.498000144958496,0.0,16.273000240325928,28.646000623703003,107.12599924206734,40.97319832256963
300448.110850436,215248.331511158,61472.0,20180323002.0,Geohazards,Buncombe,Craggy Pinnacle,2018-03-23,,Inactive - stabilized,,Debris,Slide,,,,Road embankment,,,,{09696E3E-965C-47B9-8CC1-3770440C169C},2018-03-23,1,2.616099977865815,23.816999435424805,4.177999973297119,1.8600000143051147,10.215000033378601,11.428000092506409,78.48299933597445,29.674802125205815
286342.506832667,217385.879981303,61477.0,20180402001.0,Landslide Hazard Mapping,Buncombe,Weaverville,2018-04-02,,Inactive,Rapid (>1.8 m/hr),Debris,Slide,,,,Stream bank,,,,{ACB8DFF5-A8B6-4522-8038-C96C5718493E},2018-04-02,1,1.8115333035510655,14.595999717712402,4.718999862670898,0.0,4.737999862059951,4.75399986281991,54.34599910653196,24.137568576431352
