X,Y,OBJECTID,Process_ID,Project,County,Quad,Col_Date,Mvmnt_Date,SM_State,SM_Rate_1,SM_Mat_1,SM_Type_1,SM_Rate_2,SM_Mat_2,SM_Type_2,Slp_Config,Fatalities,Confidence,MapMethod,GlobalID,geometry,Sort_Date,IsLandslide
319973.415399998,202527.3563,60781.0,4456.0,Landslide Hazard Mapping,Buncombe,Moffitt Hill,2007-04-09,,,,Debris,Slide,,,,Road cut,,,,{6E54B4EA-47C0-4F0B-A7D2-EA2D9E2AB7AD},POINT (319973.415399998 202527.3563),2007-04-09 00:00:00,1
319941.108400002,202538.385899998,60780.0,4455.0,Landslide Hazard Mapping,Buncombe,Moffitt Hill,2007-04-09,,,,Debris,Slide,,,,Road cut,,,,{F002FB32-332D-419D-A2D7-C8183E92E0C2},POINT (319941.108400002 202538.385899998),2007-04-09 00:00:00,1
318012.439125623,202369.548917982,60627.0,5643.0,Landslide Hazard Mapping,Buncombe,Moffitt Hill,2007-04-09,,,,Debris,Slide,,,,Road embankment,,,,{74D6958B-21CA-4390-944A-3F10D05E1715},POINT (318012.439125623 202369.548917982),2007-04-09 00:00:00,1
279592.729900002,202972.804900002,59223.0,4968.0,Landslide Hazard Mapping,Buncombe,Enka,2008-01-30,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{0F45D2C8-AF65-4591-AC3A-998D84D65FDE},POINT (279592.729900002 202972.804900002),2008-01-30 00:00:00,1
277239.877700001,205733.063299999,59258.0,4974.0,Landslide Hazard Mapping,Buncombe,Enka,2008-01-30,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D8AC76A9-CCA4-4C37-B3E5-B12362D9E1E9},POINT (277239.877700001 205733.063299999),2008-01-30 00:00:00,1
266751.9749,199541.735100001,60879.0,4992.0,Landslide Hazard Mapping,Buncombe,Cruso,2008-02-02,,,,Debris,Slide,,,,Unmodified,,,,{17EA1E45-1635-4F17-9F5B-06841EBE17DC},POINT (266751.9749 199541.735100001),2008-02-02 00:00:00,1
273336.802000001,198733.800299998,60656.0,4983.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-05,,,,Debris,Slide,,,,Road embankment,,,,{1DC61862-5554-4928-BDF5-9D0B7066DC43},POINT (273336.802000001 198733.800299998),2008-02-05 00:00:00,1
275190.448100001,197917.515700001,60883.0,5003.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-05,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{A1B00D4E-EAF3-4AFF-A097-05AF9C3DBB6F},POINT (275190.448100001 197917.515700001),2008-02-05 00:00:00,1
273278.821099997,198647.377599999,60040.0,4982.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-05,,,,Debris,Slide,,,,Road cut,,,,{A6C9C915-1F10-428E-A725-C7BFA5D9525E},POINT (273278.821099997 198647.377599999),2008-02-05 00:00:00,1
266772.209600002,197438.532400001,60881.0,4997.0,Landslide Hazard Mapping,Buncombe,Cruso,2008-02-07,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{B7C43B22-2793-4D71-9809-98D46EFBE127},POINT (266772.209600002 197438.532400001),2008-02-07 00:00:00,1
274977.972999997,197375.4549,58813.0,5043.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-14,,,,Debris,Slide,,,,Road embankment,,,,{2621EDC9-6B72-472E-B801-64607A3DBA47},POINT (274977.972999997 197375.4549),2008-02-14 00:00:00,1
270152.894000001,208164.583700001,60884.0,5024.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-15,,,,Debris,Slide,,,,Road cut,,,,{EDF68225-F00A-4DC5-8825-DB108FD46A56},POINT (270152.894000001 208164.583700001),2008-02-15 00:00:00,1
271874.306900002,207671.903999999,60889.0,5033.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-15,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D493CBD7-C130-49E5-8471-1D891992A3C8},POINT (271874.306900002 207671.903999999),2008-02-15 00:00:00,1
272702.465899996,210829.794399999,60885.0,5027.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-19,,,,Rock,Slide - translational,,,,Road cut,,,,{D3E41D13-CF92-43BD-B29E-FF52B0594FFC},POINT (272702.465899996 210829.794399999),2008-02-19 00:00:00,1
267434.192400001,209646.487599999,58816.0,5054.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide - translational,,,,Road cut,,,,{2CFA0B25-574D-461F-A8F9-897ACBCF8991},POINT (267434.192400001 209646.487599999),2008-02-25 00:00:00,1
267427.415899999,209628.094300002,58815.0,5053.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide - translational,,,,Road cut,,,,{22A412A4-F2D8-4835-B095-E64E4365E8EC},POINT (267427.415899999 209628.094300002),2008-02-25 00:00:00,1
267429.103500001,209605.7152,58814.0,5052.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide - translational,,,,Road cut,,,,{59E8634F-8678-447E-9ECE-48E7AF4EFF1D},POINT (267429.103500001 209605.7152),2008-02-25 00:00:00,1
267439.245499998,209621.982099999,58817.0,5055.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide,,,,Road embankment,,,,{9A454C8E-E590-483C-AC56-155BC0A54C7C},POINT (267439.245499998 209621.982099999),2008-02-25 00:00:00,1
267436.547499999,209686.920000002,59142.0,5056.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-25,,,,Debris,Slide - translational,,,,Road cut,,,,{735AFDC8-F08A-4B6E-AAF2-E0EB55D26070},POINT (267436.547499999 209686.920000002),2008-02-25 00:00:00,1
270050.686300002,213667.075199999,59276.0,5067.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{B6531ABA-68AF-4DEB-983B-BC2F5DB7BC3E},POINT (270050.686300002 213667.075199999),2008-02-29 00:00:00,1
269981.387000002,213315.764699999,60886.0,5030.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{504D3329-0BD2-4DAF-B0E8-4307903FF30F},POINT (269981.387000002 213315.764699999),2008-02-29 00:00:00,1
269978.608599998,213369.381000001,60887.0,5031.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{D88DD162-1311-4DFC-9527-EA4CBF3F6B2E},POINT (269978.608599998 213369.381000001),2008-02-29 00:00:00,1
269976.4023,213392.556400001,60888.0,5032.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{DFE0220D-B784-488A-8B60-FCD6BDDB5B61},POINT (269976.4023 213392.556400001),2008-02-29 00:00:00,1
269967.997299999,213194.149700001,58203.0,556.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{FF46422A-956C-4778-8B59-78706535037F},POINT (269967.997299999 213194.149700001),2008-02-29 00:00:00,1
270011.613200001,213319.174199998,58844.0,2279.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{FC52280E-5030-4A1F-9098-5D6F7E5EBD6B},POINT (270011.613200001 213319.174199998),2008-02-29 00:00:00,1
270057.140600003,213245.291499998,57963.0,544.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{637BF43D-2D2C-4853-9153-D4720CD703A8},POINT (270057.140600003 213245.291499998),2008-02-29 00:00:00,1
269944.726599999,213338.798999999,59144.0,5062.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{8AB4CE10-F85B-4775-AFFB-6BAF22F6EC7A},POINT (269944.726599999 213338.798999999),2008-02-29 00:00:00,1
270060.966300003,213200.1842,58113.0,546.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{C191E3E4-8652-41C8-9200-C543F406E398},POINT (270060.966300003 213200.1842),2008-02-29 00:00:00,1
269947.172200002,213377.119199999,59145.0,5063.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{309AF1A4-622F-49E8-8851-9E9733431C92},POINT (269947.172200002 213377.119199999),2008-02-29 00:00:00,1
269985.797300003,213082.235800002,58387.0,558.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{3BD4F417-C1A3-4AA1-A662-B80D95A1E2ED},POINT (269985.797300003 213082.235800002),2008-02-29 00:00:00,1
270043.025200002,213428.340300001,59146.0,5064.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{96F99A6D-E4FE-45EC-9744-8C8A8DB51A1B},POINT (270043.025200002 213428.340300001),2008-02-29 00:00:00,1
270001.057599999,213330.120000001,58825.0,2300.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{9B0821FC-D50E-4A3D-935E-2869C5F9CC64},POINT (270001.057599999 213330.120000001),2008-02-29 00:00:00,1
270032.854099996,213312.709600002,58022.0,521.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Rock,Slide - translational,,,,Road cut,,,,{A9D29B75-3950-470C-9FF1-6737CA50EB61},POINT (270032.854099996 213312.709600002),2008-02-29 00:00:00,1
270047.704300001,213453.808899999,59274.0,5065.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{4A6BD341-5ACB-4CA7-879D-70919690ED5E},POINT (270047.704300001 213453.808899999),2008-02-29 00:00:00,1
270053.132299997,213602.258499999,59275.0,5066.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{388DA286-13B8-4428-8477-A2F888F5B5CC},POINT (270053.132299997 213602.258499999),2008-02-29 00:00:00,1
270002.640500002,213309.632599998,58843.0,2286.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide,,,,Unmodified,,,,{5D2B10C7-291C-46A6-8BCA-4AA41BF077D8},POINT (270002.640500002 213309.632599998),2008-02-29 00:00:00,1
270048.679300003,213182.1083,58202.0,555.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{95751F43-B469-4A1F-B2CD-394D1C14E4E8},POINT (270048.679300003 213182.1083),2008-02-29 00:00:00,1
271755.331500001,213528.664900001,59353.0,5077.0,Landslide Hazard Mapping,Buncombe,Enka,2008-03-03,,,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,,,,{25FF2B4E-6977-4C82-96AC-5E2F230E1221},POINT (271755.331500001 213528.664900001),2008-03-03 00:00:00,1
271979.346500002,212448.032200001,59282.0,5073.0,Landslide Hazard Mapping,Buncombe,Enka,2008-03-03,,,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,,,,{8DA6C50C-9C32-4F82-8158-19E5D98B544C},POINT (271979.346500002 212448.032200001),2008-03-03 00:00:00,1
273191.268399999,213253.425099999,59354.0,5080.0,Landslide Hazard Mapping,Buncombe,Enka,2008-03-03,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road cut,,,,{DE4EF2CC-A044-4076-90EB-A8C2F7826464},POINT (273191.268399999 213253.425099999),2008-03-03 00:00:00,1
267444.672200002,218201.662799999,60890.0,5122.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-12,,,,Debris,Slide,,,,Unmodified,,,,{B87520FB-EEB8-44D9-8373-8BE28C9E7D8B},POINT (267444.672200002 218201.662799999),2008-03-12 00:00:00,1
267495.0185,218179.427999999,60891.0,5123.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-12,,,,Debris,Slide,,,,Unmodified,,,,{D0D75D57-70F4-4EF7-A700-387AD6590E7D},POINT (267495.0185 218179.427999999),2008-03-12 00:00:00,1
266109.028099999,218981.285100002,60898.0,5148.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{293C000E-EE77-4EAA-A324-BFC1641A14B8},POINT (266109.028099999 218981.285100002),2008-03-18 00:00:00,1
264882.129500002,217402.473999999,60895.0,5145.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,,Weathered rock,Slide - translational,,,,Stream bank,,,,{B29B3A7E-3660-4230-9805-E90C00CEA9A8},POINT (264882.129500002 217402.473999999),2008-03-18 00:00:00,1
265964.988499999,218699.912700001,60896.0,5146.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{7D182403-2360-4EF8-943B-22CD1B630ED5},POINT (265964.988499999 218699.912700001),2008-03-18 00:00:00,1
266104.169799998,218937.172800001,60897.0,5147.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{1ACD8835-830C-46E0-A46F-91132D6D33BD},POINT (266104.169799998 218937.172800001),2008-03-18 00:00:00,1
266010.9344,219597.661200002,60892.0,5136.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{3FA5E303-1125-4890-9368-D5F70D679938},POINT (266010.9344 219597.661200002),2008-03-18 00:00:00,1
264848.489299998,217807.999200001,60894.0,5144.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,,Weathered rock,Slide - translational,,,,Stream bank,,,,{AE37B540-5014-4DBC-ADF0-88F078DC6928},POINT (264848.489299998 217807.999200001),2008-03-18 00:00:00,1
265263.659599997,218755.196400002,60900.0,5153.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,Extremely rapid (>5 m/sec),Earth,Blowout,,,,Unmodified,,,,{070BC1B0-858F-43DD-BBE0-7B6C8C43F19F},POINT (265263.659599997 218755.196400002),2008-03-18 00:00:00,1
266460.595399998,219501.530900002,60899.0,5149.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{F58078CD-0245-497D-B34D-990B70FC7991},POINT (266460.595399998 219501.530900002),2008-03-18 00:00:00,1
266020.921999998,219593.504299998,60893.0,5137.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-18,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{411BDA88-5831-4356-B597-E5D2DD258EE6},POINT (266020.921999998 219593.504299998),2008-03-18 00:00:00,1
268455.310000002,220493.6754,58176.0,665.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Debris,Slide - rotational,,,,Road embankment,,,,{A273A803-4410-4608-BE6E-369E366F5CEB},POINT (268455.310000002 220493.6754),2008-03-20 00:00:00,1
262189.538099997,220666.302900001,60904.0,5192.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Debris,Slide - translational,,,,Unmodified,,,,{88E1A3E5-F660-4BA3-845F-8C9A17E65826},POINT (262189.538099997 220666.302900001),2008-03-20 00:00:00,1
262529.643399999,216118.591699999,60902.0,5186.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Weathered rock,Slide - translational,,,,Unmodified,,,,{E1BE4FB9-022B-4218-ABEC-2F408A4D5834},POINT (262529.643399999 216118.591699999),2008-03-20 00:00:00,1
261898.313500002,220790.599100001,60908.0,5196.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Debris,Slide,,,,Unmodified,,,,{1A678EC5-548B-405B-9687-06130F2BEFCA},POINT (261898.313500002 220790.599100001),2008-03-20 00:00:00,1
262041.816399999,220833.1171,60906.0,5194.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Debris,Slide,,,,Unmodified,,,,{77746553-7DC5-47D1-942E-2EE13581225C},POINT (262041.816399999 220833.1171),2008-03-20 00:00:00,1
268439.044200003,220470.867699999,60901.0,5170.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Debris,Slide,,,,Road embankment,,,,{FCCC123A-F0A3-490D-90B4-113FACCA0217},POINT (268439.044200003 220470.867699999),2008-03-20 00:00:00,1
262010.469265547,220827.733355767,60905.0,5193.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Debris,Slide,,,,Unmodified,,,,{6055D97C-94E2-4D04-9DD3-DEBF8A504AB2},POINT (262010.469265547 220827.733355767),2008-03-20 00:00:00,1
261893.869400002,220682.854699999,60909.0,5197.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Earth,Slide,,,,Unmodified,,,,{37CA38FF-4F30-4C04-AE18-54029107D5D1},POINT (261893.869400002 220682.854699999),2008-03-20 00:00:00,1
261967.2764,220842.775199998,60907.0,5195.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{8B82985F-F8FB-42E6-9801-5569F90F1D36},POINT (261967.2764 220842.775199998),2008-03-20 00:00:00,1
263835.151299998,216892.151500002,58823.0,5178.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,,,,Weathered rock,Slide - translational,,,,Unmodified,,,,{2E11E81E-F9D5-472B-B481-8120CB02ECD2},POINT (263835.151299998 216892.151500002),2008-03-20 00:00:00,1
293278.329259848,200751.357855296,60911.0,5220.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-04-07,,,,Debris,Slide - translational,,,,Road cut,,,,{B1152BF6-4E10-4CB2-B342-56384D38BF0D},POINT (293278.329259848 200751.357855296),2008-04-07 00:00:00,1
293250.240599997,200894.171500001,60910.0,5219.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-04-07,,,,Debris,Slide - translational,,,,Road embankment,,,,{62A7CD23-396B-4209-82E8-1CFF54E36178},POINT (293250.240599997 200894.171500001),2008-04-07 00:00:00,1
293518.600500002,200637.643599998,60914.0,5244.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-04-07,,,,Debris,Slide - translational,,,,Embankment - Not road related,,,,{7E11E733-F760-4AF8-8E8D-0469FAD52336},POINT (293518.600500002 200637.643599998),2008-04-07 00:00:00,1
296790.754299998,203170.538400002,60913.0,5243.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-04-08,,,,Weathered rock,Slide,,,,Road cut,,,,{F161DAC4-4742-45D1-9CB9-1AC6E7144230},POINT (296790.754299998 203170.538400002),2008-04-08 00:00:00,1
296753.367700003,203157.4078,60912.0,5242.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-04-08,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{ABDE7211-B481-4BB3-8DF1-12FBECA8DF0E},POINT (296753.367700003 203157.4078),2008-04-08 00:00:00,1
295265.719400004,203206.709199999,60915.0,5246.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-04-17,,,,Debris,Slide - translational,,,,Road cut,,,,{BBA53249-2C0C-4674-B019-1F48342106B2},POINT (295265.719400004 203206.709199999),2008-04-17 00:00:00,1
295505.634800002,203479.728,58850.0,5649.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-04-17,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{FD661C30-D6F0-4119-9AF2-0F25BB9ACDE2},POINT (295505.634800002 203479.728),2008-04-17 00:00:00,1
303799.397524657,221300.897550773,61375.0,201608180002.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2008-04-23,,Inactive - stabilized,Very slow (>16 mm/yr),Debris,Slide,,,,Road embankment,,,,{842E6D99-A00D-4538-AC30-C7ABA958CCCE},POINT (303799.397524657 221300.897550773),2008-04-23 00:00:00,1
296993.758400001,205369.480599999,59343.0,5280.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-05-02,,,,Debris,Slide,,,,Road cut,,,,{6B1CAAD3-CBA1-4564-9436-D4EF7D8A7EA9},POINT (296993.758400001 205369.480599999),2008-05-02 00:00:00,1
297318.707000002,205040.496599998,59342.0,5279.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-05-02,,,,Debris,Slide,,,,Road cut,,,,{B3132718-1DF6-41CD-8E45-7AA4C7CAB50D},POINT (297318.707000002 205040.496599998),2008-05-02 00:00:00,1
287462.722999997,207309.548599999,60916.0,5247.0,Landslide Hazard Mapping,Buncombe,Asheville,2008-05-09,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{CB1EA0DD-F08A-48B1-BF6C-4A973FD5022F},POINT (287462.722999997 207309.548599999),2008-05-09 00:00:00,1
300517.986400001,205113.4815,59344.0,5277.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-05-12,,,,Rock,Slide - translational,,,,Road cut,,,,{784A459F-48C5-436E-924D-A0C219B9612B},POINT (300517.986400001 205113.4815),2008-05-12 00:00:00,1
301058.217699997,206489.137899999,59345.0,5286.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-05-16,,,,Debris,Slide,,,,Road embankment,,,,{275D0049-77D2-4B59-B10C-A63C20796709},POINT (301058.217699997 206489.137899999),2008-05-16 00:00:00,1
293909.478100002,218085.186700001,59447.0,5341.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,2008-05-28,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{1CA08478-F865-4A73-971B-6AABA62B5ED0},POINT (293909.478100002 218085.186700001),2008-05-28 00:00:00,1
294042.049999997,218357.054099999,59448.0,5342.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,2008-05-28,,,,Debris,Slide,,,,Stream bank,,,,{6821E828-7794-4160-83A0-F81853647AC7},POINT (294042.049999997 218357.054099999),2008-05-28 00:00:00,1
303291.605700001,215757.0057,59350.0,5309.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,2008-06-10,,,,Debris,Slide - translational,,,,Unmodified,,,,{5AC855E8-928C-4317-A594-C70E3AAE9D19},POINT (303291.605700001 215757.0057),2008-06-10 00:00:00,1
295407.023599997,225511.904300001,58904.0,5311.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,2008-06-12,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{AD7C2688-143C-4371-90E9-F7A9CA70E483},POINT (295407.023599997 225511.904300001),2008-06-12 00:00:00,1
296246.235799998,225194.9318,58905.0,5314.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,2008-06-17,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{F0DB6C48-1B66-4EC3-BBAA-48C09A86E45F},POINT (296246.235799998 225194.9318),2008-06-17 00:00:00,1
302154.211199999,223446.800799999,59449.0,5343.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,2008-06-23,,,,Debris,Slide,,,,Road embankment,,,,{6B6CFFFD-F96F-45CF-A747-763CD9DC60D1},POINT (302154.211199999 223446.800799999),2008-06-23 00:00:00,1
296269.931100003,228713.737500001,59351.0,5316.0,Landslide Hazard Mapping,Buncombe,Barnardsville,2008-06-25,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{65F254DD-DEDD-47B5-BBEC-723EFAC0917B},POINT (296269.931100003 228713.737500001),2008-06-25 00:00:00,1
296247.481899999,228672.003899999,59446.0,5317.0,Landslide Hazard Mapping,Buncombe,Barnardsville,2008-06-25,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{1DAFCDBD-573A-4A9F-ABF9-B3322D4B1176},POINT (296247.481899999 228672.003899999),2008-06-25 00:00:00,1
300484.553300001,233787.068399999,59526.0,5362.0,Landslide Hazard Mapping,Buncombe,Barnardsville,2008-06-30,,Inactive - dormant,Extremely slow (<16 mm/yr),Debris,Slide - rotational,,,,Unmodified,,,,{01504657-3D84-47CA-9E99-240B6418D800},POINT (300484.553300001 233787.068399999),2008-06-30 00:00:00,1
300827.453599997,233842.304400001,59527.0,5363.0,Landslide Hazard Mapping,Buncombe,Barnardsville,2008-06-30,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{FF8147D4-30D3-420D-B5B0-06FB2E781C5C},POINT (300827.453599997 233842.304400001),2008-06-30 00:00:00,1
297406.575366076,231632.982416316,59522.0,5369.0,Landslide Hazard Mapping,Buncombe,Barnardsville,2008-07-15,,Active,Very slow (>16 mm/yr),Debris,Slide - rotational,,,,Unmodified,,,,{DAA6C92E-A591-419D-ADEC-6D7131FDA2DA},POINT (297406.575366076 231632.982416316),2008-07-15 00:00:00,1
305517.819499999,232452.343800001,59524.0,5371.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-16,,,,Debris,Slide,,,,Road cut,,,,{4254660D-ACB7-422F-BD86-22E23A703C5E},POINT (305517.819499999 232452.343800001),2008-07-16 00:00:00,1
305573.038800001,232459.2412,59525.0,5372.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-16,,,,Debris,Slide,,,,Road cut,,,,{3D2A2D72-7231-42EB-B9DF-0260F45A8031},POINT (305573.038800001 232459.2412),2008-07-16 00:00:00,1
305607.573600002,232509.579,59528.0,5373.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-16,,,,Debris,Slide,,,,Road cut,,,,{5AA9A5FC-E404-4754-8D88-30E690C187BB},POINT (305607.573600002 232509.579),2008-07-16 00:00:00,1
305705.297300003,232516.479600001,59529.0,5374.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-16,,,,Debris,Slide,,,,Road cut,,,,{476A55C9-1D1F-4B8D-A9A7-2843D2990F67},POINT (305705.297300003 232516.479600001),2008-07-16 00:00:00,1
306003.361599997,232649.697000001,59530.0,5375.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-16,,,,Debris,Slide,,,,Road cut,,,,{D7BB6E44-9226-4C8A-9AA4-56A4AE152E5A},POINT (306003.361599997 232649.697000001),2008-07-16 00:00:00,1
305971.809299998,232479.033100002,59531.0,5376.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-16,,,,Debris,Slide,,,,Road cut,,,,{EA9FA635-13F8-4EE4-9862-8CE924C5570E},POINT (305971.809299998 232479.033100002),2008-07-16 00:00:00,1
305455.534900002,232466.445099998,59523.0,5370.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-16,,,,Debris,Slide,,,,Road cut,,,,{33B9CB68-E69F-4E9C-8356-EB8E86396127},POINT (305455.534900002 232466.445099998),2008-07-16 00:00:00,1
306223.857799999,232684.973200001,59532.0,5377.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-17,,,,Debris,Slide,,,,Road cut,,,,{7473A2E2-CD53-402F-8F9E-8E172C17F673},POINT (306223.857799999 232684.973200001),2008-07-17 00:00:00,1
306380.304399997,232722.309300002,59533.0,5378.0,Landslide Hazard Mapping,Buncombe,Mount Mitchell,2008-07-17,,,,Debris,Slide,,,,Road cut,,,,{EE2845DF-FF92-44F1-86F9-D9C170DEB674},POINT (306380.304399997 232722.309300002),2008-07-17 00:00:00,1
