X,Y,OBJECTID,Process_ID,Project,County,Quad,Col_Date,Mvmnt_Date,SM_State,SM_Rate_1,SM_Mat_1,SM_Type_1,SM_Rate_2,SM_Mat_2,SM_Type_2,Slp_Config,Fatalities,Confidence,MapMethod,GlobalID,geometry,Sort_Date,IsLandslide
318626.112300001,202637.203299999,57942.0,650.0,Landslide Hazard Mapping,Buncombe,Moffitt Hill,1990-06-05,,,,Earth,Slide,,,,Road cut,,,,{8AE25A50-98BA-41CA-943A-113608FFEBA1},POINT (318626.112300001 202637.203299999),1990-06-05 00:00:00,1
275079.193000004,225903.812899999,58193.0,680.0,Landslide Hazard Mapping,Buncombe,Leicester,1990-08-30,,,,Earth,Slide - rotational,,,,Road embankment,,,,{A5FB6A55-515C-4B25-A69B-72A25DEC94A6},POINT (275079.193000004 225903.812899999),1990-08-30 00:00:00,1
309606.524300002,225251.915600002,57878.0,68.0,Blue Ridge Parkway,Buncombe,Montreat,2004-05-12,1995-10-04 05:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{A6312A34-7BD9-4531-9B7B-9AAE65925F41},POINT (309606.524300002 225251.915600002),1995-10-04 05:00:00,1
301086.2478,220467.2366,58033.0,17.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2003-04-25,,,,Rock,Slide - translational,,,,Road cut,,,,{157BF64E-79EE-4F00-B4D1-ED64730F7633},POINT (301086.2478 220467.2366),2003-04-25 00:00:00,1
296335.122900002,217650.357000001,58897.0,2271.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2003-09-30,,,,Debris,Slide,,,,Road cut,,,,{33E76FB8-D393-4E14-9B20-2603FEA420CD},POINT (296335.122900002 217650.357000001),2003-09-30 00:00:00,1
296165.380099997,217978.2049,58898.0,2272.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2003-09-30,,,,Debris,Slide,,,,Road embankment,,,,{405FD521-5FFF-4B92-A995-EF4144A33C99},POINT (296165.380099997 217978.2049),2003-09-30 00:00:00,1
304831.121100001,222395.636100002,58937.0,2301.0,Blue Ridge Parkway,Buncombe,Montreat,2003-11-20,,,,Rock,Slide - translational,,,,Road cut,,,,{23E21C27-A88C-4FF3-99B1-BC386FEE46E6},POINT (304831.121100001 222395.636100002),2003-11-20 00:00:00,1
295714.1241,218106.860100001,58839.0,2282.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004-01-16,,,,Rock,Slide - translational,,,,Road cut,,,,{E7C9D5D2-5EBA-4D39-BB83-D75343AAC8C6},POINT (295714.1241 218106.860100001),2004-01-16 00:00:00,1
294655.5612,217780.137800001,57869.0,59.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004-01-16,,,,Rock,Slide,,,,Road cut,,,,{2BCB5512-5D8A-4C7B-B904-F4F889CEBEB3},POINT (294655.5612 217780.137800001),2004-01-16 00:00:00,1
295489.840499997,218112.369800001,58840.0,2283.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004-01-16,,,,Rock,Slide - translational,,,,Road cut,,,,{EA43E720-BA53-4CB4-B4C0-99BCEABC43A0},POINT (295489.840499997 218112.369800001),2004-01-16 00:00:00,1
283597.691299997,199444.660399999,57870.0,60.0,Blue Ridge Parkway,Buncombe,Skyland,2004-02-04,,,,Rock,Slide,,,,Road cut,,,,{1D77DE26-60B4-455B-8FEA-E3841B8D65DD},POINT (283597.691299997 199444.660399999),2004-02-04 00:00:00,1
283644.023100004,199929.314100001,58944.0,2308.0,Blue Ridge Parkway,Buncombe,Skyland,2004-02-04,,,,Debris,Slide - translational,,,,Road cut,,,,{B9EC3041-DEA3-48A0-AF71-A98E2998E06E},POINT (283644.023100004 199929.314100001),2004-02-04 00:00:00,1
283662.6197,200029.215100002,58943.0,2307.0,Blue Ridge Parkway,Buncombe,Skyland,2004-02-04,,,,Rock,Fall,,Rock,Slide,Road cut,,,,{419C8400-BB35-42EB-B4B4-5C74A644503D},POINT (283662.6197 200029.215100002),2004-02-04 00:00:00,1
293388.061099999,212725.229800001,58941.0,2305.0,Blue Ridge Parkway,Buncombe,Oteen,2004-03-25,,,,Rock,Fall,,,,Road cut,,,,{11E0D52F-1915-46A0-BC96-C338291F6E40},POINT (293388.061099999 212725.229800001),2004-03-25 00:00:00,1
293205.315099999,213142.061299998,58942.0,2306.0,Blue Ridge Parkway,Buncombe,Oteen,2004-03-26,,,,Rock,Slide - translational,,,,Road cut,,,,{61B2AFFA-38FC-49E0-90B9-1FAF3EC23B7B},POINT (293205.315099999 213142.061299998),2004-03-26 00:00:00,1
309903.8178,224923.396499999,57879.0,69.0,Blue Ridge Parkway,Buncombe,Montreat,2004-05-12,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{6F97B6F9-0657-4E45-9D55-259520BB2965},POINT (309903.8178 224923.396499999),2004-05-12 00:00:00,1
301079.830700003,220594.116999999,58841.0,2284.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004-06-11,,,,Rock,Fall,,,,Road cut,,,,{17D54D7F-EF2F-4EF6-AA86-F1C46E8E708B},POINT (301079.830700003 220594.116999999),2004-06-11 00:00:00,1
303784.158799998,221266.664299998,58842.0,2285.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2004-07-09,,,,Rock,Slide - translational,,,,Road cut,,,,{2ECEB9C1-914C-4DD0-A333-BC79CBD5AD11},POINT (303784.158799998 221266.664299998),2004-07-09 00:00:00,1
288234.731299996,207699.099300001,57985.0,403.0,Geohazards,Buncombe,Asheville,2004-08-11,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Road embankment,,,,{7F2640DA-5A36-4143-AD91-C75CA35DD365},POINT (288234.731299996 207699.099300001),2004-08-11 00:00:00,1
310791.233408644,224438.679714088,58783.0,2380.0,Blue Ridge Parkway,Buncombe,Montreat,2006-11-01,2004-09-06 08:00:00,,,Debris,Slide,,,,Road embankment,,,,{7B9729CD-E35D-47E8-A5AD-731872270B8E},POINT (310791.233408644 224438.679714088),2004-09-06 08:00:00,1
272546.123800002,195966.2733,59141.0,5050.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-15,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{8B02C591-2D6E-441A-97B9-A494360E408E},POINT (272546.123800002 195966.2733),2004-09-06 17:00:00,1
311539.132308753,215725.411460987,58909.0,5300.0,Landslide Hazard Mapping,Buncombe,Montreat,2008-10-21,2004-09-06 17:00:00,,,Debris,Slide,,,,Road embankment,,,,{16AAAEFE-AE37-4C99-ACBA-93A68817AA32},POINT (311539.132308753 215725.411460987),2004-09-06 17:00:00,1
305931.935999997,226819.487799998,59273.0,4497.0,Landslide Hazard Mapping,Buncombe,Montreat,,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{6761AF67-A21A-4F76-A065-94B4ADCA3E3C},POINT (305931.935999997 226819.487799998),2004-09-06 17:00:00,1
266672.014899999,199768.924600001,59283.0,4975.0,Landslide Hazard Mapping,Buncombe,Cruso,2008-02-05,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{9E5FCCDA-3131-4DF6-B49F-13EB173B9386},POINT (266672.014899999 199768.924600001),2004-09-06 17:00:00,1
309606.376699999,214998.569499999,59346.0,5302.0,Landslide Hazard Mapping,Buncombe,Montreat,,2004-09-06 17:00:00,,,,,,,, ,,,,{5979DE8C-5DA4-4B8E-8720-AB69085BA0A0},POINT (309606.376699999 214998.569499999),2004-09-06 17:00:00,1
310912.548299998,215675.790100001,59347.0,5303.0,Landslide Hazard Mapping,Buncombe,Montreat,,2004-09-06 17:00:00,,,,,,,, ,,,,{89A1B27D-107C-409B-9965-847097B84E1A},POINT (310912.548299998 215675.790100001),2004-09-06 17:00:00,1
311394.8552,215188.2313,59348.0,5304.0,Landslide Hazard Mapping,Buncombe,Montreat,,2004-09-06 17:00:00,,,,,,,, ,,,,{0C250D0E-BD86-43C5-A174-7B7FF11D02B3},POINT (311394.8552 215188.2313),2004-09-06 17:00:00,1
310331.984300002,214936.297600001,59349.0,5305.0,Landslide Hazard Mapping,Buncombe,Montreat,,2004-09-06 17:00:00,,,,,,,,Unmodified,,,,{6155CD51-0B3B-43D5-AF8A-820B8724624B},POINT (310331.984300002 214936.297600001),2004-09-06 17:00:00,1
310530.0691,215015.617699999,58908.0,5299.0,Landslide Hazard Mapping,Buncombe,Montreat,2008-10-21,2004-09-06 17:00:00,,,Debris,Slide,,,,Stream bank,,,,{E8ABB29D-2F53-403D-966F-178F6E844BC4},POINT (310530.0691 215015.617699999),2004-09-06 17:00:00,1
267378.01864657,213612.964980901,59355.0,5085.0,Landslide Hazard Mapping,Buncombe,Canton,2008-03-06,2004-09-06 17:00:00,,,Debris,Slide - translational,,,,Road embankment,,,,{2015AC67-DA5A-411E-91C8-C1AA0E68FF59},POINT (267378.01864657 213612.964980901),2004-09-06 17:00:00,1
272198.554099999,212595.0031,59352.0,5075.0,Landslide Hazard Mapping,Buncombe,Enka,2008-03-03,2004-09-06 17:00:00,,,Weathered rock,Slide - translational,,,,Cut slope - Not road related,,,,{6EA83B46-93AB-4CA6-980F-C16F0F371123},POINT (272198.554099999 212595.0031),2004-09-06 17:00:00,1
269374.075300001,206684.954700001,60882.0,5001.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-12,2004-09-06 17:00:00,,,Debris,Slide - translational,,,,Stream bank,,,,{C7966EB8-347D-47DF-BE37-65D3100D0AC2},POINT (269374.075300001 206684.954700001),2004-09-06 17:00:00,1
300650.672791049,213087.424612187,60917.0,20110221171.0,Landslide Hazard Mapping,Buncombe,Oteen,2008-05-01,2004-09-06 17:00:00,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{147C1895-97B0-4686-98E7-0BDDC2C55D24},POINT (300650.672791049 213087.424612187),2004-09-06 17:00:00,1
274607.697490563,210040.296216526,61379.0,201308150001.0,Geohazards,Buncombe,Enka,2013-07-09,2004-09-06 17:00:00,Active,Very slow (>16 mm/yr),Debris,Slide,,,,Embankment - Not road related,,,,{6B455B5E-0611-4FD8-927A-4CBC337F527A},POINT (274607.697490563 210040.296216526),2004-09-06 17:00:00,1
301634.7883,221666.383699998,58158.0,640.0,Geohazards,Buncombe,Craggy Pinnacle,2005-05-11,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{EF665E0A-A9EA-4DDA-AF16-2D07E006451E},POINT (301634.7883 221666.383699998),2004-09-06 17:00:00,1
301653.486900002,221641.320599999,58157.0,639.0,Geohazards,Buncombe,Craggy Pinnacle,2005-05-11,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{D6FDA923-4241-497E-BBDE-CA2D4A80C223},POINT (301653.486900002 221641.320599999),2004-09-06 17:00:00,1
305247.961499996,222107.308200002,60600.0,5502.0,Blue Ridge Parkway,Buncombe,Montreat,2008-09-18,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{3EB84A6D-4FE7-4BCF-9A3B-19F7F0780D57},POINT (305247.961499996 222107.308200002),2004-09-06 17:00:00,1
305128.222199999,222234.1417,60599.0,5501.0,Blue Ridge Parkway,Buncombe,Montreat,,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{93E5A57B-95C8-4E4E-BFF4-D5511666237E},POINT (305128.222199999 222234.1417),2004-09-06 17:00:00,1
304250.813600004,223190.075199999,58116.0,615.0,Geohazards,Buncombe,Craggy Pinnacle,,2004-09-06 17:00:00,,,,,,,,Unmodified,,,,{64A09BAB-EA4F-49A2-BC4F-93FC01F8743B},POINT (304250.813600004 223190.075199999),2004-09-06 17:00:00,1
299544.2271,232056.324000001,59521.0,5356.0,Landslide Hazard Mapping,Buncombe,Barnardsville,2008-07-02,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{8BFF04EB-2B6F-4164-81B4-D6EECA52DB64},POINT (299544.2271 232056.324000001),2004-09-06 17:00:00,1
311021.272600003,223068.556899998,60597.0,5499.0,Landslide Hazard Mapping,Buncombe,Montreat,2008-09-09,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{57D92C25-52A6-4C29-94FC-A0724E5D0890},POINT (311021.272600003 223068.556899998),2004-09-06 17:00:00,1
302021.006399997,223662.391100001,60786.0,4480.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{385BD110-045D-450E-86BD-3DDA1CD79B78},POINT (302021.006399997 223662.391100001),2004-09-06 17:00:00,1
301871.381700002,223876.770599999,60787.0,4481.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{1D68D0EB-0AF7-48C0-A608-C1979354F413},POINT (301871.381700002 223876.770599999),2004-09-06 17:00:00,1
310999.046899997,214949.8464,58777.0,5628.0,Landslide Hazard Mapping,Buncombe,Montreat,2008-10-21,2004-09-06 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Cut slope - Not road related,,,,{01EBF686-0AE9-4564-9AC3-1D635EBE07A3},POINT (310999.046899997 214949.8464),2004-09-06 17:00:00,1
301706.839500003,221932.329799999,60788.0,4483.0,Landslide Hazard Mapping,Buncombe,Craggy Pinnacle,,2004-09-06 17:00:00,,,,,,,,Road cut,,,,{589DC77B-A0B7-4105-BD95-0F8A34C2A407},POINT (301706.839500003 221932.329799999),2004-09-06 17:00:00,1
304674.343955282,224619.214791408,60789.0,4484.0,Landslide Hazard Mapping,Buncombe,Montreat,,2004-09-06 17:00:00,,,,,,,,Road cut,,,,{ECC25666-BB80-4186-BF06-F10D94AF7C4F},POINT (304674.343955282 224619.214791408),2004-09-06 17:00:00,1
262140.619000003,220544.513999999,60903.0,5191.0,Landslide Hazard Mapping,Buncombe,Sandymush,2008-03-20,2004-09-06 17:00:00,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{3D724714-ECD4-4B4B-A1E2-7FD65090FCD6},POINT (262140.619000003 220544.513999999),2004-09-06 17:00:00,1
269363.5198,194740.923099998,59143.0,5059.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-29,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Embankment - Not road related,,,,{9DB0B13D-6396-4497-A084-D831B2577FE6},POINT (269363.5198 194740.923099998),2004-09-16 17:00:00,1
277058.548811354,210219.775711354,58069.0,441.0,Geohazards,Buncombe,Enka,2004-09-23,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road cut,,,,{D151592A-69F9-40F5-986E-53C9E11457C7},POINT (277058.548811354 210219.775711354),2004-09-16 17:00:00,1
277082.840099998,210349.298,58054.0,440.0,Geohazards,Buncombe,Enka,2004-09-23,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{3790C10B-47FA-4068-ADEF-8B210F0296D1},POINT (277082.840099998 210349.298),2004-09-16 17:00:00,1
274236.265000001,196177.030200001,59139.0,5048.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-14,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{576C4F53-E27A-46EF-A81B-2B2BEB9A8A9F},POINT (274236.265000001 196177.030200001),2004-09-16 17:00:00,1
274091.8486,196498.5748,59138.0,5047.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2008-02-14,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{31A905A8-C8F8-4E7D-8361-B3DB20467B18},POINT (274091.8486 196498.5748),2004-09-16 17:00:00,1
277020.884599999,210096.255199999,58071.0,443.0,Geohazards,Buncombe,Enka,2004-09-23,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{1CC71DDD-A855-4EDB-A384-94990F1FB650},POINT (277020.884599999 210096.255199999),2004-09-16 17:00:00,1
268913.230700001,199742.534000002,60880.0,4993.0,Landslide Hazard Mapping,Buncombe,Cruso,2008-02-05,2004-09-16 17:00:00,,,Debris,Slide,,,,Road cut,,,,{AF4C02BB-30FC-4D98-B38A-B59D296AF4A9},POINT (268913.230700001 199742.534000002),2004-09-16 17:00:00,1
276982.017399997,210173.183499999,58070.0,442.0,Geohazards,Buncombe,Enka,2004-09-23,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{B94766B1-1124-48A0-87FF-F51686DD28F8},POINT (276982.017399997 210173.183499999),2004-09-16 17:00:00,1
280044.940700002,200164.847800001,59197.0,5319.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2009-03-23,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road cut,,,,{DE66FDC0-E14B-45B1-B9F6-BCC776BE8C98},POINT (280044.940700002 200164.847800001),2004-09-16 17:00:00,1
274155.238200001,196642.305500001,58848.0,5645.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{9CB57B7B-0852-4A04-AA91-E8B56077D145},POINT (274155.238200001 196642.305500001),2004-09-16 17:00:00,1
276977.151799999,209919.138999999,58072.0,444.0,Geohazards,Buncombe,Enka,2004-09-23,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road cut,,,,{BC9C311A-753E-4DEB-A5C9-F197FF1939FC},POINT (276977.151799999 209919.138999999),2004-09-16 17:00:00,1
270712.609702996,195163.949986,58079.0,452.0,Landslide Hazard Mapping,Buncombe,Dunsmore Mountain,2005-10-25,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{DE41599D-A3EF-4028-B2AF-C15A6D5E0834},POINT (270712.609702996 195163.949986),2004-09-16 17:00:00,1
271895.041100003,211471.022599999,58081.0,460.0,Landslide Hazard Mapping,Buncombe,Enka,,2004-09-16 17:00:00,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Cut slope - Not road related,,,,{82DEF1B8-E916-411E-A4EA-0E0365691C9A},POINT (271895.041100003 211471.022599999),2004-09-16 17:00:00,1
311493.540100001,224218.409200001,58023.0,524.0,Blue Ridge Parkway,Buncombe,Montreat,2005-01-10,,,,Debris,Slide - translational,,,,Road cut,,,,{11C3A2BF-384C-4E7D-A2BC-E1BD700DA91F},POINT (311493.540100001 224218.409200001),2005-01-10 00:00:00,1
311465.130500004,224229.676199999,58024.0,525.0,Blue Ridge Parkway,Buncombe,Montreat,2005-01-10,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Road cut,,,,{1FBCBC6A-DF04-4AA3-80D8-EA65E6716927},POINT (311465.130500004 224229.676199999),2005-01-10 00:00:00,1
309707.939000003,224979.781199999,59122.0,2541.0,Blue Ridge Parkway,Buncombe,Montreat,2005-01-10,,,,Debris,Creep,,,,Road embankment,,,,{50BEFE2A-33D4-49AB-A4D4-31088A80DEBF},POINT (309707.939000003 224979.781199999),2005-01-10 00:00:00,1
307863.539800003,226780.522999998,58047.0,532.0,Blue Ridge Parkway,Buncombe,Montreat,2005-01-11,,,,Rock,Slide - translational,,,,Road cut,,,,{C168B7E6-AE05-4E51-A429-B3FB6C80825C},POINT (307863.539800003 226780.522999998),2005-01-11 00:00:00,1
297772.001599997,209321.451299999,57948.0,573.0,State Map,Buncombe,Oteen,2005-02-25,,,,Debris,Slide,,,,Embankment - Not road related,,,,{D2EDBD68-A995-49E0-B9B1-5CE28D8578F4},POINT (297772.001599997 209321.451299999),2005-02-25 00:00:00,1
298048.144599997,209361.830200002,57949.0,574.0,State Map,Buncombe,Oteen,2005-02-25,,,,Debris,Slide,,,,Embankment - Not road related,,,,{AB483B6E-606A-48A2-882A-CCF3DBC6BB8F},POINT (298048.144599997 209361.830200002),2005-02-25 00:00:00,1
293288.683200002,215520.274099998,58237.0,783.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2005-04-15,,,,Rock,Slide - translational,,,,Road cut,,,,{84DE872E-BDE3-4716-9779-FCB3C9B5B100},POINT (293288.683200002 215520.274099998),2005-04-15 00:00:00,1
301676.953400001,221776.3895,58159.0,641.0,Geohazards,Buncombe,Craggy Pinnacle,2005-05-11,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{B45EC937-033E-44FC-848D-B68CD783798D},POINT (301676.953400001 221776.3895),2005-05-11 00:00:00,1
314129.586978264,200111.68468841,58216.0,725.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2005-07-07,,,,Rock,Slide,,Rock,Fall,Cut slope - Not road related,,,,{430B4290-D951-4EAF-B303-7C61D2E7C4FD},POINT (314129.586978264 200111.68468841),2005-07-07 00:00:00,1
291228.618600003,198370.146899998,59184.0,2818.0,Landslide Hazard Mapping,Buncombe,Skyland,2006-05-01,,,,Weathered rock,Slide,,,,Road embankment,,,,{F448458D-07FE-4DF2-B5B4-33104D94A360},POINT (291228.618600003 198370.146899998),2006-05-01 00:00:00,1
291240.65898107,198094.557280201,61413.0,201610280001.0,Geohazards,Buncombe,Skyland,2006-06-18,,Active,Very slow (>16 mm/yr),Debris,Subsidence,,,,Embankment - Not road related,,,,{8A608E92-6EF5-4495-8C42-5D566C809CCB},POINT (291240.65898107 198094.557280201),2006-06-18 00:00:00,1
304052.827500001,222168.773600001,59088.0,2375.0,Blue Ridge Parkway,Buncombe,Craggy Pinnacle,2006-10-26,,,,Rock,Fall,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{2183E343-3971-4B05-8F44-FD675D5A64F9},POINT (304052.827500001 222168.773600001),2006-10-26 00:00:00,1
309651.745499998,225031.611699998,58046.0,528.0,Blue Ridge Parkway,Buncombe,Montreat,2006-11-01,,,,Rock,Fall,,,,Road cut,,,,{EC608A0A-310F-46BF-9CC8-D9A2F00DA4DE},POINT (309651.745499998 225031.611699998),2006-11-01 00:00:00,1
280813.774099998,196628.2487,59164.0,2721.0,Blue Ridge Parkway,Buncombe,Skyland,2007-01-03,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road cut,,,,{4CDC4033-65F3-43DA-ADDA-2E2FEDE93C6D},POINT (280813.774099998 196628.2487),2007-01-03 00:00:00,1
308996.998099998,215471.607000001,58824.0,2946.0,Landslide Hazard Mapping,Buncombe,Montreat,2007-03-13,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Road embankment,,,,{2AF75A35-C894-4506-AF7E-041719D63AE7},POINT (308996.998099998 215471.607000001),2007-03-13 00:00:00,1
310010.969400004,211451.654800002,59135.0,4445.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-03-22,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{BBACE54F-361F-47E8-A43F-1CE7E71FAF98},POINT (310010.969400004 211451.654800002),2007-03-22 00:00:00,1
313309.555299997,200441.144400001,60785.0,4460.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-03-27,,,,Debris,Slide,,,,Road cut,,,,{A30FDFCB-5390-44E6-92FC-4785A355DD51},POINT (313309.555299997 200441.144400001),2007-03-27 00:00:00,1
313868.586199999,200308.318599999,58849.0,5646.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-03-27,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{84C3DE73-A8A1-4846-9CBB-654913EE67B4},POINT (313868.586199999 200308.318599999),2007-03-27 00:00:00,1
314082.299000002,200487.550999999,60784.0,4459.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-03-27,,,,Weathered rock,Slide,,,,Road cut,,,,{BB6715B4-0153-4B49-B57D-99540F5DE6C4},POINT (314082.299000002 200487.550999999),2007-03-27 00:00:00,1
307808.162,204288.059300002,59137.0,4452.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-03-30,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{2AB9FBCD-051F-446D-B0F2-389975834B66},POINT (307808.162 204288.059300002),2007-03-30 00:00:00,1
312614.8926,202985.910599999,60776.0,4437.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-04-02,,,,Weathered rock,Slide - rotational,,,,Unmodified,,,,{012E6626-4D7B-4C1D-92E5-66D2BEF294CD},POINT (312614.8926 202985.910599999),2007-04-02 00:00:00,1
312631.341700003,203071.9461,60777.0,4438.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-04-02,,,,Earth,Slide,Extremely rapid (>5 m/sec),Earth,Flow,Unmodified,,,,{2DFE0617-82D2-44B7-A03E-B71C2B8B4106},POINT (312631.341700003 203071.9461),2007-04-02 00:00:00,1
312646.016599998,203049.2621,60775.0,4436.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-04-02,,,,Earth,Slide,Extremely rapid (>5 m/sec),Earth,Flow,Unmodified,,,,{38AFC74E-6180-4879-8150-849617685A66},POINT (312646.016599998 203049.2621),2007-04-02 00:00:00,1
314970.854400001,199930.4067,59134.0,4441.0,Landslide Hazard Mapping,Buncombe,Moffitt Hill,2007-04-03,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Road embankment,,,,{5DC6D38E-C36E-4E4E-AB5A-C12ACC197C75},POINT (314970.854400001 199930.4067),2007-04-03 00:00:00,1
314992.579800002,200039.581799999,59133.0,4440.0,Landslide Hazard Mapping,Buncombe,Moffitt Hill,2007-04-03,,,,Earth,Slide - translational,,,,Road cut,,,,{D06E3DF3-FB58-4414-BC60-26FDD6DDB478},POINT (314992.579800002 200039.581799999),2007-04-03 00:00:00,1
314558.276699997,200877.293299999,59132.0,4439.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-04-03,,,,Earth,Slide,Extremely rapid (>5 m/sec),Earth,Flow,Unmodified,,,,{5F7E40A3-0E99-4372-9B56-C58E7A4600C7},POINT (314558.276699997 200877.293299999),2007-04-03 00:00:00,1
304750.848899998,202893.7412,60778.0,4453.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-04-03,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,,,,{421D3273-E72F-4A9E-974C-0B6D0449ED33},POINT (304750.848899998 202893.7412),2007-04-03 00:00:00,1
313756.401000001,202217.938099999,60779.0,4454.0,Landslide Hazard Mapping,Buncombe,Black Mountain,2007-04-05,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{C9558477-43A4-43A1-93A2-DA438B67BDE2},POINT (313756.401000001 202217.938099999),2007-04-05 00:00:00,1
321672.850699998,201736.919,60783.0,4458.0,Landslide Hazard Mapping,Buncombe,Moffitt Hill,2007-04-09,,,,Debris,Slide,,,,Road cut,,,,{E17FEB6E-D117-4A9A-BB0D-61024287A860},POINT (321672.850699998 201736.919),2007-04-09 00:00:00,1
320125.182400003,202365.9692,60782.0,4457.0,Landslide Hazard Mapping,Buncombe,Moffitt Hill,2007-04-09,,,,Debris,Slide,,,,Road embankment,,,,{B7ABF0D9-C74F-4F0D-8CEC-763CDE5799F2},POINT (320125.182400003 202365.9692),2007-04-09 00:00:00,1
