Model,FeatureSet,Accuracy,Precision,Recall,F1,ROC_AUC,Brier
XGB,F0,0.7107438016528925,0.7192982456140351,0.6833333333333333,0.7008547008547008,0.8139344262295082,0.17906983751791286
XGB,F1,0.8016528925619835,0.7571428571428571,0.8833333333333333,0.8153846153846154,0.8792349726775956,0.1410856045499477
XGB,F2,0.8016528925619835,0.7647058823529411,0.8666666666666667,0.8125,0.8852459016393442,0.13819618539475034
