Model,FeatureSet,Accuracy,Precision,Recall,F1,ROC_AUC,Brier
RF,F0,0.7024793388429752,0.7192982456140351,0.6721311475409836,0.6949152542372882,0.7728142076502733,0.1938012231404959
RF,F1,0.6859504132231405,0.676923076923077,0.7213114754098361,0.6984126984126984,0.805327868852459,0.17735411570247936
RF,F2,0.6611570247933884,0.6515151515151515,0.7049180327868853,0.6771653543307087,0.8129781420765028,0.17632132231404957
