index,raw_Max_Rainfall_30day,raw_Max_Rainfall_3day,raw_R1d,raw_R3d,raw_Elevation_m,raw_Slope_deg,x_Max_Rainfall_30day,x_Max_Rainfall_3day,x_R1d,x_R3d,x_Elevation_m,x_Slope_deg,shap_Max_Rainfall_30day,shap_Max_Rainfall_3day,shap_R1d,shap_R3d,shap_Elevation_m,shap_Slope_deg,expected_value,shap_sum,shap_abs_sum,y_proba,y_pred,y_true,IsLandslide,Event_Date,Sort_Date,Random_Date,X,Y,County,GlobalID,OBJECTID,Data_Type,Source_Period,MUKEY,MUSYM
176,20.691999435424805,2.121000051498413,2.121000051498413,3.468000054359436,899.9351196289062,21.93236667968026,20.691999435424805,2.121000051498413,2.121000051498413,3.468000054359436,899.9351196289062,21.93236667968026,-0.02607949084207989,0.05312195073272502,-0.04099591834980144,0.05414887869302173,0.009582738302662708,0.016736364285049224,0.5014854771784234,0.06651452282157735,0.20066534120534002,0.568,1,0,0,2019-10-08 06:46:39,,2019-10-08 06:46:39,311253.54540926864,205636.68506329157,,,,NonLandslide,2017_2021,1672082.0,SYE
177,42.59000015258789,4.288000106811523,0.0,4.288000106811523,1320.08837890625,31.51396070916853,42.59000015258789,4.288000106811523,0.0,4.288000106811523,1320.08837890625,31.51396070916853,0.003093480675816656,0.04781841326431483,0.03033842384716493,0.0700887795112563,-0.09228599414234567,0.1334614196653743,0.5014854771784234,0.19251452282158135,0.37708651110627267,0.694,1,1,1,2004-09-06 17:00:00,2004-09-06 17:00:00,,304674.343955282,224619.214791408,Buncombe,{ECC25666-BB80-4186-BF06-F10D94AF7C4F},60789.0,Landslide,1980_2021,1672192.0,UKF
179,45.652000427246094,0.0,0.0,0.0,882.8399658203125,34.76964408873911,45.652000427246094,0.0,0.0,0.0,882.8399658203125,34.76964408873911,-0.08655772048894415,0.000569359728762597,0.021730662219136835,-0.01158706677606808,0.0662220645813438,0.2601372235573492,0.5014854771784234,0.2505145228215802,0.44680409735160465,0.752,1,1,1,2014-10-28 00:00:00,2014-10-28 00:00:00,,288147.520167142,217764.642080676,Buncombe,{0C6F130D-0ADA-425C-8E8F-B096F10A8DF0},61243.0,Landslide,2011_2016,1672015.0,EWD
188,57.34400177001953,42.60100173950195,42.60100173950195,81.63400268554688,1605.3006591796875,10.887457641590151,57.34400177001953,42.60100173950195,42.60100173950195,81.63400268554688,1605.3006591796875,10.887457641590151,-0.020652032945573984,0.0007447868618386768,0.007415942383611776,0.009661973016883839,-0.010277930647769122,-0.18037821584740876,0.5014854771784234,-0.19348547717841758,0.22913088170308615,0.308,0,0,0,2017-05-25 12:50:46,,2017-05-25 12:50:46,307420.7594237299,228549.31194607177,,,,NonLandslide,2017_2021,1672212.0,WRE
190,21.354999542236328,8.725000381469727,0.0,16.521000385284424,611.082275390625,23.676724629399448,21.354999542236328,8.725000381469727,0.0,16.521000385284424,611.082275390625,23.676724629399448,-0.03622557595396711,-0.004687588032942523,0.03672244901167674,0.0021722326026647697,0.03037552590194225,0.18015747929220505,0.5014854771784234,0.20851452282157917,0.29034085079539845,0.71,1,0,0,2019-03-12 22:52:32,,2019-03-12 22:52:32,283780.0800445007,217134.0081634361,,,,NonLandslide,2017_2021,1672010.0,EVE2
193,14.178999900817873,0.1169999986886978,0.0,0.1169999986886978,924.6348876953124,36.06355657211096,14.178999900817873,0.1169999986886978,0.0,0.1169999986886978,924.6348876953124,36.06355657211096,0.0766940445606616,-0.02722050715385909,0.02215602700774602,-0.018685853610986118,0.029765529374992435,0.28780528264302535,0.5014854771784234,0.3705145228215802,0.4623272443512706,0.872,1,1,1,2008-10-30 00:00:00,2008-10-30,,270295.457400002,209747.645,Buncombe,{250DD2EF-27D3-411F-853B-C6FBDFD3749A},58781.0,Landslide,2005_2010,1672006.0,EDE
196,28.5939998626709,26.082000732421875,0.0,26.082000732421875,703.7017211914062,1.0603053264823576,28.5939998626709,26.082000732421875,0.0,26.082000732421875,703.7017211914062,1.0603053264823576,-0.034096874178060406,-0.014515569900807794,0.015168960083414845,0.02158910024301717,-0.03675223910084302,-0.2668788543251412,0.5014854771784234,-0.3154854771784204,0.3890015978312844,0.186,0,0,0,2020-12-07 01:37:36,,2020-12-07 01:37:36,299059.3642533368,231153.7694129588,,,,NonLandslide,2017_2021,1672027.0,FRA
208,49.71799850463867,6.10699987411499,6.10699987411499,6.640999853610992,762.1209716796875,15.56078745928353,49.71799850463867,6.10699987411499,6.10699987411499,6.640999853610992,762.1209716796875,15.56078745928353,0.014086983957568761,0.08259216228186904,-0.024111040841226283,0.06526501960115187,0.13623727008133624,-0.04755587225911924,0.5014854771784234,0.2265145228215804,0.3698483490222714,0.728,1,1,1,2013-07-02 00:00:00,2013-07-02 00:00:00,,280634.130680968,212007.546965286,Buncombe,{5078FB7E-A157-4488-98DE-D5BB72E77F22},61342.0,Landslide,2011_2016,1672016.0,EWE
214,66.88999938964844,11.303999900817873,11.303999900817873,17.111999988555908,868.157958984375,18.214019567054866,66.88999938964844,11.303999900817873,11.303999900817873,17.111999988555908,868.157958984375,18.214019567054866,-0.044204449924078355,-0.0004388322872315737,-0.04282335782238219,-0.023503741418102117,0.04478941033991708,0.016695493933454535,0.5014854771784234,-0.04948547717842262,0.17245528572516586,0.452,0,1,1,2008-09-12 00:00:00,2008-09-12,,289431.754600003,217625.019200001,Buncombe,{EBE86D25-4D58-4E8D-9246-064698439AE1},60598.0,Landslide,2005_2010,1672016.0,EWE
216,124.1709976196289,21.608999252319336,10.354999542236328,32.642998814582825,638.5004272460938,2.877825602422624,124.1709976196289,21.608999252319336,10.354999542236328,32.642998814582825,638.5004272460938,2.877825602422624,0.061622800568056496,-0.0001350521202173653,-0.029742101149298317,-0.025926046094907396,-0.03664189439672334,-0.20466318398532582,0.5014854771784234,-0.23548547717841575,0.3587310783145288,0.266,0,0,0,2019-05-07 22:32:40,,2019-05-07 22:32:40,287855.1961629901,194376.6811604608,,,,NonLandslide,2017_2021,1672107.0,UD
224,36.255001068115234,2.8580000400543213,0.0,2.8580000400543213,680.9373779296875,6.400062153283302,36.255001068115234,2.8580000400543213,0.0,2.8580000400543213,680.9373779296875,6.400062153283302,-0.010140372821825254,0.020497946251455366,0.008280918754583887,0.041129473832911136,-0.12259565172490067,-0.3586577914706408,0.5014854771784234,-0.42148547717841633,0.5613021548563171,0.08,0,0,0,2018-11-01 02:56:54,,2018-11-01 02:56:54,289565.7030422309,228141.9769110301,,,,NonLandslide,2017_2021,1672087.0,TAD
227,14.21500015258789,0.0,0.0,0.0,726.771240234375,19.20144056503341,14.21500015258789,0.0,0.0,0.0,726.771240234375,19.20144056503341,0.06614441522670746,-0.05262798996655702,0.012814757636555053,-0.052828278841496386,-0.12540049888990193,0.010412117656272112,0.5014854771784234,-0.14148547717842072,0.32022805821748995,0.36,0,0,0,2018-07-31 03:19:01,,2018-07-31 03:19:01,288964.15693009633,210358.52904694265,,,,NonLandslide,2017_2021,1672007.0,EDF
229,76.89299774169922,5.423999786376953,5.423999786376953,5.423999786376953,1064.9942626953125,19.56964386235314,76.89299774169922,5.423999786376953,5.423999786376953,5.423999786376953,1064.9942626953125,19.56964386235314,-0.07641532343107986,0.04920032137429378,-0.09341084545034785,0.05563089625768943,-0.057687301292226385,0.041196775363250004,0.5014854771784234,-0.08148547717842086,0.37354146316888726,0.42,0,0,0,2017-11-08 07:58:19,,2017-11-08 07:58:19,292112.39535593806,224545.29351429225,,,,NonLandslide,2017_2021,1672065.0,PWE
237,50.80500030517578,50.80500030517578,1.9170000553131104,52.72200036048889,770.5858764648438,19.149459132909577,50.80500030517578,50.80500030517578,1.9170000553131104,52.72200036048889,770.5858764648438,19.149459132909577,0.010153103933338948,-0.0685865776030861,-0.026574450098258665,-0.022704122306437622,0.0470736079450877,0.03715296095093381,0.5014854771784234,-0.023485477178421935,0.21224482283714285,0.478,0,1,1,2014-09-08 00:00:00,2014-09-08 00:00:00,,290811.318942589,197392.759144607,Buncombe,{2416CCE1-45F4-413F-BB91-E7253FB85D11},61239.0,Landslide,2011_2016,1672010.0,EVE2
239,72.96399688720703,2.430000066757202,0.0,2.430000066757202,797.159912109375,6.822472520281894,72.96399688720703,2.430000066757202,0.0,2.430000066757202,797.159912109375,6.822472520281894,-0.04112863250242132,0.06713599055980234,0.018459542295868756,0.08447503703182048,0.14020119035937667,-0.30862860492286276,0.5014854771784234,-0.03948547717841583,0.6600289976721523,0.462,0,1,1,2019-01-17 00:00:00,2019-01-17,,306762.921053431,212977.261082992,Buncombe,{00492D3C-3555-46BD-84C6-B835B8384628},61548.0,Landslide,2017_2021,1672007.0,EDF
252,15.406999588012695,4.51800012588501,3.072999954223633,11.527000188827516,870.1569213867188,39.53247326922718,15.406999588012695,4.51800012588501,3.072999954223633,11.527000188827516,870.1569213867188,39.53247326922718,0.011269703748716125,0.009746315576726663,-0.03279008956425683,-0.017634039150673693,0.05519443764744595,0.2767281945636235,0.5014854771784234,0.30251452282158175,0.4033627802514428,0.804,1,1,1,2008-05-12 00:00:00,2008-05-12,,300517.986400001,205113.4815,Buncombe,{784A459F-48C5-436E-924D-A0C219B9612B},59344.0,Landslide,2005_2010,1672007.0,EDF
262,31.6560001373291,1.0097999572753906,0.0,1.0097999572753906,860.5573120117188,24.175693685899695,31.6560001373291,1.0097999572753906,0.0,1.0097999572753906,860.5573120117188,24.175693685899695,0.020883136444193942,-0.04122088356864542,0.04487198101533832,-0.07504646624286009,0.05280828467817004,0.004218470495380591,0.5014854771784234,0.0065145228215773825,0.2390492224445884,0.508,1,0,0,2021-01-15 19:20:26,,2021-01-15 19:20:26,270355.9807887423,208204.06630976283,,,,NonLandslide,2017_2021,1672007.0,EDF
273,42.59000015258789,4.288000106811523,0.0,4.288000106811523,1292.873779296875,30.78052832246012,42.59000015258789,4.288000106811523,0.0,4.288000106811523,1292.873779296875,30.78052832246012,-0.0013862051679687589,0.05105680301820371,0.032512120194970684,0.07740297144250376,-0.0980052480155168,0.10493408134938949,0.5014854771784234,0.16651452282158208,0.3652974291885532,0.668,1,1,1,2004-09-06 17:00:00,2004-09-06 17:00:00,,304250.813600004,223190.075199999,Buncombe,{64A09BAB-EA4F-49A2-BC4F-93FC01F8743B},58116.0,Landslide,1980_2021,1671931.0,BAE
279,16.908100128173828,16.908100128173828,11.698999404907228,38.46829891204834,825.2802734375,24.673091219257195,16.908100128173828,16.908100128173828,11.698999404907228,38.46829891204834,825.2802734375,24.673091219257195,-0.017897849971382253,-0.061382121112132954,-0.07285724563587778,-0.05298204677283747,0.013271655405895939,0.00036213090791219806,0.5014854771784234,-0.1914854771784223,0.2187530498060386,0.31,0,0,0,2021-06-14 16:42:39,,2021-06-14 16:42:39,297382.01103578776,232001.91005731377,,,,NonLandslide,2017_2021,1672066.0,PXF
283,23.981698989868164,10.272899627685549,10.272899627685549,11.201699629426004,796.04345703125,15.004805357652478,23.981698989868164,10.272899627685549,10.272899627685549,11.201699629426004,796.04345703125,15.004805357652478,-0.0011135408882872375,0.004917052161932108,-0.0028857729224920003,-0.006363504750004686,0.11168280225961123,-0.06372251303917971,0.5014854771784234,0.042514522821579706,0.19068518602150697,0.544,1,0,0,2021-06-09 09:34:30,,2021-06-09 09:34:30,300195.4524689377,204855.04798150068,,,,NonLandslide,2017_2021,1672007.0,EDF
