Model,FeatureSet,Accuracy,Precision,Recall,F1,ROC_AUC,Brier
LR,RAIN_best_k4,0.5993377483443708,0.5909090909090909,0.6456953642384106,0.6170886075949367,0.6257181702556905,0.23766250902026723
