feature,coef,se,z,pval,OR,CI_lower,CI_upper
const,-0.0034141179869239535,0.08328209474784325,-0.04099462192036625,0.9673001833455533,0.9965917034869397,0.8465008914997305,1.1732947164407286
Max_Rainfall_30day,0.8255588829199147,0.18384424126346272,4.490534363471447,7.104471156736083e-06,2.283156425953591,1.5923816542793143,3.2735891244190483
R30d,-0.8924190004276336,0.21731107519124518,-4.106642975477701,4.0145100801054226e-05,0.40966357683163057,0.267578879027451,0.6271954153947561
R7d,0.3422387806103861,0.12655505476515175,2.7042679665816487,0.00684550602965262,1.408096483512972,1.0987744597569,1.8044974464734744
R3d,-0.18569991822887158,0.09874966062000949,-1.8805119639190284,0.06003833739886931,0.8305227823392579,0.6843774428450802,1.0078767194854528
