index,raw_Max_Rainfall_30day,raw_Max_Rainfall_3day,raw_R1d,raw_R3d,raw_Elevation_m,raw_Slope_deg,raw_Soil_Depth_Deep200_Flag,x_Max_Rainfall_30day,x_Max_Rainfall_3day,x_R1d,x_R3d,x_Elevation_m,x_Slope_deg,x_Soil_Depth_Deep200_Flag,shap_Max_Rainfall_30day,shap_Max_Rainfall_3day,shap_R1d,shap_R3d,shap_Elevation_m,shap_Slope_deg,shap_Soil_Depth_Deep200_Flag,expected_value,shap_sum,shap_abs_sum,y_proba,y_pred,y_true,IsLandslide,Event_Date,Sort_Date,Random_Date,X,Y,County,GlobalID,OBJECTID,Data_Type,Source_Period,MUKEY,MUSYM
93,68.8832015991211,68.8832015991211,68.8832015991211,87.71610045433044,611.1830444335938,16.317222834263305,1.0,68.8832015991211,68.8832015991211,68.8832015991211,87.71610045433044,611.1830444335938,16.317222834263305,1.0,-0.005256007069070641,-0.016803425954634372,-0.0174610021662829,-0.00337276382962499,-0.03476579380676258,-0.012001796154591628,0.00017531180254317934,0.5014854771784234,-0.08948547717842392,0.08983610078351029,0.412,0,1,1,2021-10-08 00:00:00,2021-10-08,,285378.175106226,210101.916417347,Buncombe,{33993078-EDBD-46F6-AAE5-CB538C092EA5},116435.0,Landslide,2017_2021,1672108.0,UFB
97,36.61399841308594,0.6159999966621399,0.6159999966621399,1.034999996423721,720.593505859375,36.88973471058946,1.0,36.61399841308594,0.6159999966621399,0.6159999966621399,1.034999996423721,720.593505859375,36.88973471058946,1.0,0.009507708392768943,-0.03101800720378496,0.0047681003201403655,-0.05408796440621368,-0.07931422457131274,0.3171192522920675,0.005539657997914029,0.5014854771784234,0.17251452282157945,0.5013549151842022,0.674,1,1,1,1990-06-05 00:00:00,1990-06-05 00:00:00,,318626.112300001,202637.203299999,Buncombe,{8AE25A50-98BA-41CA-943A-113608FFEBA1},57942.0,Landslide,1980_2021,1672006.0,EDE
101,61.90399932861328,0.0,0.0,0.0,690.118408203125,23.89996553237043,1.0,61.90399932861328,0.0,0.0,0.0,690.118408203125,23.89996553237043,1.0,-0.07311241979522975,-0.044203850703248816,0.02359740235499187,-0.0546571919230704,-0.02984862172181225,0.09626922527598678,0.004469979333961329,0.5014854771784234,-0.07748547717842123,0.32615869110830115,0.424,0,1,1,2008-09-25 00:00:00,2008-09-25,,292607.376900002,221308.852899998,Buncombe,{682DD932-259B-420D-A390-4EFAB5F10AC0},59191.0,Landslide,2005_2010,1672009.0,EVD2
104,61.5099983215332,13.758000373840332,1.2549999952316284,15.436000376939774,646.42431640625,32.197678617648506,1.0,61.5099983215332,13.758000373840332,1.2549999952316284,15.436000376939774,646.42431640625,32.197678617648506,1.0,-0.06694560562174602,-0.04647608039181568,-0.0762643540817298,-0.031791375261341764,0.019660991043232486,0.21828893850483652,0.008042008630145502,0.5014854771784234,0.02451452282158125,0.46746935353484775,0.526,1,1,1,2005-07-07 00:00:00,2005-07-07,,314129.586978264,200111.68468841,Buncombe,{430B4290-D951-4EAF-B303-7C61D2E7C4FD},58216.0,Landslide,2005_2010,1672007.0,EDF
107,71.92350006103516,11.248600006103516,0.0,12.466499924659727,764.9298095703125,16.757613940203484,1.0,71.92350006103516,11.248600006103516,0.0,12.466499924659727,764.9298095703125,16.757613940203484,1.0,-0.02615061553347933,0.030437404337898228,0.026978916796570405,0.035979660488033256,0.10796710140576288,-0.01427662998053689,0.00957868530732968,0.5014854771784234,0.17051452282157825,0.25136901384961063,0.672,1,1,1,2021-08-24 00:00:00,2021-08-24,,290848.75334404,197346.177101562,Buncombe,{C5228436-BFC0-4FFA-AE14-F25381FCE6A3},115161.0,Landslide,2017_2021,1672010.0,EVE2
109,27.14800071716309,0.0049999998882412,0.0049999998882412,0.0049999998882412,685.203125,6.558339185680442,1.0,27.14800071716309,0.0049999998882412,0.0049999998882412,0.0049999998882412,685.203125,6.558339185680442,1.0,-0.01728340738706902,-0.03542232664886574,-0.007627231019508401,-0.05333066047775417,-0.09029924362655681,-0.28632196190865805,0.0007993538899925142,0.5014854771784234,-0.48948547717841967,0.4910841849584047,0.012,0,0,0,2019-07-12 17:33:13,,2019-07-12 17:33:13,282274.29914903303,202645.29086470412,,,,NonLandslide,2017_2021,1672015.0,EWD
111,21.399999618530273,3.2190001010894775,3.2190001010894775,4.14300012588501,704.6412963867188,19.16394923917055,1.0,21.399999618530273,3.2190001010894775,3.2190001010894775,4.14300012588501,704.6412963867188,19.16394923917055,1.0,-0.038456847926342616,0.025073810477733452,-0.05080292606691559,0.02061585423601656,-0.05642219302974142,0.07954995396606802,0.006956871164759656,0.5014854771784234,-0.013485477178421922,0.27787845686757734,0.488,0,0,0,2020-09-06 07:50:24,,2020-09-06 07:50:24,290576.17151655944,228899.28535399152,,,,NonLandslide,2017_2021,1672009.0,EVD2
112,62.83659744262695,0.0,0.0,0.0,757.952392578125,25.463013324836925,1.0,62.83659744262695,0.0,0.0,0.0,757.952392578125,25.463013324836925,1.0,-0.08062830949285507,-0.006235939201369392,0.039555392439697794,-0.01712330449747501,0.11855912397955286,0.10850941042851307,0.005878149165514506,0.5014854771784234,0.16851452282157878,0.3764896292049777,0.67,1,0,0,2021-04-07 11:03:16,,2021-04-07 11:03:16,274132.6102465806,209309.9875876233,,,,NonLandslide,2017_2021,1672016.0,EWE
114,55.62200164794922,0.4239999949932098,0.4239999949932098,0.4239999949932098,829.8534545898438,33.35032196400792,0.0,55.62200164794922,0.4239999949932098,0.4239999949932098,0.4239999949932098,829.8534545898438,33.35032196400792,0.0,-0.1420981057130305,-0.04430427075951361,0.006676340509322355,-0.07023515957919547,0.06850368587090852,0.2071139499065666,-0.005141917413477321,0.5014854771784234,0.0205145228215806,0.5440734297520144,0.522,1,0,0,2020-10-18 19:35:43,,2020-10-18 19:35:43,265954.62234147824,221524.94592675348,,,,NonLandslide,2017_2021,1671929.0,ARF
115,55.69499969482422,33.37900161743164,0.0710000023245811,45.32200136035681,1255.7239990234375,30.18177415002718,1.0,55.69499969482422,33.37900161743164,0.0710000023245811,45.32200136035681,1255.7239990234375,30.18177415002718,1.0,-0.03299935352806528,-0.05502492703578338,0.008002738129076169,-0.04216167456236193,-0.07971066696725013,0.071403598476731,0.00700480830923255,0.5014854771784234,-0.12348547717842102,0.2963077670085005,0.378,0,0,0,2020-01-27 17:21:21,,2020-01-27 17:21:21,310667.7847360951,222966.00418063693,,,,NonLandslide,2017_2021,1672096.0,TPE
116,106.8759994506836,11.529000282287598,11.529000282287598,17.034000158309937,745.2557983398438,5.650405622669232,1.0,106.8759994506836,11.529000282287598,11.529000282287598,17.034000158309937,745.2557983398438,5.650405622669232,1.0,-0.044209743116333924,-0.010531039006749872,-0.014784166892068434,0.0015169194741706834,-0.01249247866474444,-0.22333308315549288,0.0003481141827996084,0.5014854771784234,-0.3034854771784193,0.3072155444923598,0.198,0,0,0,2018-10-10 00:14:14,,2018-10-10 00:14:14,306327.5361796352,215167.30813653697,,,,NonLandslide,2017_2021,1671987.0,CKC2
